Point1
A_0
Vb
1
10.0000,483.3333
9.9500,447.5000
9.9000,410.0000
9.8500,379.1667
9.8000,348.3333
9.7500,276.6667
9.7000,268.3333
9.6500,258.3333
9.6000,236.6667
9.5500,214.1667
9.5000,194.1667
9.4500,172.5000
9.4000,171.6667
9.3500,131.6667
9.3000,130.8333
9.2500,105.8333
9.2000,101.6667
9.1500,100.8333
9.1000,107.5000
9.0500,71.6667
9.0000,67.5000
8.9500,75.8333
8.9000,91.6667
8.8500,82.5000
8.8000,100.0000
8.7500,74.1667
8.7000,90.8333
8.6500,61.6667
8.6000,69.1667
8.5500,94.1667
8.5000,90.8333
8.4500,83.3333
8.4000,81.6667
8.3500,84.1667
8.3000,82.5000
8.2500,91.6667
8.2000,91.6667
8.1500,88.3333
8.1000,80.0000
8.0500,91.6667
8.0000,105.0000
7.9500,105.0000
7.9000,100.8333
7.8500,97.5000
7.8000,110.0000
7.7500,105.0000
7.7000,96.6667
7.6500,98.3333
7.6000,100.0000
7.5500,100.8333
7.5000,109.1667
7.4500,92.5000
7.4000,99.1667
7.3500,107.5000
7.3000,92.5000
7.2500,96.6667
7.2000,80.0000
7.1500,84.1667
7.1000,108.3333
7.0500,90.0000
7.0000,85.0000
6.9500,95.8333
6.9000,86.6667
6.8500,87.5000
6.8000,77.5000
6.7500,95.8333
6.7000,85.0000
6.6500,83.3333
6.6000,79.1667
6.5500,80.0000
6.5000,82.5000
6.4500,72.5000
6.4000,93.3333
6.3500,73.3333
6.3000,96.6667
6.2500,75.8333
6.2000,72.5000
6.1500,100.0000
6.1000,103.3333
6.0500,75.0000
6.0000,98.3333
5.9500,101.6667
5.9000,99.1667
5.8500,87.5000
5.8000,107.5000
5.7500,113.3333
5.7000,115.0000
5.6500,128.3333
5.6000,129.1667
5.5500,160.0000
5.5000,153.3333
5.4500,169.1667
5.4000,155.0000
5.3500,150.8333
5.3000,175.8333
5.2500,175.0000
5.2000,165.8333
5.1500,146.6667
5.1000,161.6667
5.0500,165.0000
5.0000,151.6667
4.9500,140.0000
4.9000,137.5000
4.8500,146.6667
4.8000,135.8333
4.7500,152.5000
4.7000,130.8333
4.6500,140.0000
4.6000,121.6667
4.5500,140.8333
4.5000,130.8333
4.4500,135.8333
4.4000,140.8333
4.3500,150.0000
4.3000,122.5000
4.2500,142.5000
4.2000,124.1667
4.1500,155.0000
4.1000,146.6667
4.0500,165.0000
4.0000,143.3333
3.9500,156.6667
3.9000,155.0000
3.8500,161.6667
3.8000,157.5000
3.7500,171.6667
3.7000,170.8333
3.6500,164.1667
3.6000,181.6667
3.5500,167.5000
3.5000,195.0000
3.4500,160.0000
3.4000,190.0000
3.3500,181.6667
3.3000,195.0000
3.2500,190.8333
3.2000,201.6667
3.1500,187.5000
3.1000,202.5000
3.0500,203.3333
3.0000,210.8333
2.9500,215.0000
2.9000,210.0000
2.8500,220.0000
2.8000,214.1667
2.7500,200.0000
2.7000,212.5000
2.6500,207.5000
