Sample name: 	SAMPLE
Cell name: 	f1
Cell Area (cm²) 	0.57
Frequency [Hz]: 	1.0E5
Temperature [K]: 	133
Oscillation Level [V]: 	0.030
# of Averaging points: 	2
Initial Delay [min]: 	1
Step Delay [sec]: 	1
ALC: 	ON
Cable Correction: 	ON

Voltage	Capacitance	Rp [Ohm]

-2.5	7.252858E-09	1859.387	
-2.45	7.351856E-09	1806.741	
-2.4	7.452578E-09	1756.133	
-2.35	7.555127E-09	1706.682	
-2.3	7.660278E-09	1658.256	
-2.25	7.767621E-09	1610.739	
-2.2	7.877877E-09	1563.567	
-2.15	7.991865E-09	1516.492	
-2.1	8.109486E-09	1469.515	
-2.05	8.2276E-09	1425.488	
-2	8.346754E-09	1383.536	
-1.95	8.467707E-09	1342.833	
-1.9	8.589084E-09	1304.209	
-1.85	8.713003E-09	1266.654	
-1.8	8.839E-09	1230.006	
-1.75	8.969422E-09	1193.338	
-1.7	9.103113E-09	1157.177	
-1.65	9.23721E-09	1122.98	
-1.6	9.370736E-09	1090.905	
-1.55	9.50565E-09	1060.04	
-1.5	9.64172E-09	1030.589	
-1.45	9.778513E-09	1002.457	
-1.4	9.916064E-09	975.5105	
-1.35	1.005607E-08	949.2016	
-1.3	1.020022E-08	922.5812	
-1.25	1.034999E-08	895.8137	
-1.2	1.050016E-08	870.4915	
-1.15	1.064968E-08	846.7239	
-1.1	1.07996E-08	824.1149	
-1.05	1.09517E-08	802.0042	
-1	1.110472E-08	780.8454	
-0.95	1.126191E-08	759.8503	
-0.9	1.142512E-08	738.5673	
-0.85	1.159077E-08	717.9409	
-0.8	1.175592E-08	698.5615	
-0.75	1.192275E-08	679.9785	
-0.7	1.208982E-08	662.2395	
-0.65	1.226046E-08	644.9662	
-0.6	1.243459E-08	628.1122	
-0.55	1.261357E-08	611.439	
-0.5	1.280207E-08	594.1491	
-0.45	1.299852E-08	576.7263	
-0.4	1.320169E-08	559.5677	
-0.35	1.341106E-08	542.8027	
-0.3	1.362805E-08	526.2692	
-0.25	1.385741E-08	509.5025	
-0.2	1.410109E-08	492.4415	
-0.15	1.436144E-08	474.9192	
-0.1	1.464436E-08	456.8051	
-0.05	1.495334E-08	438.0678	
0	1.52959E-08	418.4019	
0.05	1.568165E-08	397.4778	
0.1	1.612685E-08	374.9776	
0.15	1.664501E-08	350.7486	
0.2	1.72396E-08	325.4796	
0.25	1.789691E-08	300.5494	
0.3	1.859455E-08	277.1745	
0.35	1.931414E-08	255.9697	
0.4	2.007951E-08	236.1092	
0.45	2.092539E-08	216.8652	
0.5	2.188927E-08	197.9335	
0.55	2.296062E-08	180.6416	
0.6	2.402163E-08	166.6071	
0.65	2.494723E-08	155.6415	
0.7	2.575039E-08	146.8098	
