Sample name: 	SAMPLE
Cell name: 	f1
Cell Area (cm²) 	0.57
Frequency [Hz]: 	1.0E5
Temperature [K]: 	233
Oscillation Level [V]: 	0.030
# of Averaging points: 	2
Initial Delay [min]: 	1
Step Delay [sec]: 	1
ALC: 	ON
Cable Correction: 	ON

Voltage	Capacitance	Rp [Ohm]

-2.5	1.009227E-08	3347.993	
-2.45	1.025933E-08	3269.476	
-2.4	1.042977E-08	3192.555	
-2.35	1.06028E-08	3117.145	
-2.3	1.077895E-08	3042.618	
-2.25	1.095792E-08	2970.571	
-2.2	1.114027E-08	2900.5	
-2.15	1.132413E-08	2831.856	
-2.1	1.151258E-08	2764.426	
-2.05	1.170453E-08	2697.685	
-2	1.189965E-08	2632.069	
-1.95	1.20976E-08	2568.702	
-1.9	1.229809E-08	2506.986	
-1.85	1.25028E-08	2445.582	
-1.8	1.271099E-08	2385.769	
-1.75	1.292258E-08	2326.71	
-1.7	1.313777E-08	2269.458	
-1.65	1.335664E-08	2212.699	
-1.6	1.357749E-08	2157.985	
-1.55	1.380381E-08	2103.576	
-1.5	1.403394E-08	2050.013	
-1.45	1.426818E-08	1997.86	
-1.4	1.450674E-08	1945.964	
-1.35	1.475003E-08	1895.77	
-1.3	1.499612E-08	1846.537	
-1.25	1.524959E-08	1797.513	
-1.2	1.550814E-08	1749.741	
-1.15	1.577168E-08	1701.817	
-1.1	1.604084E-08	1655.163	
-1.05	1.631713E-08	1608.934	
-1	1.659907E-08	1563.658	
-0.95	1.689156E-08	1518.795	
-0.9	1.719311E-08	1474.558	
-0.85	1.750447E-08	1430.545	
-0.8	1.782652E-08	1387.145	
-0.75	1.816068E-08	1344.005	
-0.7	1.850579E-08	1301.312	
-0.65	1.886834E-08	1258.243	
-0.6	1.924775E-08	1215.35	
-0.55	1.964561E-08	1172.128	
-0.5	2.006703E-08	1128.745	
-0.45	2.051197E-08	1085.174	
-0.4	2.099116E-08	1040.765	
-0.35	2.150708E-08	995.69	
-0.3	2.206746E-08	949.5967	
-0.25	2.268291E-08	902.1792	
-0.2	2.336532E-08	853.1932	
-0.15	2.41335E-08	801.675	
-0.1	2.500487E-08	748.0739	
-0.05	2.602606E-08	690.6387	
0	2.723494E-08	629.756	
0.05	2.868051E-08	565.7086	
0.1	3.044114E-08	499.3271	
0.15	3.254869E-08	433.6275	
0.2	3.501902E-08	371.5359	
0.25	3.786994E-08	314.2979	
0.3	4.117896E-08	261.461	
0.35	4.51124E-08	211.5591	
0.4	5.003445E-08	162.961	
0.45	5.621761E-08	117.8051	
0.5	6.390974E-08	79.73365	
0.55	7.373522E-08	51.12904	
0.6	8.770446E-08	32.24749	
0.65	1.088918E-07	22.07573	
0.7	1.29974E-07	17.32012	
