Sample name: 	SAMPLE
Cell name: 	f1
Cell Area (cm²) 	0.57
Frequency [Hz]: 	1.0E5
Temperature [K]: 	143
Oscillation Level [V]: 	0.030
# of Averaging points: 	2
Initial Delay [min]: 	1
Step Delay [sec]: 	1
ALC: 	ON
Cable Correction: 	ON

Voltage	Capacitance	Rp [Ohm]

-2.5	7.679214E-09	1622.711	
-2.45	7.790116E-09	1574.199	
-2.4	7.905053E-09	1526.688	
-2.35	8.024366E-09	1480.039	
-2.3	8.146119E-09	1434.584	
-2.25	8.268625E-09	1390.812	
-2.2	8.392953E-09	1348.199	
-2.15	8.518952E-09	1307.128	
-2.1	8.648815E-09	1266.821	
-2.05	8.782306E-09	1227.681	
-2	8.919542E-09	1189.598	
-1.95	9.057759E-09	1152.726	
-1.9	9.195897E-09	1117.591	
-1.85	9.337561E-09	1083.126	
-1.8	9.482435E-09	1049.818	
-1.75	9.631163E-09	1017.381	
-1.7	9.783995E-09	985.9055	
-1.65	9.937802E-09	955.6135	
-1.6	1.009034E-08	926.7003	
-1.55	1.024508E-08	898.7289	
-1.5	1.040318E-08	871.5449	
-1.45	1.056386E-08	845.2798	
-1.4	1.0728E-08	819.7754	
-1.35	1.089678E-08	795.0395	
-1.3	1.106772E-08	771.1829	
-1.25	1.123931E-08	748.2253	
-1.2	1.141072E-08	726.1523	
-1.15	1.158348E-08	704.8319	
-1.1	1.175907E-08	684.1615	
-1.05	1.193938E-08	664.0303	
-1	1.212452E-08	644.4415	
-0.95	1.231076E-08	625.5349	
-0.9	1.249612E-08	607.3138	
-0.85	1.268399E-08	589.6727	
-0.8	1.287665E-08	572.3975	
-0.75	1.307411E-08	555.5009	
-0.7	1.327703E-08	538.9708	
-0.65	1.349054E-08	522.537	
-0.6	1.370978E-08	506.3857	
-0.55	1.393053E-08	490.7127	
-0.5	1.415303E-08	475.451	
-0.45	1.438198E-08	460.445	
-0.4	1.462486E-08	445.3555	
-0.35	1.487937E-08	430.2224	
-0.3	1.515049E-08	414.9928	
-0.25	1.543734E-08	399.6549	
-0.2	1.573496E-08	384.3708	
-0.15	1.604693E-08	369.0657	
-0.1	1.638682E-08	353.2446	
-0.05	1.676543E-08	336.6759	
0	1.719328E-08	319.1736	
0.05	1.768272E-08	300.5492	
0.1	1.825723E-08	280.3769	
0.15	1.891773E-08	259.173	
0.2	1.965729E-08	237.7227	
0.25	2.045847E-08	217.0896	
0.3	2.130849E-08	197.8779	
0.35	2.219026E-08	180.4043	
0.4	2.314145E-08	163.9091	
0.45	2.422106E-08	147.7451	
0.5	2.545467E-08	132.1612	
0.55	2.672109E-08	118.6557	
0.6	2.782662E-08	108.2521	
0.65	2.875457E-08	100.2238	
0.7	2.951273E-08	93.5052	
