	total	Li+	C+	CH+	CH_2+	CH_3+	Na+	Mg+	Al+	Si+	^34S+	K+	^41K+	^29SiO+	Na_2+	Cu+	Zn+	^65Cu+	AlF_2+	^66Zn+	^76Se+	^78Se+	Rb+	^87Rb+	^92Mo+	^96Mo+	Mo+	^110Cd+	^112Cd+	^113Cd+	Cd+	^118Sn+	^119Sn+	Sn+	Cs+
		7,0161	12,0008	13,0073	14,0155	15,0242	22,9873	23,9824	26,9813	27,9791	33,9699	38,9629	40,9608	44,9839	45,9731	62,9227	63,9207	64,9199	64,9691	65,9201	75,9117	77,9091	84,9167	86,9050	91,9018	95,8992	97,8994	109,8931	111,8927	112,8939	113,8930	117,8912	118,8927	119,8916	132,8888
Sputter Time (s)	Intensity (Raw)	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	
381,9933	87564	0	0	0	1,00001	3,00021	829,237	0	0	1,00001	0	609,857	40,0122	0	0	16978,3	1780,2	7355,49	8,95913	941,806	78,0631	178,264	35,0093	11,0009	18,0025	84,0538	16,0021	0	153,181	49,0183	121,114	3930,1	1479,76	5201,26	1309,47	
383,9933	87817	0	0	0	0	6,00092	756,371	0	1,00002	2,00003	0	633,057	36,0099	1,00001	0	16972,2	1704,12	7382,17	11,2027	934,676	73,054	211,35	43,0148	2,00003	17,0025	87,0578	24,0044	1,00001	167,218	62,0293	113,099	4031,23	1421,58	5295,63	1336,01	
385,9932	87943	0	0	0	1,00001	3,00021	832,288	0	0	1,00002	1,00001	598,736	50,0198	0	1,00001	16841,1	1726,81	7236,91	20,1231	911,377	77,0657	200,346	58,0266	4,00012	13,0013	107,088	19,0028	3,00007	177,239	55,0231	106,087	3944,34	1373,59	5483,12	1285	
387,9932	88105	1,00001	1,00001	0	1,00001	4,00061	858,626	0	0	0	0	594,708	41,0128	0	0	17202	1799,56	7333,45	14,5574	939,734	74,0662	186,284	52,0214	4,00012	25,0051	111,094	28,006	2,00003	169,221	74,0418	123,119	3930,1	1375,59	5284,78	1307,45	
389,9932	88104	0	2,00009	0	1,00001	0	852,521	1,00001	1,00001	0	0	631,028	34,0093	0	0	17139	1769,95	7344,46	7,83716	965,117	82,0799	174,253	49,0183	10,0008	25,0048	105,084	24,0044	1,00001	148,17	64,0313	100,076	3942,1	1405,15	5275,94	1286,05	
391,9931	87850	0	0	0	1,00005	2,00015	788,739	0	2,00003	0	0	619,932	41,0128	0	0	16996,7	1743,19	7371,85	20,1649	948,894	72,053	198,315	58,0257	2,00003	17,0022	112,096	15,0017	0	168,22	61,0293	121,115	3956,78	1371,31	5335,25	1330,89	
393,9931	87814	0	0	0	1,00001	3,00011	881,921	0	0	2,00003	1,00001	608,828	54,0231	1,00001	0	16817,9	1734,97	7394,14	21,2876	949,938	63,0454	191,311	50,0198	5,00019	15,0017	98,0733	18,0025	1,00001	163,206	70,0385	120,112	3941,97	1393,95	5306,47	1248,23	
395,9931	88343	0	0	0	0	3,00016	856,573	0	0	2,00003	0	630,031	49,0191	0	0	16955,2	1670,15	7319,72	13,4318	912,343	74,0597	179,264	47,0176	6,00037	13,0013	85,0551	16,002	0	165,208	68,0353	96,0703	4090,98	1485,92	5369,84	1336,04	
397,9930	88092	0	0	0	1,00002	4,00024	862,679	0	1,00001	0	0	557,363	39,0128	0	1,00001	17172	1743,05	7373,69	20,166	912,335	60,0491	191,288	54,0231	3,00007	19,0028	92,0646	21,0034	1,00001	173,229	66,0332	115,104	3848,56	1395,93	5198,85	1319,76	
399,9930	88235	0	0	0	1,00002	3,00025	804,923	0	0	0	1,00001	590,672	54,0222	0	0	17090,9	1708,31	7244,45	16,769	967,193	73,0589	199,318	58,0257	4,00012	17,0025	94,0701	18,0027	1,00001	150,172	66,0352	114,101	4045,09	1385,67	5454,06	1306,51	
401,9930	87178	0	0	0	0	4,00031	856,574	0	1,00001	0	0	589,654	38,0116	1,00001	0	17190,6	1686,8	7015,42	22,2817	935,719	69,0546	190,296	44,0154	8,00049	20,0037	116,105	26,0052	0	154,181	70,0385	104,086	3872,96	1345,85	5222,84	1253,33	
403,9929	87735	0	0	0	0	4,00031	787,752	0	0	0	0	617,923	50,0191	0	0	16922	1649,82	7196,99	13,4073	920,465	70,0636	161,208	48,0183	6,00027	21,0034	92,0646	14,0015	1,00001	154,181	58,0266	106,086	3998,23	1356,14	5255,43	1308,39	
405,9929	87741	0	0	0	1,00001	3,00025	802,911	0	1,00001	2,00006	0	619,932	58,0257	1,00001	0	17049,7	1628,38	7271,09	10,0671	910,391	66,0448	174,25	70,0374	4,00018	22,0037	84,0538	8,00049	0	164,208	61,0296	108,089	3875,21	1409,23	5282,36	1336,07	
407,9929	87908	0	0	0	1,00004	4,00037	876,88	0	1,00001	1,00001	0	554,338	44,0148	2,00003	0	16848,3	1703,22	7283,28	20,1357	929,604	86,0826	172,237	50,0191	7,00037	23,0044	87,0578	18,0025	1,00001	143,158	64,0313	112,097	4080,33	1384,61	5315,66	1327,84	
409,9928	88002	0	1,00001	0	0	2,00012	756,359	0	1,00001	0	1,00001	575,537	40,0128	0	0	16856,2	1685,7	7124,86	7,80981	974,235	72,0568	147,177	47,0169	5,00019	18,0027	99,0748	10,0008	2,00003	150,174	68,0379	118,106	3908,63	1437,81	5304,56	1357,48	
411,9928	87638	0	0	0	0	3,00011	806,96	0	3,00007	2,00003	0	570,502	52,0206	0	1,00001	16768,2	1638,64	7278,33	16,7779	913,447	77,0577	182,27	50,0198	6,00027	25,0048	87,0578	19,0028	1,00001	174,234	64,0322	105,089	4096,17	1406,23	5301,13	1314,63	
413,9928	88000	0	1,00001	0	1,00002	3,00021	875,826	0	0	0	0	568,458	37,0116	0	0	17098,2	1635,46	7092,82	18,9628	878,947	78,0581	186,298	53,0214	8,00049	21,0034	89,0605	19,0028	2,00003	181,256	67,0356	98,0733	3944,91	1391,8	5291,88	1379,86	
415,9927	87717	0	1,00002	0	1,00002	7,00059	828,224	0	1,00002	0	1,00001	550,304	37,0104	1,00001	0	16805,3	1646,68	7053,56	18,9502	898,195	73,0692	229,418	56,0248	14,0015	22,0042	95,0689	17,0022	1,00001	169,221	63,0303	105,085	4076,88	1477,74	5412,03	1307,66	
417,9927	86973	0	0	1,00001	1,00002	4,00024	853,534	0	3,00007	0	0	581,582	51,0206	3,00007	0	16672,8	1724,76	7067,9	17,8402	915,433	80,0648	164,238	60,0284	7,00048	26,0052	104,083	15,0017	0	163,206	59,0275	103,081	3951,23	1414,32	5226,93	1295,16	
419,9926	87357	0	0	0	1,00001	4,00049	769,523	0	1,00002	0	0	558,372	42,0135	0	0	16517,9	1614,85	7000,05	20,0499	919,461	77,066	170,247	39,0116	3,00007	22,0037	97,0733	23,004	0	165,211	48,0176	118,11	3963,59	1406,19	5475,89	1292,34	
421,9926	87692	0	1,00002	0	2,00003	5,00034	828,237	0	1,00001	0	0	600,748	37,0104	1,00001	0	16711,7	1769,9	7077,59	17,842	869,814	66,0472	206,337	51,0214	6,00027	25,0051	100,078	25,0048	1,00001	181,254	63,0322	98,0733	4105,89	1371,39	5341,53	1289,11	
423,9926	87804	0	1,00001	0	0	2,00012	825,186	0	0	0	0	578,546	45,0154	1,00001	0	16648,3	1608,7	7040,24	13,3738	929,59	83,0751	187,296	54,0239	5,00019	9,00062	82,0526	25,0048	0	181,25	78,0464	120,11	4050,02	1394,99	5305,97	1307,48	
425,9925	87937	0	0	0	0	4,00043	786,703	0	0	1,00001	0	535,187	41,0135	0	0	16710,2	1703,99	7209,74	22,3517	856,587	68,0564	173,247	50,0191	3,00007	21,004	101,078	17,0022	0	163,206	71,0406	111,094	3960,09	1439,81	5484,77	1258,48	
427,9925	87694	0	0	0	1,00001	2,00006	851,508	0	1,00001	0	0	574,52	39,0116	0	0	16741,3	1677,53	7125,55	10,0444	910,349	64,0498	178,267	52,0206	4,00012	18,0025	79,0488	21,0034	0	173,234	68,0353	99,0748	4029,69	1378,52	5384,87	1275,67	
429,9925	87351	1,00001	0	0	0	2,00009	829,224	0	1,00002	1,00001	0	560,389	33,0083	0	1,00001	16842,5	1617,86	7021,53	17,825	895,105	68,0488	162,214	55,0231	6,00027	19,0028	90,0632	22,0037	1,00001	165,211	71,0395	106,086	3955,84	1414,21	5463,02	1260,49	
431,9924	87665	0	0	0	0	9,00076	828,224	0	0	0	0	564,432	37,0104	0	0	16501	1631,43	7063,99	18,9544	893,126	85,073	185,281	53,0214	5,00019	13,0013	98,0733	22,0037	0	155,186	61,0284	105,086	4090,85	1444,81	5420,11	1275,66	
433,9924	87318	0	1,00001	0	0	3,0003	866,706	0	2,00006	0	0	566,441	40,0128	1,00001	0	16542,1	1636,46	7036,36	15,6025	969,19	76,0694	194,297	49,0183	8,00049	20,0034	86,0564	17,0022	0	166,211	72,04	92,0674	4087,27	1376,5	5421,94	1269,77	
435,9924	87474	0	0	0	0	5,00034	805,935	0	1,00001	0	0	582,582	39,0116	1,00001	0	16607,6	1685,67	6933,51	13,3486	934,754	92,0909	174,258	62,0293	8,00049	14,0017	94,0674	17,0025	2,00003	187,277	62,0303	119,108	4130,86	1406,08	5305,47	1270,64	
437,9923	87567	0	0	0	1,00002	3,00025	855,573	0	2,00003	1,00002	0	502,94	32,0083	1,00001	0	16337,7	1632,36	7179,19	15,6333	933,662	82,071	175,255	45,0154	5,00019	15,0019	107,089	14,0019	2,00003	167,218	70,0385	114,099	4043,58	1445,02	5348,04	1300,31	
439,9923	87698	0	0	0	0	2,00006	820,11	0	3,00007	0	0	541,229	36,0104	0	0	16556,8	1696,88	7119,7	20,0815	923,533	87,0896	177,27	46,0168	9,00062	26,0052	96,0703	17,0022	1,00001	165,211	57,0248	127,123	4042,44	1409,21	5290,21	1344,06	
441,9923	87761	0	0	0	0	5,00034	803,923	0	0	0	0	577,539	44,0148	0	0	16479,7	1575,87	7146,46	21,2064	874,907	64,0516	202,325	42,0135	5,00019	23,004	102,081	25,0051	0	177,245	51,0198	116,105	4143,72	1377,56	5430,92	1269,66	
443,9922	88376	0	0	0	0	5,0005	856,574	0	3,00007	1,00001	0	553,329	40,0122	0	0	16755,2	1646,66	7038,35	11,1442	898,181	79,0787	188,277	58,0266	3,00007	26,0052	100,076	25,0048	0	187,273	67,0342	119,116	4104,3	1496,17	5499,17	1326,7	
445,9922	88437	1,00001	0	0	0	3,00007	829,224	0	2,00003	1,00001	0	603,773	40,0122	1,00002	1,00001	16351,3	1624,23	6951,06	21,1476	879,921	82,0652	172,239	74,0418	9,00076	20,0031	102,079	18,0025	2,00003	162,201	63,0303	115,101	4171,36	1422,48	5624,77	1224,78	
447,9922	87744	0	0	0	0	3,00021	868,746	0	2,00003	0	0	577,555	42,0135	0	0	16505,9	1750,35	7193,94	22,3405	948,953	75,0636	187,283	50,0191	3,00011	17,0022	100,076	19,0028	3,00007	178,245	57,0261	129,127	4080,95	1426,59	5461,58	1270,66	
449,9921	87272	0	1,00001	0	2,00006	3,00021	843,417	0	3,00007	1,00002	0	573,511	43,0141	0	1,00001	16610	1562,6	7010,75	16,7108	914,405	75,0609	216,38	55,0231	3,00007	16,0024	81,0501	13,0015	1,00001	155,184	76,0452	130,129	4124,73	1459,19	5347,36	1304,37	
451,9921	87638	0	0	0	2,00003	5,00027	848,495	0	1,00001	0	0	578,564	53,0222	0	0	16330,6	1723,65	7126,74	13,3893	872,826	73,0593	175,253	46,0168	6,00027	23,0044	86,0564	24,0044	0	194,291	52,0214	126,121	4176,81	1437,83	5389,04	1260,44	
453,9921	87395	0	0	0	0	7,00069	852,547	0	1,00001	0	0	571,487	34,0088	3,00007	1,00001	16363,1	1595,33	7005,38	21,1624	886,989	71,0536	188,29	51,0206	4,00012	22,004	79,0476	25,0051	2,00003	179,245	51,0206	98,0778	4005,69	1426,54	5433,67	1252,22	
455,9920	87580	0	0	0	0	3,00021	858,6	0	2,00006	1,00001	0	546,27	37,0104	0	0	16398,4	1708,17	7023,31	22,2828	894,085	63,0457	176,258	54,0239	4,00012	21,0038	105,084	18,0025	4,00012	187,267	60,0275	101,079	4041,58	1484,81	5521,51	1254,48	
457,9920	87871	0	0	1,00001	0	2,00009	839,39	0	0	3,00007	0	575,52	33,0083	1,00002	0	16466,6	1676,49	6998,69	8,90843	892,083	71,0551	194,306	53,0214	5,00019	17,0025	107,089	24,0048	1,00001	163,206	61,0303	128,125	3992,54	1480,87	5627,04	1327,9	
459,9919	86888	0	0	1,00001	0	1,00002	823,148	0	0	0	0	486,804	48,0176	0	0	16413,5	1594,28	6965,97	15,5821	840,443	72,0624	164,211	55,0231	7,00037	20,0031	81,0501	13,0013	0	185,265	71,0385	112,096	4030,07	1449,09	5487,54	1241,18	
461,9919	87465	0	1,00001	0	1,00004	5,00057	853,56	0	1,00001	1,00002	1,00001	525,106	38,0116	0	0	16197,9	1613,91	6814,12	17,7722	816,097	68,0554	184,276	62,0293	4,00012	19,0028	93,066	16,002	1,00002	175,234	68,0353	119,112	4152,49	1484,84	5475,89	1267,53	
463,9919	87490	0	0	1,00001	0	1,0001	819,11	0	1,00001	0	0	516,034	32,0078	0	0	16283,9	1584,26	6934,93	20,0259	881,975	70,0583	181,267	42,0135	2,00006	14,0015	103,081	14,0015	3,00007	152,177	57,0248	110,094	4075,69	1461,33	5437,1	1343,13	
465,9918	87596	0	0	0	1,00001	3,00021	812,035	0	2,00003	0	0	539,212	36,0104	0	0	16086,7	1530,85	7065,96	21,1811	868,785	63,047	186,287	40,0122	6,00031	19,0028	105,084	21,0034	1,00001	188,276	67,0353	125,124	4136,42	1418,41	5494,99	1311,41	
467,9918	87442	0	0	0	0	2,00012	811,022	0	0	1,00001	0	568,458	44,0148	1,00001	0	16415,5	1618,98	6910,8	10,008	901,181	60,0407	183,273	32,0083	3,00007	14,0017	102,079	13,0013	0	154,181	59,0275	131,135	4194,13	1400,97	5375,27	1280,84	
469,9918	87615	0	0	0	2,00003	2,00006	848,469	0	3,00016	2,00003	0	515,018	31,0073	0	0	16102,6	1611,83	7044,59	11,1448	937,764	66,0489	173,25	43,0148	7,00048	16,002	105,085	21,0037	1,00002	166,211	69,0363	113,097	4084,4	1440,85	5479,49	1266,7	
471,9917	87118	0	1,00001	0	0	3,00011	865,706	0	0	1,00001	0	539,212	41,0135	0	1,00001	15940,4	1580,06	6934,71	14,465	860,666	79,0714	215,38	36,0099	6,00027	22,004	99,0749	18,0025	1,00001	179,245	69,0395	136,143	4094,17	1450,21	5527,58	1241,06	
473,9917	87872	0	0	0	0	3,00016	816,06	0	2,00003	0	1,00001	553,346	34,0088	1,00001	0	16176,3	1603,7	6953,74	14,4682	925,509	67,055	195,324	49,0183	8,00049	26,0052	98,0748	14,0015	1,00001	171,229	50,0198	109,091	4188,93	1418,39	5440,88	1258,6	
475,9917	87844	0	0	0	0	5,00034	849,482	0	0	1,00001	0	567,45	35,0093	1,00001	0	16300,4	1555,43	7023,99	16,7132	913,377	72,0562	165,216	49,0183	3,00011	20,0031	89,0632	15,0017	3,00007	180,25	58,0257	131,131	4138,38	1435,94	5493,95	1259,4	
477,9916	87801	0	0	0	1,00001	0	820,133	0	3,00011	2,00003	0	549,304	42,0135	0	0	16083,7	1573,94	6992,6	22,273	870,773	68,0588	156,2	51,0206	4,00018	21,0037	100,076	29,0064	2,00003	167,216	68,0373	114,101	4213,2	1509,43	5612,14	1228,08	
479,9916	87333	0	0	0	0	1,00002	804,923	0	4,00012	0	0	571,502	45,0161	0	0	16139,7	1588,26	6885,82	16,6777	864,733	69,056	188,281	48,0176	7,00037	29,0069	105,084	16,002	2,00006	149,172	59,0275	110,092	4092,98	1477,71	5406,1	1229,98	
481,9916	87800	0	0	0	0	2,00003	850,508	0	1,00001	1,00001	0	507,964	41,0141	0	1,00001	16348,9	1541,09	6910,35	12,2344	886,976	80,0708	190,299	49,0191	8,00049	19,0028	85,0551	21,0037	1,00001	177,245	63,0312	106,086	4273,36	1402,13	5603,23	1297,11	
483,9915	87960	1,00001	0	1,00001	1,00001	2,00006	807,972	0	1,00002	0	0	529,13	37,0104	1,00004	0	15933,4	1634,38	6935,04	10,0107	867,759	74,0645	166,221	41,0128	5,00019	22,0037	81,0501	22,0037	2,00003	195,294	63,0303	125,119	4237	1519,6	5533,9	1256,27	
485,9915	87344	0	0	0	1,00002	1,00007	783,667	0	1,00001	0	0	547,287	45,0161	0	0	16169,4	1560,6	6881,56	21,1239	897,173	74,0659	183,264	52,0206	2,00003	22,0037	96,0703	27,0056	1,00004	169,218	72,0396	117,106	4205,86	1495,24	5666,65	1193,21	
487,9915	87601	0	1,00001	0	0	3,00016	854,573	0	1,00001	0	0	552,321	50,0191	0	0	16059,4	1555,43	6889,01	17,7951	831,324	73,0586	174,255	54,0222	7,00037	22,0037	107,087	19,0032	5,00019	160,196	59,0275	125,121	4016,21	1496,09	5432,5	1264,64	
489,9914	87451	0	1,00001	0	0	6,00046	835,3	0	1,00002	1,00002	0	551,313	42,0141	0	0	15909,4	1561,65	6903,68	10,0074	878,907	87,0871	176,258	51,0198	8,00049	27,0056	83,0526	28,006	2,00006	187,267	48,0183	126,123	4249,54	1487,04	5500,95	1200,31	
491,9914	87389	0	0	0	0	4,00031	849,482	0	1,00001	1,00001	0	570,484	39,0116	0	0	15855	1644,69	6938,04	18,9148	854,626	72,0622	159,199	53,0214	3,00007	30,0069	76,0441	15,0017	2,00003	176,24	67,0353	135,141	4219,73	1457,39	5552	1252,24	
493,9914	87613	0	0	0	0	1,00004	816,072	0	2,00003	0	0	522,074	36,0099	0	0	15954,4	1624,24	6681,69	16,6255	931,719	83,0672	200,325	45,0154	7,00037	18,0027	94,0676	21,0034	2,00003	174,231	56,0248	125,121	4251,94	1486,94	5598,06	1276,61	
495,9913	87007	0	0	0	1,00001	3,00016	830,249	0	3,00016	0	0	542,237	41,0128	0	0	15814,8	1524,71	6737,23	23,2957	849,541	70,0569	173,249	55,0239	4,00012	28,006	109,091	15,0017	2,00003	167,216	63,0312	119,108	4206,86	1439,85	5574,48	1198,4	
497,9913	87149	0	1,00001	2,00003	1,00002	4,00018	808,972	0	0	0	0	504,963	42,0135	1,00001	0	15964,8	1589,23	6926,7	28,9273	855,6	69,0518	165,221	44,0148	3,00007	23,0044	100,076	20,0031	0	166,211	53,0222	125,121	3991,54	1422,52	5565,04	1260,44	
499,9912	87149	1,00004	0	0	1,00001	2,00015	834,288	0	4,00012	0	0	545,27	44,0148	1,00001	0	15882,1	1558,55	6690,34	21,0618	819,16	79,0655	170,236	55,0239	6,00027	19,0028	74,0418	26,0052	3,00011	160,198	72,0398	107,09	4283,69	1547,38	5554,5	1274,92	
501,9912	86999	0	0	0	1,00001	2,00006	792,788	0	0	2,00003	0	490,841	33,0088	0	0	15893	1567,75	6865,12	20,0052	843,456	78,0623	188,287	57,0248	2,00003	21,0037	102,079	21,0034	6,00027	171,227	70,0385	119,11	4084,21	1418,37	5515,14	1308,39	
503,9912	87033	0	0	0	2,00003	1,00002	795,813	0	2,00003	0	0	492,864	38,011	1,00001	0	15695,7	1556,55	6848,34	11,1101	811,04	63,0462	188,277	45,0154	5,00019	17,0022	95,0689	20,0034	2,00003	203,321	63,033	114,103	4220,93	1486,92	5624,5	1216,59	
505,9911	87000	0	0	0	1,00001	2,00006	829,25	0	0	1,00001	0	518,042	26,0052	0	0	15551,1	1591,26	6759,54	12,2046	856,626	68,0556	201,315	45,0154	7,00037	24,0044	105,084	14,0015	3,00007	194,297	71,0385	132,135	4202,2	1453,19	5619,5	1258,5	
507,9911	86594	1,00002	0	0	0	4,00037	821,135	0	1,00001	0	0	471,701	38,011	0	1,00001	15779,8	1473,61	6647,85	13,2904	850,536	64,0523	183,287	41,0128	10,0008	18,0025	107,087	19,0028	3,00011	181,252	51,0206	134,141	4206,73	1550,48	5574,19	1257,44	
509,9911	87154	0	0	0	0	4,00031	825,173	0	3,00011	0	0	471,701	41,0128	1,00002	0	15572	1559,48	6739,9	12,2023	904,237	87,0793	185,279	48,0176	6,00027	15,0017	104,083	20,0034	3,00007	188,276	66,0342	106,086	4419,16	1461,35	5649,29	1229,79	
511,9910	86165	1,00002	0	0	0	3,00021	827,224	0	0	0	0	521,066	42,0135	0	2,00003	15497,3	1590,46	6632,99	14,3949	869,799	71,0602	201,339	52,0214	5,00019	24,0048	88,0591	33,0083	4,00012	177,245	75,0429	112,097	4155,63	1452,1	5540,35	1278,85	
513,9910	86419	0	2,00003	0	3,00011	3,00007	842,391	0	1,00001	0	1,00001	521,066	34,0088	0	1,00001	15289,9	1631,26	6795,81	11,1025	878,937	70,055	178,264	43,0141	5,00019	20,0034	100,078	28,006	1,00002	192,282	66,0332	133,137	4174,74	1560,58	5494,03	1190,18	
515,9910	86585	0	0	1,00001	0	4,00043	812,01	0	2,00003	0	0	518,05	44,0148	1,00001	0	15604,9	1560,7	6631,36	21,044	854,652	72,0545	206,353	58,0266	1,00002	27,0056	99,0748	21,0034	6,00027	160,198	59,0266	139,15	4201,46	1514,43	5477,98	1244,17	
517,9909	86678	0	0	0	1,00001	1,00001	814,072	0	1,00002	0	0	531,146	39,0116	0	0	15516,3	1544,17	6656,99	19,943	875,88	68,0494	171,239	44,0148	3,00007	21,0034	93,0675	29,0064	1,00002	187,267	50,0204	133,138	4252,74	1479,65	5548,35	1212,44	
519,9909	86140	0	0	0	0	2,00012	788,727	0	0	0	0	537,196	38,0116	1,00001	0	15491,9	1583,01	6624,72	8,85696	897,182	85,0674	177,259	55,0231	2,00003	31,0078	120,11	19,0028	0	176,237	61,0302	111,096	4132,45	1467,51	5486,68	1278,66	
521,9909	86918	0	0	1,00001	0	3,00011	830,25	0	2,00006	0	0	533,163	39,0116	0	0	15514,7	1621,07	6580,67	17,7097	858,639	88,084	199,33	45,0154	6,00027	25,0048	110,092	23,004	4,00012	212,344	61,0284	106,089	4387,42	1571,87	5588,99	1157,54	
523,9908	86463	0	0	0	2,00003	4,00024	795,865	0	3,00007	0	0	470,693	31,0073	0	0	15515,6	1604,64	6533,06	17,6936	831,352	79,0665	187,281	50,0191	2,00003	22,0037	100,078	24,0044	2,00003	165,211	78,0464	126,121	4311,46	1442,04	5498,82	1169,93	
525,9908	85803	0	1,00001	0	1,00002	5,00019	838,352	0	2,00003	0	0	531,147	49,0183	1,00001	0	15281,6	1513,55	6545,91	18,8002	860,639	81,0612	193,294	47,0169	6,00027	20,0034	107,087	20,0031	3,00011	181,259	56,0239	127,123	4264,7	1511,55	5585,73	1184,03	
527,9908	86184	0	0	0	1,00001	5,00042	812,022	0	0	1,00001	0	515,018	42,0135	0	0	15404,1	1536,02	6573,4	14,3869	747,293	72,0562	166,231	45,0154	5,00019	23,004	94,0674	28,006	7,00037	183,256	48,0176	125,121	4240,93	1525,76	5592,71	1257,34	
529,9907	86154	0	1,00001	0	0	2,00009	873,799	0	2,00003	1,00001	0	525,106	38,011	1,00001	0	15161,8	1612,8	6652,56	14,4017	897,126	69,0542	180,268	36,0099	5,00019	27,0056	106,086	19,0028	4,00012	186,27	64,0324	139,152	4122,92	1452,12	5689,19	1159,64	
531,9907	86557	0	0	0	0	3,00011	774,559	0	6,00027	0	0	486,811	32,0083	1,00001	0	15316,8	1579,99	6577,61	13,2786	882,961	84,0805	188,282	48,0176	4,00012	28,006	103,081	23,0047	5,00019	193,288	56,0248	130,135	4259,07	1498,29	5723,94	1230,9	
533,9907	85898	1,00001	1,00001	0	0	2,00006	783,667	0	1,00001	0	0	473,715	35,0093	0	0	15062,7	1567,77	6509,53	17,6866	861,732	66,05	175,247	45,0161	9,00062	27,0056	92,066	25,0048	5,00019	179,248	73,0407	135,143	4285,63	1517,6	5638,21	1151,42	
535,9906	85998	0	0	0	1,00001	1,00004	781,655	0	0	0	0	493,864	44,0154	0	0	15216,7	1587,31	6438,12	16,5622	859,653	64,0498	179,259	38,0111	1,00001	25,0048	84,0538	25,0048	2,00003	183,256	59,0266	137,145	4271,88	1429,74	5735,11	1162,66	
537,9906	85764	0	0	0	1,00001	1,00005	786,74	0	1,00001	0	1,00001	524,098	28,006	0	0	14967,8	1556,53	6539,38	11,0583	807,997	80,0639	163,214	41,0128	4,00018	13,0015	93,066	30,0069	3,00007	174,237	62,0302	131,133	4218,93	1462,42	5616,95	1217,62	
539,9905	85939	0	0	0	1,00002	1,00007	882,921	0	2,00003	3,00007	0	569,476	47,0197	0	0	15338,4	1585,09	6513,79	14,3723	891,071	71,0534	193,302	40,0128	6,00027	23,004	111,094	28,006	2,00003	184,264	63,0303	112,096	4253,94	1527,83	5583,63	1252,29	
541,9905	85987	0	1,00001	0	0	4,00018	796,837	0	1,00002	1,00002	0	499,902	38,011	0	0	15101,1	1554,41	6510,06	19,8992	865,722	72,0499	204,343	40,0122	5,00027	29,0069	96,0703	31,0078	3,00011	184,264	69,0363	130,129	4309,19	1498,28	5666,38	1263,58	
543,9905	85832	1,00001	2,00003	0	1,00002	5,00034	835,301	0	2,00003	1,00004	0	483,781	30,0073	1,00001	0	14960,8	1559,57	6627,7	24,3623	832,3	72,0677	173,244	47,0169	9,00062	22,0037	103,081	26,0052	7,00037	184,262	63,0312	139,148	4287,97	1495,14	5578,57	1226,83	
545,9904	85576	1,00001	0	0	0	3,00016	803,923	0	0	1,00001	0	527,114	36,0099	0	0	14875,4	1583,16	6496,44	14,3638	846,508	73,0562	174,242	43,0141	3,00007	26,0052	105,084	38,011	4,00012	195,291	54,0222	142,156	4252,01	1518,74	5548,06	1182,15	
547,9904	85823	0	0	0	2,00003	1,00005	784,679	0	1,00002	0	0	521,074	38,0118	1,00001	0	15232,5	1570,79	6389,67	14,3447	857,616	59,0403	169,231	43,0141	2,00003	19,0028	115,103	28,006	3,00007	184,264	58,0266	119,113	4412,16	1514,53	5568,74	1184,04	
549,9904	85064	0	0	0	1,00001	6,00046	833,288	0	5,00019	0	0	490,841	28,006	2,00006	0	14700,5	1575,97	6303,3	16,5257	874,826	63,0485	190,301	43,0141	6,00027	25,0048	91,0646	25,0055	6,00027	215,353	65,0322	143,158	4291,37	1458,3	5728,21	1189,1	
551,9903	85141	0	0	0	1,00001	0	843,417	0	0	1,00001	0	524,098	38,011	0	0	14781,7	1562,6	6471,76	12,1507	855,575	64,0459	194,294	52,0214	6,00027	27,0056	93,0674	25,0048	7,00037	191,285	70,0374	107,092	4197,07	1503,22	5527,58	1133,1	
553,9903	85916	1,00001	0	0	0	1,00005	871,773	0	1,00002	1,00001	0	515,034	33,0083	0	0	15090,8	1511,43	6364,82	18,749	841,42	85,0753	174,249	45,0154	3,00007	29,0064	91,0646	31,0078	4,00015	176,237	63,0303	122,114	4145,91	1545,45	5617,86	1157,64	
555,9903	85128	2,00003	0	0	1,00002	3,00025	796,837	0	0	1,00002	0	546,27	46,0168	0	0	14644,8	1523,83	6393,99	11,033	851,521	65,0448	181,267	54,0222	5,00019	29,0064	87,0577	26,0052	2,00003	165,212	65,0322	113,099	4162,55	1543,34	5702,29	1145,33	
557,9902	85452	0	0	0	1,00001	3,00011	824,161	0	0	1,00001	0	527,13	35,0093	0	0	14840,4	1568,79	6484,95	15,4715	866,733	61,0432	178,265	51,0206	2,00003	28,006	93,066	21,0034	4,00012	197,297	59,0266	146,163	4327,55	1537,09	5536,82	1204,41	
559,9902	84973	0	1,00001	0	0	4,00024	806,96	0	2,00003	1,00002	0	499,902	28,006	1,00001	0	14684,5	1555,49	6161,07	10,9946	825,199	63,0424	180,256	44,0148	5,00019	25,0051	96,0704	34,0088	5,00027	194,291	73,0418	128,127	4337,17	1554,48	5609,16	1193,19	
