	total	Li+	C+	CH+	CH_2+	CH_3+	Na+	Mg+	Al+	Si+	^34S+	K+	^41K+	^29SiO+	Na_2+	Cu+	Zn+	^65Cu+	AlF_2+	^66Zn+	^76Se+	^78Se+	Rb+	^87Rb+	^92Mo+	^96Mo+	Mo+	^110Cd+	^112Cd+	^113Cd+	Cd+	^118Sn+	^119Sn+	Sn+	Cs+
		7,0161	12,0008	13,0073	14,0155	15,0242	22,9873	23,9824	26,9813	27,9791	33,9699	38,9629	40,9608	44,9839	45,9731	62,9227	63,9207	64,9199	64,9691	65,9201	75,9117	77,9091	84,9167	86,9050	91,9018	95,8992	97,8994	109,8931	111,8927	112,8939	113,8930	117,8912	118,8927	119,8916	132,8888
Sputter Time (s)	Intensity (Raw)	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	
1375,9759	94330	0	0	0	0	1,00004	402,232	0	2,00003	0	0	128,125	12,0011	2,00003	0	21051,1	1658,92	8871,27	81,5732	893,071	40,03	104,106	15,0017	2,00003	2130,35	2408,77	3184,11	887,003	1743	940,752	2323,8	4045,41	1378,39	5213,02	448,58	
1377,9759	89475	0	0	0	0	1,00002	376,077	0	0	1,00002	0	121,112	6,00027	0	0	20235,1	1566,62	8518,27	83,39	791,777	29,0189	87,0697	15,0017	0	1965,2	2172,69	3067,69	830,262	1614,78	880,918	2247,19	3817,15	1341,68	4882,5	431,437	
1379,9758	87733	0	0	0	0	1,00004	379,094	0	0	0	0	109,091	5,00027	0	0	19378	1556,33	8435,41	92,4205	764,465	28,0183	112,109	10,0008	2,00003	2050,75	2217,19	2998,75	852,547	1634,39	898,154	2225,38	3667,92	1277,41	4748,32	408,288	
1381,9758	86908	0	0	0	0	0	379,1	0	1,00001	3,00007	0	129,127	9,00062	0	0	19280,6	1454,12	8178,32	100,005	810,011	43,0389	98,0947	13,0013	0	1959,11	2192,26	3047,88	835,315	1608,66	799,874	2171,72	3518,8	1288,59	4711,59	388,199	
1383,9758	85319	0	0	0	0	1,00001	335,859	0	1,00001	1,00002	0	129,127	7,00037	0	0	18931,9	1423,37	7938,92	82,6838	824,173	39,0371	85,0649	13,0013	0	1994,06	2155,15	2995,52	802,923	1672,23	889,003	2191,36	3525,29	1154,12	4554,87	370,071	
1385,9757	84532	0	0	0	0	1,00002	348,927	0	2,00003	1,00001	0	110,092	11,0009	0	0	18864,5	1395,89	7910,45	88,2955	724,006	33,0289	92,073	17,0022	1,00001	1940,48	2146,78	3047,78	800,886	1563,56	822,148	2227,51	3499,94	1227,45	4534,59	392,198	
1387,9757	84189	0	0	0	0	0	359,987	0	4,00012	0	0	118,108	9,00062	0	0	18630,6	1415,19	7915,58	90,5631	748,267	35,0311	87,0697	10,0008	0	1929,12	2230,57	3081,32	837,333	1538,02	851,521	2221,39	3455,57	1215,24	4401,76	406,269	
1389,9757	83359	0	0	0	0	0	395,189	0	0	1,00001	0	92,0646	8,00049	1,00001	0	18605,1	1352,99	7802,22	99,4648	773,571	44,0383	83,0614	18,0025	1,00002	1899,32	2131,32	2997,56	827,224	1574,89	892,057	2111,76	3326,09	1207,11	4591,34	377,129	
1391,9756	82590	0	0	0	0	0	345,911	0	2,00003	0	0	109,091	16,002	0	0	18499,5	1345,77	7841,27	76,9043	761,441	32,0301	93,0802	13,0013	3,00007	1925	2210,91	2948,47	798,874	1605,58	857,631	2128,28	3325,04	1104,33	4427,51	400,232	
1393,9756	82363	0	0	0	0	0	373,066	1,00001	2,00003	2,00003	0	102,079	9,00062	0	0	18079,3	1407,01	7662,3	98,1002	750,304	47,0372	86,0683	14,0016	2,00003	1912,7	2129,28	2971,35	813,06	1589,21	856,591	2057,01	3401,88	1114,46	4432,72	358,004	
1395,9756	81812	0	0	0	0	0	325,809	0	0	0	0	110,093	8,00061	0	1,00001	18223,5	1306,97	7800,34	79,0625	695,69	36,0266	81,0649	14,0015	0	1938,51	2027,03	3019,6	851,531	1581,1	852,534	2030,22	3319,78	1099,18	4403,97	346,938	
1397,9755	81329	0	0	0	0	1,00002	341,89	0	0	0	0	104,083	9,00062	0	0	18079,4	1321,33	7728,65	83,5141	736,119	35,0297	93,0755	19,0028	2,00003	1890,02	2159,21	2986,1	782,655	1512,44	820,161	2068,37	3277,61	1085,95	4240,4	377,118	
1399,9755	81774	0	0	0	0	1,00004	379,094	0	0	0	0	118,108	12,0011	1,00002	0	18362	1375,35	7881,73	96,1677	717,929	28,0214	73,0563	11,0009	0	1954,93	2210,96	2991,33	824,186	1488,83	836,352	2113,76	3281,82	1181,64	4270,21	380,149	
1401,9755	81658	0	0	0	0	1,00001	344,911	0	1,00002	1,00001	0	116,103	13,0013	0	0	18130,5	1329,43	7769,43	82,426	731,073	29,0202	85,0707	7,00037	1,00001	1947,66	2162,32	3073,12	798,849	1527,72	848,482	2100,43	3202,01	1131,75	4321,6	373,077	
1403,9754	82877	0	0	0	0	5,00019	358,981	0	3,00011	1,00001	0	110,092	6,00027	0	0	18382,6	1349,89	7783,95	63,2282	695,727	37,0326	97,0896	9,00062	0	1939,49	2172,65	3266,2	803,948	1535,96	872,813	2176,85	3370,19	1170,39	4404,76	366,067	
1405,9754	83665	0	0	0	0	0	369,037	0	3,00007	2,00003	1,00001	131,131	9,00062	1,00001	0	18771,2	1449,02	7869,16	73,4664	750,302	37,0278	88,0766	14,0015	1,00001	2042,6	2224,47	3077,36	842,404	1652,69	862,689	2195,59	3360,77	1181,63	4468	382,126	
1407,9754	82218	0	0	0	0	0	356,97	0	0	2,00003	0	120,11	4,00012	0	0	18122,9	1362,1	7811,35	60,9837	763,453	36,031	82,0688	10,0008	1,00001	2036,34	2163,35	3130,64	767,55	1562,48	787,751	2177,96	3283,01	1133,79	4248,87	347,94	
1409,9753	82257	1,00001	0	0	0	1,00001	369,037	0	0	1,00001	0	111,094	12,0011	0	0	18532,6	1359,06	7836,43	90,3958	731,114	37,0364	98,0915	12,0011	0	1986,97	2183,06	3121,3	861,667	1655,82	827,236	2178,92	3410,42	1158,21	4254,27	334,864	
1411,9753	81999	0	0	0	0	1,00002	354,96	0	1,00001	1,00001	0	111,094	10,0008	0	1,00001	18192,1	1371,37	7838,78	58,7488	739,187	37,0259	87,0737	13,0013	2,00009	2017,81	2286,46	3075,22	870,803	1569,72	825,191	2211,03	3216,74	1137,87	4369,69	354,019	
1413,9753	82479	0	0	0	0	0	335,859	0	2,00003	2,00006	0	86,0564	12,0011	0	0	18240,5	1316,25	7960,02	64,5111	727,062	27,0168	87,075	14,0015	1,00001	2168,55	2215,05	3165,27	792,788	1647,61	940,777	2176,79	3293,49	1076,81	4352,58	346,932	
1415,9752	82258	0	0	0	0	0	355,965	0	0	1,00001	0	123,117	8,00049	0	0	18232,7	1346,76	7885,4	46,3428	724,034	47,0464	86,0738	15,0017	2,00003	2050,82	2308,32	3111,82	866,725	1575,01	930,604	2214,06	3339,72	1097,18	4432,89	359,013	
1417,9752	81851	0	0	0	0	2,00003	326,819	0	1,00001	2,00006	0	117,105	8,00049	1,00001	0	18017,1	1362,1	7883,76	62,1735	727,062	28,0219	86,0661	10,0008	1,00001	2113,76	2275,11	3202,06	845,468	1645,61	815,052	2115,98	3172,72	1145,99	4431,72	344,943	
1419,9751	81635	0	0	0	1,00001	0	348,938	0	1,00001	2,00003	0	99,0748	5,00019	1,00001	0	18157,8	1345,76	8051,78	70,2287	707,822	37,0366	100,092	9,00062	0	2079,71	2267,79	3292,59	828,261	1557,58	927,585	2177,96	3172,67	1094,12	4169,96	350,95	
1421,9751	81138	0	0	0	0	0	336,864	0	2,00003	4,00024	0	103,081	9,00062	0	1,00001	18189,3	1306,98	7799,83	54,1769	717,918	20,0137	70,051	13,0013	1,00001	1989,97	2324,75	3078,41	840,391	1566,8	890,043	2178,92	3253,48	1051,42	4296,9	337,906	
1423,9751	81102	0	0	0	0	1,00001	336,864	0	0	0	0	105,084	6,00027	1,00001	0	18110	1253,94	7816,55	56,4333	687,621	42,0376	84,0692	18,0025	3,00007	2048,79	2244,02	3177,21	848,523	1523,67	881,956	2187,29	3189,61	1138,86	4305,65	347,959	
1425,9750	80566	0	0	0	0	1,00001	344,907	0	0	2,00006	0	103,081	6,00027	0	0	18094,4	1327,37	7606,52	51,736	712,863	40,0341	63,0415	6,00027	0	2002,31	2260,58	3145,43	815,097	1616,84	921,467	2212,15	3101,23	1129,7	4033,81	332,885	
1427,9750	80464	0	0	0	0	0	339,88	0	2,00003	1,00001	0	92,0646	9,00063	0	0	17938,5	1322,29	7723,9	69,8726	696,711	24,0213	73,05	18,0025	0	2045,69	2271,96	3162,17	851,543	1581,09	869,773	2163,52	3043,68	1081,9	4226,53	324,838	
1429,9750	81730	0	0	0	0	0	364,009	0	0	2,00003	0	83,0526	7,00037	0	0	18193,4	1316,17	7804,98	54,148	703,776	40,0325	68,0493	8,00049	2,00003	2037,38	2336,18	3201,11	917,452	1669,16	892,057	2242,09	3102,38	1143,95	4179,64	308,732	
1431,9749	82021	0	0	0	0	1,00002	344,906	0	3,00007	1,00002	0	124,117	6,00027	0	1,00001	18417,3	1378,48	7750,41	39,4554	715,923	25,0203	71,0514	8,00049	2,00003	2105,56	2361,1	3333,41	893,085	1606,66	899,209	2066,48	3202,12	1183,7	4201,2	306,768	
1433,9749	81683	1,00001	0	0	0	1,00002	396,195	0	0	0	0	101,078	9,00062	0	0	18036	1380,5	7767,55	50,7458	757,41	47,0482	92,0849	6,00027	1,00002	2099,33	2408,77	3277,71	866,807	1567,72	906,314	2184,16	3220,97	1159,21	4164,82	293,688	
1435,9749	80240	0	0	0	0	0	359,987	0	1,00001	0	0	92,0646	7,00037	0	0	17979,3	1320,22	7643,6	42,7575	650,275	34,0265	95,0936	11,0009	1,00001	2124,15	2240,98	3172,86	837,378	1678,45	915,418	2232,74	3123,35	1047,36	4109,44	345,954	
1437,9748	79750	0	0	0	0	2,00003	344,906	0	2,00003	2,00003	0	105,084	10,0008	1,00001	0	17867,9	1249,96	7580,37	56,2222	724,007	27,0215	59,0415	5,00019	1,00002	2114,77	2437,86	3263,3	806,996	1618,93	891,081	2224,48	3009,03	1054,45	4011,76	325,834	
1439,9748	150917	0	0	0	0	2,00006	782,655	0	4,00012	2,00003	0	207,328	18,0025	1,00001	1,00001	34573,8	2417,22	15345,8	91,2262	1368,31	70,0715	144,18	12,0011	4,00012	4159,37	4763,16	6288,56	1707,1	3242,18	1722,54	4339,83	5939,74	2090,13	7907,81	704,863	
1441,9748	160324	0	0	0	0	0	764,441	0	2,00006	2,00006	0	189,273	12,0011	1,00001	0	39186,8	2704,11	16200,2	84,7316	1431,59	62,0544	167,238	19,0028	3,00007	4502,63	4926,94	6913,24	1791,37	3342,05	1851,16	4596,92	6479,27	2271,08	8491,93	698,816	
1443,9747	151241	0	0	0	0	1,00001	685,584	1,00002	0	2,00003	0	193,285	8,00049	1,00001	0	36698,5	2536,6	15049,9	94,6113	1405,02	62,0592	146,188	18,0025	1,00001	4197,74	4766,41	6539,23	1741,02	3143,28	1764,71	4401,76	5938,19	2098,32	8024,39	640,165	
1445,9747	149994	0	0	0	1,00001	3,00011	716,918	0	4,00018	3,00016	0	191,279	9,00062	0	0	35989,5	2510,73	15196	75,8504	1346,79	60,0561	145,181	16,0022	0	4252,47	4668,76	6480,48	1736,92	3306,36	1687,62	4478,02	5920,12	2093,24	7896,53	609,917	
1447,9747	150015	0	1,00001	0	2,00003	0	709,841	0	2,00003	1,00004	0	223,38	14,0015	0	0	35878,1	2445,35	15326,1	88,6629	1371,31	52,0472	143,178	15,0017	0	4302,58	4764,34	6522,97	1670,18	3252,84	1759,5	4386,04	5870,88	2030,19	7859,66	565,519	
1449,9746	151620	0	0	1,00002	0	1,00002	709,83	0	0	1,00002	0	197,297	11,0009	1,00001	0	36381	2475,35	15388,3	95,0891	1387,67	49,0452	156,215	21,0034	5,00019	4251,4	4699,28	6575,39	1775,92	3297,95	1826,41	4471,81	5899,24	2082,79	7788,32	603,847	
1451,9746	151516	0	0	0	1,00001	1,00004	765,465	0	2,00003	2,00003	1,00001	179,245	15,0017	0	0	36535,6	2573,13	15180,5	83,3775	1339,74	68,0716	151,211	21,0034	0	4266,01	4773,32	6586,76	1648,6	3239,08	1796,51	4450,05	5941,74	2036,37	7792,08	644,264	
1453,9746	152005	0	0	0	0	1,00005	761,406	0	1,00001	2,00003	0	209,337	11,0009	0	0	36753,5	2399,6	15154,5	80,8693	1379,48	48,044	141,188	18,0025	4,00012	4402,83	4719,33	6799,65	1731,81	3322,14	1775,93	4539,96	5984,07	2113,79	7940,67	569,539	
1455,9745	152627	0	0	0	0	3,00016	721,962	0	3,00016	0	0	174,231	11,0009	0	2,00003	36777,6	2515,79	15430,4	82,4551	1350,86	65,0749	123,144	33,0083	0	4449,05	4896,83	6767,15	1706,09	3188,73	1807,74	4436,49	5974,69	2116,92	7938,67	562,472	
1457,9745	152544	0	1,00001	0	0	0	722,973	0	2,00003	1,00005	0	186,27	10,0008	1,00001	0	37005,8	2448,28	15488,8	85,068	1370,29	63,0526	130,163	22,0037	4,00012	4372,3	4837,53	6691,9	1806,83	3360,11	1802,68	4428,86	5821,23	2079,79	7954,22	551,396	
1459,9744	146691	0	0	0	0	2,00006	686,584	0	3,00007	3,00007	0	181,25	12,0011	1,00001	0	34996,6	2365,5	14778,8	84,1889	1273,37	62,0623	119,134	18,0025	2,00003	4293,03	4758,96	6690,01	1687,64	3223,22	1701,07	4416,02	5539,85	1947,72	7464	568,545	
1461,9744	153079	1,00001	0	0	0	2,00012	715,907	0	3,00007	3,00007	0	204,318	18,0025	1,00001	0	36486,4	2470,3	15619,8	61,0655	1323,33	51,0568	144,178	26,0052	1,00002	4572,18	4843,05	6866,47	1828,34	3272,78	1828,3	4624,82	6006,56	2081,84	7809,72	596,795	
1463,9744	152821	0	0	0	0	2,00009	733,085	0	1,00001	2,00003	0	190,277	13,0013	1,00001	0	36703,8	2492,89	15484	83,7894	1310,11	56,0563	136,164	23,004	2,00003	4472,32	5052,12	6900,91	1770,82	3447,43	1930,24	4635,77	5828,05	2076,81	7879,38	557,459	
1465,9743	153490	0	0	0	0	2,00003	784,679	0	3,00007	1,00001	0	181,25	24,0044	1,00001	0	37297,8	2589,85	15543,3	68,6002	1341,7	69,0767	135,168	20,0031	3,00007	4541,9	4994,06	7019,58	1763,6	3310,47	1796,6	4610,91	5955,07	2090,05	7673,79	601,837	
1467,9743	154510	0	1,00002	0	0	1,00005	786,703	0	2,00003	4,00024	0	181,25	16,002	1,00001	0	36950,9	2491,05	15782,3	80,3567	1380,53	52,0568	139,171	19,0028	3,00011	4622,68	5102,99	6967,28	1802,72	3393,73	1896,23	4828,21	5949,5	2000,37	7694,91	570,545	
1469,9743	155898	0	0	0	0	0	791,764	0	3,00007	0	0	194,288	12,0011	1,00001	0	37398,6	2511,69	15540,2	83,8495	1364,22	51,0437	157,222	15,0017	1,00001	4735,53	5281,78	7187,49	1792,34	3412,74	1852,03	4699,14	5816,03	2163,38	7883,37	604,844	
1471,9742	156859	0	0	0	0	1,00004	742,198	0	3,00011	4,00012	1,00001	198,3	8,00049	0	0	37857,2	2578,27	15879	76,6306	1427,46	61,0663	168,244	14,0015	1,00001	4822,51	5134,75	7254,23	1838,64	3468,67	1970,42	4793,46	6025,93	1995,19	7889,78	567,532	
1473,9742	156076	0	0	0	0	1,00004	783,667	0	0	4,00018	0	180,248	8,00049	1,00001	0	37660,1	2457,66	15751,9	63,7398	1355,95	53,053	158,227	11,0009	1,00001	4729,15	5226,43	7216,14	1845,81	3463,53	1809,96	4782,08	5871,88	2111,79	7906,94	574,604	
1475,9742	156213	1,00001	0	0	0	0	710,841	0	2,00003	2,00015	0	204,318	11,0009	1,00001	0	37337,9	2504,55	15957,8	85,6822	1335,62	56,0537	142,171	21,0034	0	4675,17	5278,69	7279,58	1877,73	3488,64	1906,58	4861,28	5966,21	2065,33	7837,02	615,961	
1477,9741	156752	0	0	0	0	1,00004	702,754	0	3,00007	3,00016	0	191,279	20,0031	1,00001	2,00003	37724,5	2541,88	16024,2	80,6455	1399,94	61,0678	139,165	30,0069	4,00012	4794,84	5257,51	7444,92	1861,43	3520,39	1964,29	4740,01	5942,65	1965,29	7759,54	567,528	
1479,9741	158342	0	0	0	1,00001	2,00015	771,524	0	2,00003	3,00011	0	208,331	14,0015	0	1,00001	38330,3	2546,15	15939,8	94,5904	1285,57	59,062	147,188	21,0034	1,00001	4835,66	5265,43	7449	1858,21	3550,95	1922,97	4912,7	5891,39	2036,47	7929,69	541,336	
1481,9741	163090	0	1,00001	0	0	2,00009	759,383	0	3,00007	3,00011	0	170,221	19,0028	0	0	39531,9	2561,59	16609,7	68,4479	1514,51	52,0508	160,227	20,0031	1,00001	5147,33	5492,2	7659,41	1972,57	3724,45	2056,13	5140,87	6208,6	2180,99	8196,42	629,077	
1483,9740	162013	0	0	0	0	2,00006	747,244	0	1,00001	1,00004	0	191,279	15,0017	0	1,00001	39171,9	2507,67	16483,6	85,0671	1434,65	52,0467	161,235	17,0022	2,00003	4898,99	5433,46	7691,07	1879,8	3726,69	2029,38	4878,15	6100,72	2178,89	8086,46	642,224	
1485,9740	163027	1,00001	0	0	0	1,00004	781,655	0	2,00006	3,00011	1,00001	178,242	11,0009	1,00001	0	39296	2572,09	16704,9	75,0121	1443,83	52,0541	143,178	17,0022	0	4971,23	5665,48	7830,63	1967,32	3718,07	2116,95	5025,52	6108,23	2147,9	8140,57	617,027	
1487,9740	162897	0	0	0	0	0	759,383	0	2,00003	2,00003	0	183,256	12,0011	0	1,00001	39672,5	2640,86	16493,9	77,353	1461,26	58,0623	159,218	20,0033	1,00002	4994,37	5510,91	7938,08	1939,6	3603,56	1996,28	5047,43	6075,58	2148,98	7955,25	594,79	
1489,9739	162626	0	0	0	0	1,00001	815,047	0	0	2,00003	0	178,242	13,0013	0	0	39195,2	2524,26	16405,3	81,1273	1400,93	48,0448	149,183	30,0069	2,00003	5026,44	5647,21	7913,73	2004,43	3742,23	2095,33	5143,2	6080,24	2055,98	7876,45	617,008	
1491,9739	163802	0	0	1,00001	0	2,00006	767,488	0	2,00003	4,00012	0	197,297	16,0022	0	0	39674,7	2504,45	16707,9	67,2469	1375,37	63,0772	179,286	25,0048	5,00019	5077,05	5600,13	7935,31	2001,35	3783,77	2026,24	5209,26	6224,79	2077,75	8116,09	618,961	
1493,9739	164140	0	0	0	0	0	734,107	0	2,00003	3,00007	0	211,34	12,0011	0	0	39741,1	2586,53	16666,8	65,9127	1426,48	52,0536	155,217	15,0017	2,00003	5164,97	5693,83	7985,62	2020,94	3786,02	2152,12	5195,19	6105,09	2082,81	8341,2	603,826	
1495,9738	163991	0	0	0	0	1,00002	778,607	0	3,00007	1,00004	0	187,267	13,0013	0	0	39616,8	2630,2	16600,2	78,7747	1502,11	76,0873	122,127	26,0052	6,00027	5230,76	5697,38	8262,13	1944,69	3653,57	2038,44	5220,54	5985,48	2206,84	8077,14	567,548	
1497,9738	164500	0	0	0	0	1,00001	787,727	0	2,00003	2,00006	0	193,285	12,0011	0	0	39691	2684,44	16631,1	94,3196	1437,8	74,0937	161,227	19,0029	2,00003	5179,95	5805,64	8051,3	2045,7	3757,1	1986,97	5253,93	6077,98	2093,27	8091,85	643,214	
1499,9737	163590	0	0	0	0	2,00018	770,524	0	1,00001	3,00011	0	182,253	16,002	1,00002	0	39620,2	2564,77	16632,5	91,7482	1419,3	58,0555	148,192	22,0037	1,00001	5268,62	5772,24	8058,35	1982,88	3886,6	2047,88	5205,94	6054,71	2073,49	7860,97	624,047	
1501,9737	165959	0	0	0	0	1,00002	792,788	0	2,00003	2,00006	0	200,306	16,002	2,00003	0	40030,8	2503,37	16786	88,0652	1330,46	55,0577	152,208	21,0036	2,00003	5446,41	5920,13	8123,21	2038,55	3932,15	2177,92	5245,18	6200,5	2137,58	8036,21	537,261	
1503,9737	165431	1,00001	0	0	0	2,00009	776,583	0	3,00007	1,00001	0	184,259	9,00062	0	0	39910,9	2591,81	16871,5	79,1004	1390,72	58,0614	145,192	23,004	1,00001	5341,6	5938,44	8289,42	2061,23	3888,88	2186,19	5408,81	6106,29	2041,55	7954,6	551,405	
1505,9736	165322	0	0	0	0	2,00003	819,097	0	0	3,00007	0	209,334	16,002	0	0	39711,5	2572,05	16746,8	78,938	1414,19	59,0573	128,156	18,0025	1,00001	5394,45	5920,45	8232,37	2062,2	3903,62	2130,51	5245,35	6047,75	2059,3	7954,21	563,544	
1507,9736	166021	1,00001	0	0	0	0	814,035	0	4,00024	2,00006	0	189,273	17,0022	1,00001	0	40319,2	2535,54	16791,9	93,2694	1414,17	69,0785	158,221	15,0017	1,00001	5334,75	5886,11	8294,77	2184,21	3891,95	2152,15	5460,32	5954,78	2017,99	7900,81	542,308	
1509,9736	166303	0	0	0	1,00001	5,00027	817,097	0	1,00002	2,00006	2,00003	185,264	17,0022	1,00001	0	39930,7	2621,91	16855,6	75,1901	1395,94	62,0728	153,205	18,0025	2,00003	5379,33	6016,53	8503,91	2034,44	4039,38	2207,84	5359,62	6142,32	2095,23	7933,19	549,363	
1511,9735	166582	0	0	0	0	0	819,097	0	4,00018	1,00001	0	189,273	13,0013	2,00003	0	40377,7	2563,58	16995,5	83,1741	1397,89	67,0703	144,181	17,0022	3,00007	5458,71	6116,39	8415,48	2157,31	3991,52	2170,65	5351,57	5995,41	2060,1	7905,29	559,487	
1513,9735	167081	0	0	0	0	1,00008	850,495	0	5,00019	3,00007	0	182,253	15,0017	1,00002	0	40312,2	2557,45	16904,6	67,4479	1423,4	52,0508	154,233	25,0048	1,00001	5479,28	6056,39	8333,92	2095,33	3903,81	2205,84	5450,19	6015,51	2101,46	7903,94	622,05	
1515,9735	167760	1,00002	0	0	1,00001	1,00001	836,314	0	5,00027	3,00016	0	186,264	15,0017	3,00007	0	40306,9	2587,62	16990,5	80,5542	1444,86	69,0764	140,17	18,0025	3,00007	5492,24	6152,94	8720,39	2039,64	3978,78	2189,36	5526,49	5956,07	2073,56	7951,47	566,536	
1517,9734	168122	0	0	0	0	3,00021	828,224	0	3,00007	2,00003	0	175,234	9,00062	0	0	40604,7	2532,66	17050,6	83,2104	1426,48	54,051	157,225	25,0051	0	5623,04	6072,66	8618,22	2250,37	3935,28	2155,32	5490,51	5904,8	2026,11	8015,6	558,44	
1519,9734	167240	0	0	0	0	1,00007	798,849	0	5,00019	5,00027	0	184,259	15,0017	1,00001	0	40029,6	2508,63	16987,8	67,5428	1379,5	56,0612	155,219	20,0031	2,00005	5497,77	6277,06	8634,51	2224,6	4036,28	2185,16	5484,98	5957,24	2092,29	7871,48	520,126	
1521,9734	167192	1,00001	0	0	0	1,00002	799,861	0	2,00003	0	0	192,282	10,0008	3,00007	0	40043,5	2554,4	17071,2	78,0097	1364,13	46,0347	155,21	17,0022	1,00002	5619,61	6177,17	8562,63	2144,95	3978	2190,37	5457	5864,32	2040,47	7882,61	567,54	
1523,9733	167686	0	0	0	0	1,00004	840,365	0	1,00002	1,00002	0	188,27	10,0008	0	0	40458	2571,29	16861,5	59,6466	1398,89	65,0754	138,171	21,0034	1,00001	5540,47	6352,95	8779,7	2081,97	3935,39	2280,39	5332,12	5950,78	2041,66	7864,46	486,84	
1525,9733	168389	0	1,00002	1,00001	0	5,00057	770,512	0	1,00001	1,00002	0	191,279	9,00062	0	0	40843,1	2576,05	17069,3	78,0096	1335,58	58,0674	160,234	16,002	2,00003	5851,49	6252,75	8770,83	2152,09	4054,56	2270,12	5591,75	6040,15	2132,45	7904,12	527,205	
1527,9733	169193	1,00001	0	0	0	2,00012	829,224	0	4,00012	4,00018	0	169,218	19,0028	1,00001	0	40674,5	2579,29	16969,9	84,4093	1387,67	75,0988	159,215	18,0025	3,00011	5760,59	6443,82	8949,59	2172,88	4156,53	2338,44	5573,05	5853,13	2027,18	7794,84	590,726	
1529,9732	168651	0	1,00001	0	0	2,00006	817,097	1,00001	3,00007	0	0	168,216	13,0013	0	0	40724,3	2523,47	17087,4	70,2297	1323,35	62,0648	157,205	17,0022	1,00001	5690,74	6437,06	8864,82	2096,46	3983,92	2148,11	5602,83	5882,64	2083,88	7886,01	555,376	
1531,9732	169525	0	0	0	0	3,00007	856,573	0	2,00003	1,00005	0	193,285	15,0019	0	0	40818,7	2623,03	16938,7	71,3861	1341,75	56,056	129,147	10,0008	1,00001	5757,41	6547,49	8881,85	2216,19	4144,05	2253,58	5719,2	5899,14	2093,26	7979,84	558,406	
1533,9732	169429	0	1,00001	0	0	0	839,352	0	0	3,00016	0	190,282	15,0017	0	0	40652,3	2609,5	16989,4	90,932	1347,81	50,0438	155,207	15,0017	1,00001	5699,47	6565,18	8909,91	2181,02	4085,28	2256,61	5545,73	5983,17	2018,94	7804,85	512,056	
1535,9731	169668	0	0	0	0	0	846,443	0	5,00019	2,00008	0	177,239	9,00062	1,00001	0	41065,7	2547,09	16984,9	68,8219	1420,41	51,0465	153,205	17,0022	3,00011	5837,73	6238,84	9236,02	2173,96	4159,86	2283,42	5640,67	5887,05	2126,32	7719,15	532,205	
1537,9731	169646	2,00003	0	0	0	3,00007	872,786	0	1,00002	1,00001	0	196,294	22,0037	1,00001	0	41054,8	2560,65	17005,6	88,3515	1299,88	56,0639	148,185	17,0022	1,00001	5819,59	6410,27	9021,93	2284,5	4090,85	2322,89	5655,66	6011,62	2044,81	7721,16	577,658	
1539,9730	169511	1,00001	0	0	0	1,00005	891,03	0	6,00046	3,00011	0	194,288	10,0008	1,00001	0	40738,1	2503,55	17287,7	97,8666	1366,23	53,0499	150,199	13,0013	0	5922,5	6296,67	9109,6	2198,64	4134,12	2361,35	5667,05	5906,61	2104,59	7678,41	540,304	
1541,9730	169797	0	0	0	0	5,00019	824,161	0	3,00011	2,00003	0	189,273	14,0017	0	0	40896,1	2516,98	17075,6	75,4529	1331,51	61,0609	158,234	21,0034	0	5941,45	6547,28	9177,3	2204,94	4150,47	2270,11	5665,86	5842,28	1961,24	7677,56	557,432	
1543,9730	169656	0	0	0	0	2,00018	835,301	0	2,00006	4,00018	1,00001	187,267	15,0017	2,00006	0	40602,1	2486,86	17247,9	74,3234	1414,3	61,0777	171,254	14,0015	1,00002	5900,34	6613,31	8978,11	2219,29	4075,89	2306,35	5691,04	5834,81	1998,31	7670,04	518,116	
1545,9729	170485	0	0	0	0	5,00042	838,352	0	3,00011	1,00001	0	176,237	11,0009	0	0	41086,2	2424,44	17053,7	81,9192	1375,39	68,092	149,191	22,004	1,00001	6002,08	6596,94	9185,71	2326,97	4171,01	2353,91	5793,95	5774,24	2068,59	7751,92	573,634	
1547,9729	171483	0	0	0	0	3,00016	864,692	0	2,00003	1,00002	0	178,242	16,002	0	0	41569	2589,1	17402,8	78,4487	1399,97	47,0459	152,212	15,0017	0	6128,25	6785,22	9134,63	2339,37	4158,44	2424,63	5729,11	5782,09	1935,39	7428,39	538,277	
1549,9729	169603	0	1,00001	0	0	1,00001	873,799	0	7,00048	5,00027	0	180,248	11,0009	0	0	40528,3	2533,54	17019,5	77,9649	1353,92	62,0649	159,237	24,0044	2,00003	6138,52	6673,4	9230,84	2200,72	4138,79	2324,93	5910,78	5689,19	1982,81	7575,79	542,369	
1551,9728	169877	0	0	0	0	2,00006	823,148	0	2,00003	1,00002	0	173,229	13,0013	1,00001	0	40734	2486,66	16950,6	62,3225	1361,16	41,0357	148,187	13,0013	1,00001	6095,8	6656,54	9329,35	2212,15	4225,01	2430,71	5721,19	5745,22	1931,27	7516,75	544,329	
