subplots_adjust	0.15
fontsize	10.0
title	Tabulated values of the Shockley-Queisser limit for single junction solar cells, Table S1
xlabel	Energy [eV]
ylabel	Quantity
xlim	['', '']
ylim	['', '']
meastype	Graph
[ev]	[nm]	[mA/cm2]	[mA/cm2]	[mA/cm2]	[V]	[V]	[%]	[%]
authors	Sven Ruehle
caption	Detailed balance limit for a single junction solar cell at a cell temperature Tc of 25 °C illuminated by the AM 1.5G spectral irradiance (ASTM G173-03) as a function of the energy band gap Eg and band gap wavelength lambda_g considering radiative emission from the front and rear side of the solar cell as shown in Fig. 2a.
comment	SI, table S1 (no reflector: unfavorable case)
doi	10.1016/j.solener.2016.02.015
label	$\\lambda$g [nm]	Jmax [mA/cm2]	Jsc [mA/cm2]	Jmpp [mA/cm2]	Voc [V]	Vmpp [V]	FF [%]	$\\eta$ [%]
linestyle	none
publication	Solar Energy 130 (2016) 139-147
url	http://dx.doi.org/10.1016/j.solener.2016.02.015
3.44	360.4	0.53	0.53	0.53	3.01	2.889	95.1	1.52
3.45	359.4	0.51	0.51	0.51	3.019	2.897	95.1	1.47
3.46	358.3	0.5	0.5	0.49	3.028	2.907	95.1	1.44
3.47	357.3	0.49	0.49	0.48	3.037	2.916	95.2	1.4
3.48	356.3	0.47	0.47	0.47	3.046	2.925	95.2	1.36
3.49	355.3	0.45	0.45	0.45	3.055	2.933	95.2	1.32
3.5	354.2	0.44	0.44	0.43	3.064	2.942	95.2	1.27
3.51	353.2	0.42	0.42	0.42	3.073	2.951	95.2	1.23
3.52	352.2	0.41	0.41	0.4	3.082	2.96	95.2	1.19
3.53	351.2	0.39	0.39	0.39	3.091	2.969	95.2	1.15
3.54	350.2	0.37	0.37	0.37	3.1	2.977	95.2	1.11
3.55	349.3	0.36	0.36	0.36	3.109	2.986	95.2	1.07
3.56	348.3	0.35	0.35	0.34	3.117	2.995	95.3	1.03
3.57	347.3	0.33	0.33	0.33	3.126	3.004	95.3	1.0
3.58	346.3	0.32	0.32	0.32	3.135	3.013	95.3	0.96
3.59	345.4	0.31	0.31	0.31	3.144	3.021	95.3	0.92
3.6	344.4	0.3	0.3	0.29	3.153	3.03	95.3	0.89
3.61	343.4	0.28	0.28	0.28	3.162	3.039	95.3	0.86
3.62	342.5	0.27	0.27	0.27	3.17	3.047	95.3	0.82
3.63	341.6	0.26	0.26	0.26	3.179	3.056	95.3	0.78
3.64	340.6	0.25	0.25	0.24	3.188	3.064	95.3	0.75
3.65	339.7	0.23	0.23	0.23	3.196	3.073	95.4	0.71
3.66	338.8	0.22	0.22	0.22	3.205	3.081	95.4	0.68
3.67	337.8	0.21	0.21	0.21	3.213	3.09	95.4	0.65
3.68	336.9	0.2	0.2	0.2	3.222	3.098	95.4	0.62
3.69	336.0	0.19	0.19	0.19	3.23	3.107	95.4	0.59
3.7	335.1	0.18	0.18	0.18	3.239	3.115	95.4	0.56
3.71	334.2	0.17	0.17	0.17	3.247	3.123	95.4	0.52
3.72	333.3	0.16	0.16	0.16	3.255	3.132	95.4	0.49
3.73	332.4	0.15	0.15	0.15	3.263	3.14	95.4	0.46
3.74	331.5	0.14	0.14	0.14	3.271	3.148	95.4	0.43
3.75	330.6	0.13	0.13	0.13	3.279	3.156	95.4	0.4
3.76	329.7	0.12	0.12	0.12	3.287	3.163	95.5	0.37
3.77	328.9	0.11	0.1	0.11	3.295	3.171	95.5	0.34
3.78	328.0	0.1	0.11	0.1	3.302	3.178	95.5	0.31
3.79	327.1	0.0908	0.0908	0.0901	3.31	3.186	95.5	0.29
3.8	326.3	0.0818	0.0818	0.0811	3.317	3.193	95.5	0.26
3.81	325.4	0.0736	0.0736	0.073	3.324	3.2	95.5	0.23
3.82	324.6	0.0671	0.0671	0.0666	3.332	3.207	95.5	0.21
3.83	323.7	0.0611	0.0611	0.0606	3.339	3.215	95.5	0.19
3.84	322.9	0.0559	0.0559	0.0554	3.347	3.222	95.5	0.18
3.85	322.0	0.0511	0.0511	0.0507	3.354	3.23	95.5	0.16
3.86	321.2	0.046	0.046	0.0457	3.361	3.237	95.5	0.15
3.87	320.4	0.0408	0.0408	0.0405	3.368	3.244	95.5	0.13
3.88	319.5	0.0363	0.0363	0.036	3.375	3.25	95.6	0.12
3.89	318.7	0.0321	0.0321	0.0319	3.382	3.257	95.6	0.1
3.9	317.9	0.0282	0.0282	0.028	3.388	3.264	95.6	0.0914
3.91	317.1	0.0245	0.0245	0.0243	3.395	3.27	95.6	0.0795
3.92	316.3	0.0213	0.0213	0.0211	3.401	3.276	95.6	0.0692
3.93	315.5	0.0187	0.0187	0.0185	3.407	3.283	95.6	0.0608
3.94	314.7	0.016	0.016	0.0159	3.413	3.288	95.6	0.0523
3.95	313.9	0.0135	0.0135	0.0134	3.419	3.294	95.6	0.0442
3.96	313.1	0.0113	0.0113	0.0112	3.424	3.299	95.6	0.037
3.97	312.3	0.00928	0.00928	0.0092	3.429	3.304	95.6	0.0304
3.98	311.5	0.00747	0.00747	0.00741	3.433	3.308	95.6	0.0245
3.99	310.7	0.00589	0.00589	0.00585	3.437	3.312	95.6	0.0194
4.0	310.0	0.00467	0.00467	0.00464	3.441	3.316	95.6	0.0154
4.01	309.2	0.0038	0.0038	0.00378	3.445	3.32	95.6	0.0125
4.02	308.4	0.00302	0.00302	0.00299	3.449	3.324	95.6	0.00995
4.03	307.7	0.00229	0.00229	0.00227	3.452	3.327	95.6	0.00755
4.04	306.9	0.00169	0.00169	0.00168	3.454	3.329	95.6	0.00558
4.05	306.1	0.00127	0.00127	0.00126	3.457	3.331	95.6	0.00421
4.06	305.4	0.000926	0.000926	0.000919	3.458	3.333	95.6	0.00306
4.07	304.6	0.000632	0.000632	0.000628	3.458	3.333	95.6	0.00209
4.08	303.9	0.000429	0.000429	0.000426	3.458	3.333	95.6	0.00142
4.09	303.1	0.000272	0.000272	0.00027	3.456	3.331	95.6	0.000898
4.1	302.4	0.000166	0.000166	0.000165	3.454	3.328	95.6	0.000549
4.11	301.7	0.000108	0.000108	0.000107	3.452	3.327	95.6	0.000357
4.12	300.9	6.61e-05	6.61e-05	6.56e-05	3.45	3.325	95.6	0.000218
4.13	300.2	4.14e-05	4.14e-05	4.1e-05	3.447	3.322	95.6	0.000136
4.14	299.5	2.4e-05	2.4e-05	2.39e-05	3.444	3.318	95.6	7.92e-05
4.15	298.8	1.37e-05	1.37e-05	1.36e-05	3.439	3.314	95.6	4.52e-05
4.16	298.0	7.52e-06	7.52e-06	7.46e-06	3.433	3.308	95.6	2.47e-05
4.17	297.3	3.76e-06	3.76e-06	3.73e-06	3.425	3.3	95.6	1.23e-05
4.18	296.6	1.88e-06	1.88e-06	1.86e-06	3.417	3.292	95.6	6.14e-06
4.19	295.9	8.53e-07	8.53e-07	8.46e-07	3.406	3.282	95.6	2.78e-06
4.2	295.2	3.44e-07	3.44e-07	3.41e-07	3.392	3.268	95.6	1.12e-06
4.21	294.5	1.36e-07	1.36e-07	1.35e-07	3.38	3.255	95.6	4.38e-07
4.22	293.8	5.68e-08	5.68e-08	5.64e-08	3.366	3.241	95.5	1.83e-07
4.23	293.1	1.92e-08	1.92e-08	1.91e-08	3.348	3.223	95.5	6.15e-08
4.24	292.4	6.95e-09	6.95e-09	6.89e-09	3.332	3.208	95.5	2.21e-08
4.25	291.7	2.33e-09	2.33e-09	2.31e-09	3.312	3.188	95.5	7.37e-09
4.26	291.0	5.44e-10	5.44e-10	5.39e-10	3.286	3.162	95.5	1.71e-09
4.27	290.4	1.53e-10	1.53e-10	1.51e-10	3.262	3.139	95.4	4.75e-10
4.28	289.7	3.89e-11	3.89e-11	3.85e-11	3.235	3.112	95.4	1.2e-10
4.29	289.0	6.4e-12	6.4e-12	6.35e-12	3.202	3.079	95.4	1.95e-11
4.3	288.3	1.44e-12	1.44e-12	1.43e-12	3.171	3.048	95.3	4.37e-12
4.31	287.7	2.48e-13	2.48e-13	2.46e-13	3.131	3.009	95.3	7.44e-13
4.32	287.0	2.78e-14	2.78e-14	2.76e-14	3.093	2.97	95.2	8.18e-14
4.33	286.3	5.21e-15	5.21e-15	5.17e-15	3.054	2.932	95.2	1.52e-14
4.34	285.7	7.43e-16	7.43e-16	7.37e-16	3.014	2.892	95.1	2.14e-15
4.35	285.0	9.59e-17	9.59e-17	9.51e-17	2.975	2.854	95.1	2.72e-16
4.36	284.4	1.84e-17	1.84e-17	1.82e-17	2.939	2.819	95.0	5.15e-17
4.37	283.7	2.37e-18	2.37e-18	2.35e-18	2.886	2.766	94.9	6.56e-18
4.38	283.1	2.15e-19	2.15e-19	2.13e-19	2.848	2.727	94.9	5.81e-19
4.39	282.4	3.64e-20	3.64e-20	3.6e-20	2.811	2.691	94.8	9.71e-20
4.4	281.8	5.31e-21	5.31e-21	5.26e-21	2.762	2.643	94.8	1.4e-20
4.41	281.1	3.11e-22	3.11e-22	3.08e-22	2.685	2.566	94.6	8.03e-22
4.42	280.5	8.06e-24	8.06e-24	7.98e-24	2.626	2.508	94.5	2e-23
