comment0	Data must be within [0,1] and NOT in %.
comment1	Feel free to add the reflectance and transmittance spectra of your substrates. Set labels as '<substrate> R' and '<substrate> T'
ylabel	Transmittance, Reflectance [%]
xlabel	Wavelength [nm]
_spectrumguidark	True	True
_spectrumguioffset	True	True
_spectrumsubclass	CurveSpectrumReflectance	CurveSpectrumTransmittance
curve	Curve Spectrum	Curve Spectrum
label	SLG R	SLG T
nm	Reflectance [ ]	Transmittance [ ]
1732.0	0.077985534	0.925292892
1734.0	0.076336985	0.926589338
1736.0	0.077406686	0.930638089
1738.0	0.077388107	0.929814259
1740.0	0.077828615	0.929921589
1742.0	0.076689415	0.927088001
1744.0	0.077253237	0.930210004
1746.0	0.076614456	0.929744422
1748.0	0.079304288	0.928581176
1750.0	0.07703655	0.924477859
1752.0	0.075650053	0.92447524
1754.0	0.071704172	0.928278773
1756.0	0.071828725	0.929677452
1758.0	0.072121717	0.929563887
1760.0	0.074095867	0.928076105
1762.0	0.075464899	0.928872571
1764.0	0.076592475	0.928916542
1766.0	0.077226852	0.927058989
1768.0	0.076618517	0.927383029
1770.0	0.077143059	0.928158252
1772.0	0.075885097	0.929175926
1774.0	0.074565533	0.928953941
1776.0	0.076614883	0.929689012
1778.0	0.077069397	0.930801741
1780.0	0.077599743	0.927064294
1782.0	0.074758277	0.927251126
1784.0	0.072125988	0.925486544
1786.0	0.070876947	0.926055968
1788.0	0.069533767	0.923633187
1790.0	0.073939742	0.925156864
1792.0	0.076491782	0.928059452
1794.0	0.078001648	0.927549341
1796.0	0.076941199	0.92616604
1798.0	0.078876413	0.924732914
1800.0	0.079206448	0.923340632
1802.0	0.078883523	0.923004159
1804.0	0.075651116	0.926789263
1806.0	0.076178317	0.926632855
1808.0	0.07698239	0.927413228
1810.0	0.077651657	0.923597943
1812.0	0.077159617	0.928400893
1814.0	0.075426285	0.929288649
1816.0	0.076764052	0.930243299
1818.0	0.075489536	0.928449668
1820.0	0.076502995	0.924433962
1822.0	0.077017444	0.925544887
1824.0	0.079113347	0.925184557
1826.0	0.078363952	0.927170319
1828.0	0.077323048	0.926093531
1830.0	0.077417269	0.926865072
1832.0	0.075967398	0.926814526
1834.0	0.074679057	0.924691131
1836.0	0.072636841	0.921978997
1838.0	0.072200941	0.921596077
1840.0	0.073611678	0.919373171
1842.0	0.075569339	0.920008641
1844.0	0.078718864	0.920699967
1846.0	0.07843886	0.921473406
1848.0	0.076925283	0.923654203
1850.0	0.076245526	0.923496602
1852.0	0.076603226	0.925730915
1854.0	0.075421803	0.925961187
1856.0	0.074214381	0.924271365
1858.0	0.074529643	0.923229214
1860.0	0.073991936	0.923144523
1862.0	0.075545714	0.924670866
1864.0	0.074580513	0.927828047
1866.0	0.077421224	0.923669794
1868.0	0.076032484	0.923851157
1870.0	0.073875481	0.922810831
1872.0	0.075008668	0.923387375
1874.0	0.076285288	0.925923157
1876.0	0.080826442	0.925519221
1878.0	0.079931338	0.930927325
1880.0	0.079191855	0.927775014
1882.0	0.077192312	0.924679052
1884.0	0.074267901	0.923678717
1886.0	0.075360004	0.926371333
1888.0	0.073785331	0.930420655
1890.0	0.075903682	0.929931191
1892.0	0.076714465	0.932833575
1894.0	0.076463529	0.929064444
1896.0	0.075369013	0.929618746
1898.0	0.072439396	0.924317237
1900.0	0.076142766	0.921483262
1902.0	0.077995398	0.921693552
1904.0	0.078341145	0.914046511
1906.0	0.076419902	0.915678045
1908.0	0.07770156	0.911934789
1910.0	0.07880023	0.921263413
1912.0	0.077093841	0.920321854
1914.0	0.074300185	0.921274679
1916.0	0.074076303	0.919016601
1918.0	0.075276249	0.920747136
1920.0	0.075776396	0.923006355
1922.0	0.07360041	0.921648379
1924.0	0.071501761	0.92521481
1926.0	0.074165576	0.926878617
1928.0	0.073399022	0.932526806
1930.0	0.075731873	0.928524305
1932.0	0.072609398	0.923849207
1934.0	0.072958261	0.915686614
1936.0	0.073750694	0.918393632
1938.0	0.074617814	0.919678451
1940.0	0.076303803	0.921676402
1942.0	0.074539471	0.925095547
1944.0	0.07463483	0.932980218
1946.0	0.076822849	0.938969391
1948.0	0.078188301	0.938701939
1950.0	0.08019974	0.934981993
1952.0	0.080429117	0.931314938
1954.0	0.078085536	0.922027967
1956.0	0.078484102	0.914316998
1958.0	0.079918195	0.915951452
1960.0	0.0826597	0.921937755
1962.0	0.079387192	0.919184389
1964.0	0.079499491	0.915101897
1966.0	0.07842342	0.91650346
1968.0	0.080550141	0.921481254
1970.0	0.079802744	0.928469049
1972.0	0.079465214	0.928069434
1974.0	0.07599245	0.929925583
1976.0	0.073671838	0.92761219
1978.0	0.07297351	0.927175908
1980.0	0.077701222	0.929568879
1982.0	0.078154349	0.928215532
1984.0	0.0788216	0.920430138
1986.0	0.075583697	0.918288063
1988.0	0.074563008	0.918923978
1990.0	0.076900208	0.923980377
1992.0	0.077679678	0.927510599
1994.0	0.075226439	0.926237805
1996.0	0.073463269	0.927161786
1998.0	0.071820848	0.924890797
2000.0	0.072636028	0.929294234
2002.0	0.073660564	0.928949199
2004.0	0.076270184	0.929653394
2006.0	0.081270443	0.933567457
2008.0	0.082221399	0.933708639
2010.0	0.081082816	0.9304602
2012.0	0.080270057	0.921201198
2014.0	0.078348246	0.930964161
2016.0	0.075342895	0.932312901
2018.0	0.070582697	0.92980749
2020.0	0.073064869	0.917920492
2022.0	0.07692223	0.918063243
2024.0	0.071037042	0.92409307
2026.0	0.067105149	0.923261935
2028.0	0.06998363	0.916157085
2030.0	0.077983767	0.913924274
2032.0	0.075227202	0.917205111
2034.0	0.071184233	0.925099006
2036.0	0.069380894	0.931627014
2038.0	0.072808504	0.933246631
2040.0	0.070392514	0.928171667
2042.0	0.074377061	0.920256552
2044.0	0.073940389	0.922723128
2046.0	0.079612976	0.925376547
2048.0	0.07839405	0.920221728
2050.0	0.078475429	0.915326618
2052.0	0.074328429	0.916963189
2054.0	0.074601122	0.916282681
2056.0	0.080511135	0.920756144
2058.0	0.082143569	0.91659639
2060.0	0.080465707	0.919253247
2062.0	0.076571793	0.914456394
2064.0	0.081355668	0.92550107
2066.0	0.08150496	0.930125627
2068.0	0.08166791	0.928949015
2070.0	0.075423869	0.920196195
2072.0	0.076618853	0.918641187
2074.0	0.072656231	0.914803197
2076.0	0.072257434	0.911444412
2078.0	0.074863751	0.907786205
2080.0	0.073515676	0.915387691
2082.0	0.074782303	0.923241405
2084.0	0.072394018	0.925811691
2086.0	0.078652307	0.926169596
2088.0	0.081545119	0.922861715
2090.0	0.081692343	0.928409424
2092.0	0.080779157	0.913700891
2094.0	0.073833328	0.916419667
2096.0	0.075647612	0.912133479
2098.0	0.072671317	0.931206221
2100.0	0.074797232	0.926976307
2102.0	0.067958721	0.935823451
2104.0	0.068581268	0.915198386
2106.0	0.075678164	0.915848072
2108.0	0.078561478	0.909736592
2110.0	0.075216487	0.923773248
2112.0	0.070114916	0.929229211
2114.0	0.075183367	0.928545965
2116.0	0.074042687	0.93190909
2118.0	0.075530391	0.917738548
2120.0	0.07183512	0.917339522
2122.0	0.076151996	0.910965449
2124.0	0.073515593	0.907701373
2126.0	0.072965091	0.909887538
2128.0	0.081547488	0.909761271
2130.0	0.083149422	0.916408201
2132.0	0.087179316	0.910308538
2134.0	0.08232662	0.913143568
2136.0	0.076412736	0.915101222
2138.0	0.074169762	0.912603666
2140.0	0.067566159	0.92007443
2142.0	0.075726737	0.915059715
2144.0	0.078567551	0.915857866
2146.0	0.085027416	0.90360791
2148.0	0.079821679	0.91530214
2150.0	0.069290566	0.908047961
2152.0	0.069920707	0.912081307
2154.0	0.073693118	0.90339434
2156.0	0.080599298	0.90576636
2158.0	0.073313061	0.908478609
2160.0	0.068469666	0.916475304
2162.0	0.074161388	0.926044036
2164.0	0.078100453	0.937826621
2166.0	0.085719486	0.936769559
2168.0	0.085867677	0.927810144
2170.0	0.089218696	0.912052167
2172.0	0.078774791	0.907119112
2174.0	0.07174581	0.913212663
2176.0	0.070261384	0.921890602
2178.0	0.079418124	0.912461008
2180.0	0.076821751	0.910851358
2182.0	0.077421614	0.898429684
2184.0	0.077797686	0.913762518
2186.0	0.080030034	0.914382559
2188.0	0.074951354	0.905935039
2190.0	0.072713119	0.902920558
2192.0	0.068259279	0.90177223
2194.0	0.072961248	0.91291848
2196.0	0.069476996	0.913233243
2198.0	0.068562075	0.911845725
2200.0	0.059962951	0.904475534
2202.0	0.054477509	0.908971323
2204.0	0.058873805	0.913121797
2206.0	0.06165157	0.923009852
2208.0	0.067594942	0.918953629
2210.0	0.062878847	0.909824591
2212.0	0.071249524	0.920315313
2214.0	0.07455535	0.920208817
2216.0	0.077591116	0.935432114
2218.0	0.080173945	0.927421448
2220.0	0.069229347	0.922642479
2222.0	0.074659065	0.92216326
2224.0	0.0700345	0.906949421
2226.0	0.087745686	0.91052292
2228.0	0.08490133	0.892434438
2230.0	0.086665768	0.91521474
2232.0	0.075141116	0.916254236
2234.0	0.076138338	0.940458538
2236.0	0.075921449	0.935909486
2238.0	0.078523602	0.918018673
2240.0	0.081546779	0.897466476
2242.0	0.076817464	0.892053994
2244.0	0.080574943	0.904555038
2246.0	0.069707844	0.921120404
2248.0	0.070924315	0.908333787
2250.0	0.06814818	0.912585876
2252.0	0.071899656	0.90905418
2254.0	0.072147646	0.922607782
2256.0	0.072416271	0.919607627
2258.0	0.080450477	0.923324293
2260.0	0.077435816	0.922895664
2262.0	0.081335138	0.920859099
2264.0	0.074448316	0.916330346
2266.0	0.074949922	0.918408229
2268.0	0.069509314	0.919105583
2270.0	0.075271264	0.926157612
2272.0	0.071125804	0.922836395
2274.0	0.067441762	0.918414697
2276.0	0.059009509	0.91001709
2278.0	0.062428347	0.915673907
2280.0	0.067185223	0.926448442
2282.0	0.074731312	0.92801492
2284.0	0.075905622	0.92129487
2286.0	0.07928568	0.914324236
2288.0	0.070503934	0.908322516
2290.0	0.067547234	0.91533891
2292.0	0.062935081	0.917785852
2294.0	0.071627827	0.921665465
2296.0	0.074811985	0.918993133
2298.0	0.074639927	0.924700886
2300.0	0.075864638	0.920818648
2302.0	0.080514462	0.913514352
2304.0	0.073712793	0.913041177
2306.0	0.069395937	0.90862657
2308.0	0.065519422	0.910719697
2310.0	0.072599436	0.896280653
2312.0	0.077623353	0.902557894
2314.0	0.08508573	0.895989813
2316.0	0.088185571	0.904110469
2318.0	0.0881269	0.912480926
2320.0	0.088614157	0.913339951
2322.0	0.089966174	0.917591701
2324.0	0.074755686	0.903229186
2326.0	0.066160488	0.90995553
2328.0	0.058587692	0.916854997
2330.0	0.066794999	0.907960165
2332.0	0.066151172	0.913077469
2334.0	0.066911025	0.908099369
2336.0	0.061931393	0.923590031
2338.0	0.060882729	0.92563479
2340.0	0.067688512	0.909251523
2342.0	0.079221043	0.91002695
2344.0	0.079794235	0.918052109
2346.0	0.072544725	0.943441902
2348.0	0.067223696	0.949970861
2350.0	0.070391766	0.931455191
2352.0	0.074950603	0.918217215
2354.0	0.084399601	0.91181141
2356.0	0.097857745	0.909558285
2358.0	0.103191285	0.929527373
2360.0	0.095826314	0.926546697
2362.0	0.083127434	0.931302193
2364.0	0.078425436	0.92591174
2366.0	0.073425942	0.923858801
2368.0	0.075987562	0.921274375
2370.0	0.075936399	0.913162138
2372.0	0.082581391	0.914662015
2374.0	0.072225531	0.923872259
2376.0	0.06424636	0.915658698
2378.0	0.068652882	0.908835089
2380.0	0.082164725	0.91843752
2382.0	0.091417991	0.918048907
2384.0	0.088847558	0.911451314
2386.0	0.068697425	0.897426578
2388.0	0.069396462	0.895394162
2390.0	0.070444103	0.905571812
2392.0	0.081238138	0.890944213
2394.0	0.076508873	0.879834847
2396.0	0.072554586	0.911292023
2398.0	0.067335518	0.926548404
2400.0	0.077379306	0.946737337
2402.0	0.079142361	0.908956949
2404.0	0.087947671	0.895337387
2406.0	0.073004202	0.878747443
2408.0	0.065040664	0.892321112
2410.0	0.052960279	0.913468547
2412.0	0.058865489	0.935191562
2414.0	0.057497915	0.921090658
2416.0	0.073273738	0.903224497
2418.0	0.052695555	0.898360205
2420.0	0.061648359	0.899778683
2422.0	0.059298919	0.89584114
2424.0	0.095615618	0.931031997
2426.0	0.099138888	0.955055537
2428.0	0.085217924	0.974880033
2430.0	0.076784991	0.93338323
2432.0	0.073854926	0.911742299
2434.0	0.098229438	0.897440854
2436.0	0.107111945	0.921207227
2438.0	0.100097992	0.934361434
2440.0	0.079882651	0.922485432
2442.0	0.065731551	0.901461906
2444.0	0.069718725	0.901197851
2446.0	0.077394212	0.899505491
2448.0	0.070017235	0.895719801
2450.0	0.068449178	0.890077386
2452.0	0.066302656	0.89707159
2454.0	0.067759429	0.92421001
2456.0	0.062756327	0.913914252
2458.0	0.0674859	0.906218055
2460.0	0.078415677	0.879904334
2462.0	0.069269393	0.899908757
2464.0	0.081413709	0.915033975
2466.0	0.080372704	0.908052309
2468.0	0.099513377	0.895317869
2470.0	0.080157074	0.878218374
2472.0	0.063642698	0.909095706
2474.0	0.054183468	0.894845724
2476.0	0.065853749	0.899712991
2478.0	0.071532042	0.893252
2480.0	0.094634627	0.933024296
2482.0	0.07806588	0.918553132
2484.0	0.079747139	0.885266772
2486.0	0.082505712	0.868716574
2488.0	0.08305236	0.886747395
2490.0	0.081619974	0.897153844
2492.0	0.064779165	0.935795671
2494.0	0.070765285	0.957463165
2496.0	0.073695894	0.965623476
2498.0	0.076889171	0.908576616
2500.0	0.084566668	0.891207198
