subplots_adjust	0.15
fontsize	10.0
ylim	[-inf, inf]
xlabel	ylim
ylabel	(-inf, inf)
text	[]
textxy	[]
textargs	[]
legendproperties	{'fontsize': 8.0, 'loc': 'best'}
meastype	Undetermined data type
_fitdiode_rsquare_diode	0.9993673482035441	0.9993215251782308	0.9994547653603331	0.9988358708695165	0.9991558822483148	0.9992358988176301			0.9993664958337453			0.9998890406949219			0.9993647873631069			0.9996622468371456			0.999408443852897			0.9997310998918101			0.9993823884130815			0.9999399082823964			0.9993603641598185
_fitdiodeweight	5.0	5.0	5.0	5.0	5.0	5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0			5.0
_units	['V', 'mAcm-2']	['V', 'mAcm-2']	['V', 'mAcm-2']	['V', 'mAcm-2']	['V', 'mAcm-2']	['V', 'mAcm-2']			['V', 'mAcm-2']			['V', 'mAcm-2']			['V', 'mAcm-2']			['V', 'mAcm-2']			['V', 'mAcm-2']			['V', 'mAcm-2']			['V', 'mAcm-2']			['V', 'mAcm-2']			['V', 'mAcm-2']
acquis soft (cell comment)												Error: Could not determine Voc and/or FF(MPP)						Error: Could not determine Voc and/or FF(MPP)						Error: Could not determine Voc and/or FF(MPP)						Error: Could not determine Voc and/or FF(MPP)
acquis soft cell area	0.57	0.57	0.57	0.57	0.57	0.57			0.54			0.540001			0.54			0.540001			0.54			0.540001			0.54			0.540001			0.54
acquis soft datetime	03.10.2016 10:16:27	03.10.2016 10:06:34	03.10.2016 10:08:34	03.10.2016 10:04:17	03.10.2016 10:06:52	03.10.2016 10:08:54			15.04.2025 13:52:15			15.04.2025 13:59:05			15.04.2025 13:58:26			15.04.2025 13:48:33			15.04.2025 13:48:02			15.04.2025 13:54:07			15.04.2025 13:53:37			15.04.2025 14:01:23			15.04.2025 14:00:49
0.14386	-33.51164917431192	-33.54968658088235	-34.09408208955224	-34.045258671586716	-33.6992259391771	-33.525751567944255		-0.56	-18.552703971119133		0.04002723	0.0030368757901922364		-0.56	-17.585085027726432		0.04000517	0.021297263367874998		-0.56	-18.516648214285713		0.04001358	0.0068035855779326245		-0.56	-18.1060085106383		0.03999239	0.006842637038499081		-0.56	-17.771657614678897
0.164035	-33.50758073394495	-33.53462977941176	-34.075184888059695	-34.02241660516605	-33.682217710196774	-33.5244606271777		-0.54	-18.51153140794224		0.05999951	0.005975492359606284		-0.54	-17.534618484288355		0.06001721	0.03087607110637499		-0.54	-18.469002857142858		0.06002329	0.010441991677411349		-0.54	-18.081363829787236		0.06007143	0.009809391633396329		-0.54	-17.73539339449541
0.18421	-33.48195688073394	-33.534724080882356	-34.081235820895515	-34.022521771217704	-33.66863559928443	-33.520855923344946		-0.52	-18.471791696750902		0.07997952	0.0071053371506136775		-0.52	-17.515933086876153		0.0800281	0.04255717988087499		-0.52	-18.432552857142856		0.08003558	0.013959657766063829		-0.52	-18.032572340425535		0.08008574	0.013119735488422015		-0.52	-17.69335266055046
0.204385	-33.47189559633027	-33.51858805147058	-34.06820876865672	-34.01740018450184	-33.67213309481216	-33.50607961672474		-0.5	-18.44448953068592		0.1000053	0.00984688729224399		-0.5	-17.46957892791128		0.1000156	0.05264509284787499		-0.5	-18.380568214285717		0.1000229	0.017444770602943263		-0.5	-18.00672127659575		0.1000791	0.01649650541141284		-0.5	-17.667789357798164
0.22455	-33.4886190825688	-33.517267830882346	-34.051161940298506	-34.01112177121771	-33.63967674418604	-33.5187606271777		-0.48	-18.414516606498193		0.1200119	0.011840994201293897		-0.48	-17.43830683918669		0.1200232	0.06439835925599999		-0.48	-18.326838214285715		0.1200135	0.021029505964734043		-0.48	-17.97754787234043		0.1200168	0.019305521255486235		-0.48	-17.640928073394495
0.24475	-33.48618220183486	-33.522852573529406	-34.040314925373124	-33.99653523985239	-33.6358121645796	-33.492981533101045		-0.46	-18.36564368231047		0.1400309	0.01390040429966728		-0.46	-17.424911645101666		0.1400258	0.07456348272312499		-0.46	-18.26398607142857		0.140025	0.024533490113156028		-0.46	-17.943347872340425		0.1400152	0.02317660512139449		-0.46	-17.599630458715595
0.2649	-33.45045522935779	-33.492518933823526	-34.03020167910447	-33.98974151291513	-33.62468747763864	-33.489039198606264		-0.44	-18.34420938628159		0.1600513	0.01507127818698706		-0.44	-17.37465471349353		0.1600133	0.08702254972399999		-0.44	-18.226128214285712		0.1600196	0.028338725883280146		-0.44	-17.906505319148938		0.1600257	0.0261321346312844		-0.44	-17.574235596330276
0.2851	-33.41179981651376	-33.47682297794117	-34.00526417910448	-33.97594372693727	-33.60548694096601	-33.475990766550524		-0.42	-18.295394945848376		0.1799824	0.017374097978262473		-0.42	-17.337253974121996		0.1800146	0.09841412153374997		-0.42	-18.19351607142857		0.1800079	0.03204863807262411		-0.42	-17.874220212765962		0.1800092	0.02953157468799999		-0.42	-17.54456036697248
0.30525	-33.410931743119264	-33.44970606617646	-33.99886231343283	-33.96066309963099	-33.6045488372093	-33.4491987804878		-0.4	-18.271026714801444		0.2000129	0.020525348176192233		-0.4	-17.314246580406653		0.2000178	0.10974286036999997		-0.4	-18.145215		0.2000183	0.03579680990728723		-0.4	-17.828971276595748		0.2000148	0.03354315789666054		-0.4	-17.511605504587155
0.32545	-33.4176671559633	-33.444886213235286	-33.979465298507456	-33.939777121771215	-33.60420214669051	-33.41324111498258		-0.38	-18.22651083032491		0.2199583	0.022304526702014785		-0.38	-17.278931977818853		0.21998	0.12172962899624998		-0.38	-18.07869857142857		0.2199661	0.03955877857601064		-0.38	-17.793756382978728		0.219959	0.037247941271119266		-0.38	-17.479958532110093
0.3456	-33.39104972477064	-33.43849466911764	-33.96846940298507	-33.938041881918814	-33.5840838998211	-33.404691114982576		-0.36	-18.177257761732854		0.2400012	0.0249480362184658		-0.36	-17.242469500924216		0.2400011	0.13395930164374997		-0.36	-18.042074999999997		0.2399924	0.043595726477358154		-0.36	-17.759968085106383		0.2399886	0.04106379641089908		-0.36	-17.440028256880737
0.3658	-33.362256880733945	-33.398699448529406	-33.94442518656716	-33.92270867158671	-33.55779660107334	-33.38954738675958		-0.34	-18.133667870036103		0.2600148	0.02862779867053604		-0.34	-17.196314972273566		0.2600295	0.14534059414874997		-0.34	-17.9982675		0.2600171	0.04755636572675532		-0.34	-17.746190425531918		0.2600251	0.04498722569484402		-0.34	-17.41184917431193
0.38595	-33.31930293577981	-33.377575919117646	-33.924847388059696	-33.892136900368996	-33.538065831842566	-33.36426480836237		-0.32	-18.104640433212996		0.2799989	0.030680591011737517		-0.32	-17.1549415896488		0.2800177	0.15778781005625		-0.32	-17.946234642857146		0.280001	0.05181306722654255		-0.32	-17.69224787234043		0.279992	0.04929467991012843		-0.32	-17.389040366972477
0.40615	-33.29548844036697	-33.34641452205882	-33.875089365671634	-33.85593874538745	-33.51902844364936	-33.33176289198606		-0.3	-18.059929602888086		0.2999752	0.03421722824497227		-0.3	-17.124517929759705		0.2999932	0.17108253824749997		-0.3	-17.8874325		0.2999832	0.05596872917751774		-0.3	-17.652044680851066		0.2999856	0.0533110289991743		-0.3	-17.32822348623853
0.4263	-33.274382752293576	-33.320198713235285	-33.845972574626856	-33.815775830258296	-33.46369051878354	-33.29126707317073		-0.28	-18.04575703971119		0.3199655	0.03793218558661737		-0.28	-17.095062476894636		0.3199852	0.18340979678999997		-0.28	-17.876835		0.3199734	0.06041180761819149		-0.28	-17.598140425531916		0.3199731	0.05774151426798164		-0.28	-17.30244220183486
0.4465	-33.221775412844025	-33.28166084558823	-33.78886623134328	-33.75571549815498	-33.40799570661896	-33.24520034843205		-0.26	-17.990558122743685		0.3399622	0.04125443942839186		-0.26	-17.041651386321625		0.3399545	0.19657666045874997		-0.26	-17.7940125		0.3399553	0.06502841403978722		-0.26	-17.565376595744684		0.3399599	0.06247598542082568		-0.26	-17.266148256880733
0.46665	-33.12898568807339	-33.20801139705882	-33.73443973880597	-33.702711808118075	-33.349252057245074	-33.18343379790941		-0.24	-17.929315884476534		0.359938	0.044867086044528645		-0.24	-17.006706099815155		0.3599332	0.21013676056999997		-0.24	-17.74963607142857		0.359937	0.06988396132939717		-0.24	-17.532938297872345		0.3599362	0.06822288413660549		-0.24	-17.228774311926607
0.48685	-33.02016275229357	-33.120017647058816	-33.637241977611936	-33.60806236162361	-33.26910536672629	-33.06728885017422		-0.22	-17.885531046931405		0.3799233	0.050277446895489825		-0.22	-16.964324584103515		0.3799175	0.22397727548624996		-0.22	-17.689956428571428		0.3799222	0.07528286068904255		-0.22	-17.481082978723407		0.379922	0.07356212668462384		-0.22	-17.18607963302752
0.507	-32.87196275229357	-32.966987316176464	-33.48891436567164	-33.43073136531365	-33.13118372093023	-32.90780801393728		-0.2	-17.838714801444045		0.3999034	0.05401559134107208		-0.2	-16.92846099815157		0.399901	0.23751789698999995		-0.2	-17.63505		0.3999103	0.0804514936648227		-0.2	-17.444872340425533		0.3999129	0.07810119674166972		-0.2	-17.13599339449541
0.5272	-32.607618715596324	-32.76744540441176	-33.269985447761194	-33.163399261992616	-32.893415205724494	-32.66726602787456		-0.18	-17.793848014440435		0.4199039	0.05993558936500923		-0.18	-16.880948983364142		0.419902	0.25278141096999995		-0.18	-17.564522142857143		0.4199091	0.08655498901012411		-0.18	-17.38667872340426		0.4199086	0.08547262653922934		-0.18	-17.10475266055046
0.54735	-32.18754440366972	-32.416434374999994	-32.93167555970149	-32.74386033210332	-32.54418568872987	-32.28966585365854		-0.16	-17.741212635379064		0.4398996	0.06573418198852124		-0.16	-16.82937449168207		0.4398939	0.26841443991999997		-0.16	-17.508439285714285		0.4399019	0.09308671280801419		-0.16	-17.347806382978725		0.4399002	0.09240611057165135		-0.16	-17.059838532110092
0.56755	-31.49661027522935	-31.825887132352936	-32.289383395522385	-32.00824483394833	-31.96543685152057	-31.683241463414635		-0.14	-17.676929241877257		0.45993	0.07241800693526801		-0.14	-16.789608133086876		0.4599253	0.28363282524499994		-0.14	-17.472963214285713		0.459933	0.10076533553829788		-0.14	-17.30395531914894		0.4599345	0.09899195285937613		-0.14	-17.02040366972477
0.5877	-30.420251559633027	-30.84603198529411	-31.30281548507462	-30.830847785977852	-30.979438819320208	-30.656953484320557		-0.12	-17.634489530685922		0.4799638	0.07947041999526801		-0.12	-16.741766728280965		0.4799485	0.3023647849337499		-0.12	-17.401451785714286		0.4799593	0.10912979783652484		-0.12	-17.25259787234043		0.4799509	0.10907653593816512		-0.12	-16.971863119266057
0.6079	-28.72145284403669	-29.260206066176465	-29.674848694029844	-28.926069741697415	-29.354836851520567	-28.98893885017422		-0.1	-17.590753429602888		0.4999812	0.08937276069889091		-0.1	-16.691380036968578		0.4999679	0.32103213735999997		-0.1	-17.338888928571425		0.4999795	0.1191503589462766		-0.1	-17.194260638297877		0.4999826	0.11885917423761465		-0.1	-16.92094458715596
0.62805	-26.25028844036697	-26.80725716911764	-27.163786007462683	-26.141567158671585	-26.820559749552768	-26.429897038327525		-0.08	-17.515874729241876		0.5199948	0.10120307465859518		-0.08	-16.626580036968576		0.5199937	0.34103271368374993		-0.08	-17.285313214285715		0.5200042	0.13155199893351066		-0.08	-17.15636489361702		0.5199989	0.13254547481192658		-0.08	-16.881549357798164
0.64825	-22.74843853211009	-23.14174852941176	-23.475822201492534	-22.151535608856083	-23.04515098389982	-22.665454181184668		-0.06	-17.460480866425993		0.540031	0.1146755506242144		-0.06	-16.583988909426985		0.5400265	0.3662832568724999		-0.06	-17.22299142857143		0.5400406	0.14667068650549644		-0.06	-17.1081670212766		0.5400365	0.14829061589614675		-0.06	-16.826935045871558
0.6684	-18.210401834862385	-18.247575551470586	-18.520161380597013	-17.029749077490774	-17.927509481216454	-17.490608885017423		-0.04	-17.397698555956676		0.5600569	0.13403593398133085		-0.04	-16.537215526802218		0.560043	0.3933573641524999		-0.04	-17.156060357142856		0.5600576	0.1660087542315603		-0.04	-17.03722021276596		0.5600442	0.1689167715238532		-0.04	-16.7794447706422
0.6886	-12.256213211009172	-11.658207904411762	-11.829541791044775	-10.390995885608854	-11.020414669051878	-10.84322717770035		-0.02	-17.342909025270757		0.5800018	0.15913549987042513		-0.02	-16.479063216266173		0.5799948	0.4277768350349999		-0.02	-17.08746107142857		0.5799937	0.1909510557400709		-0.02	-16.972927659574474		0.5799928	0.1966279384370642		-0.02	-16.7238495412844
0.70875	-5.118816495412844	-3.6288159374999993	-3.648407294776119	-2.5501053321033207	-2.5595844901610016	-2.43846		0.0	-17.281052707581228		0.5999847	0.19289284889038813		0.0	-16.413634380776344		0.5999891	0.4693027190774999		0.0	-17.01649928571429		0.59998	0.2249948634648936		0.0	-16.92486382978724		0.5999759	0.23183867887137607		0.0	-16.683929174311924
0.72895	3.196086220183486	5.798742022058823	6.025510410447761	6.431833726937269	7.415645957066188	7.452892003484322		0.02	-17.19529602888087		0.6199609	0.23811179399685764		0.02	-16.355302402957488		0.6199685	0.5243512888762499		0.02	-16.956626785714285		0.6199675	0.27143035371170215		0.02	-16.869379787234045		0.6199661	0.2805790700486238		0.02	-16.62109100917431
0.7491	12.449783119266055	16.34684558823529	16.94888619402985	16.298235055350553	18.64237513416815	18.53086881533101		0.04	-17.135603610108305		0.6399494	0.3045869152502772		0.04	-16.292428835489837		0.6399486	0.5979764716474998		0.04	-16.879377857142856		0.6399475	0.3358830156214539		0.04	-16.789432978723408		0.6399427	0.34819304113100913		0.04	-16.55532
0.7693	22.44724844036697	27.818011764705876	28.86542742537313	26.821108118081177	30.85331484794275	30.845410975609752		0.06	-17.068561732851986		0.659933	0.3956785959530499		0.06	-16.229345656192237		0.6599339	0.6934288805537498		0.06	-16.79889857142857		0.6599418	0.4261458104340426		0.06	-16.732014893617027		0.6599316	0.4416396692258715		0.06	-16.491808073394495
0.78945	32.981224954128436	39.97863694852941	41.58567929104478	37.789096494464935	43.8272694096601	43.89977142857143		0.08	-16.991918772563174		0.6799256	0.526677648155268		0.08	-16.15001256931608		0.6799296	0.8234386534549998		0.08	-16.717869642857146		0.6799178	0.5536115145663122		0.08	-16.664428723404257		0.6799261	0.5713489993361467		0.08	-16.452799266055045
0.80965	43.78229614678899	52.561303124999995	54.81283768656716	48.94191420664207	57.269082826475845	57.50099425087109		0.1	-16.904261371841155		0.699921	0.7107713753905728		0.1	-16.079722735674675		0.6999241	1.0078443663749996		0.1	-16.63845107142857		0.6999229	0.7340895189969857		0.1	-16.597397872340427		0.6999218	0.7559414549348622		0.1	-16.381073394495413
0.8298	54.51778073394494	65.21687481617646	68.18602667910447	59.928727306273046	70.78422128801431	71.28648397212544		0.12	-16.83172202166065		0.719955	0.9714718803495377		0.12	-16.02647134935305		0.7199588	1.2642676983749999		0.12	-16.565483571428572		0.7199532	0.9900966207429079		0.12	-16.52648936170213		0.7199557	1.0160708357376145		0.12	-16.311061651376146
0.85	65.0537862385321	77.7701713235294	81.5613212686567	70.63448413284132	84.20607960644007	85.04634355400697		0.14	-16.74266101083032		0.739954	1.3391495778687612		0.14	-15.942397042513864		0.7399575	1.621123502075		0.14	-16.46395392857143		0.7399526	1.349985265925532		0.14	-16.442415957446812		0.7399426	1.3799968307743118		0.14	-16.23591743119266
								0.16	-16.66280144404332		0.7599828	1.8529760007467648		0.16	-15.864790757855822		0.7599623	2.1076962245624995		0.16	-16.374728571428573		0.7599764	1.8553515209361702		0.16	-16.35468510638298		0.7599746	1.8931345149724768		0.16	-16.168481834862387
								0.18	-16.55640974729242		0.7799791	2.560436201798521		0.18	-15.788162661737523		0.7799796	2.7883559136124996		0.18	-16.292417142857143		0.7799773	2.5530672810851063		0.18	-16.281153191489366		0.7799776	2.600462503735779		0.18	-16.094080733944953
								0.2	-16.468742599277977		0.8000045	3.526996069354898		0.2	-15.71248280961183		0.8000079	3.7184034930624996		0.2	-16.2003375		0.8000049	3.5078493683457443		0.2	-16.19648617021277		0.8000022	3.5801134922128433		0.2	-16.015131743119262
								0.22	-16.368189530685918		0.820034	4.813646769966727		0.22	-15.62523438077634		0.8200362	4.973180673862499		0.22	-16.08899142857143		0.820036	4.78749471677837		0.22	-16.104982978723406		0.8200318	4.9045308439155955		0.22	-15.939184954128443
								0.24	-16.272451624548737		0.8400599	6.49220943478743		0.24	-15.524810351201477		0.8400592	6.635422359224999		0.24	-15.978474642857144		0.8400556	6.468275595287234		0.24	-16.003914893617022		0.8400574	6.662704741988989		0.24	-15.851635596330274
								0.26	-16.159080866425988		0.8600481	8.627103887364141		0.26	-15.42586358595194		0.8600461	8.794305857149999		0.26	-15.8706675		0.8600423	8.61909670594149		0.26	-15.909156382978729		0.8600492	8.94362834206055		0.26	-15.75869614678899
								0.28	-16.046363176895305		0.8799996	11.273294443900182		0.28	-15.335840295748614		0.8800043	11.538606367749997		0.28	-15.759157499999999		0.8800043	11.304863488085108		0.28	-15.809227659574468		0.8800045	11.833998061559631		0.28	-15.658969541284403
								0.3	-15.942915162454874		0.8999917	14.47891405859519		0.3	-15.223248798521256		0.8999969	14.960361275749996		0.3	-15.634349999999998		0.8999925	14.582736579485815		0.3	-15.694717021276599		0.8999927	15.415631483192659		0.3	-15.559936513761468
								0.32	-15.82190252707581		0.9199749	18.259440098373382		0.32	-15.11114639556377		0.919952	19.153980113124994		0.32	-15.511085357142855		0.9199743	18.47654591789007		0.32	-15.587942553191493		0.9199498	19.751126117376142		0.32	-15.466878165137615
								0.34	-15.678773285198558		0.9399359	22.64903935478743		0.34	-14.990280221811458		0.9399388	24.080746736749997		0.34	-15.374629285714285		0.9399358	23.0303054145922		0.34	-15.477290425531917		0.9399376	24.821725599100912		0.34	-15.359977981651376
								0.36	-15.557682671480142		0.9599221	27.593731690905727		0.36	-14.892531238447319		0.9599257	29.811497706374993		0.36	-15.242068928571427		0.9599234	28.170846848989363		0.36	-15.362482978723406		0.9599259	30.64872281183486		0.36	-15.244853944954128
								0.38	-15.432498194945849		0.9799145	33.0816590441035		0.38	-14.770986321626618		0.979918	36.322984050375		0.38	-15.10059857142857		0.9799131	33.90383831668439		0.38	-15.242361702127663		0.9799168	37.20300724295412		0.38	-15.130651376146787
								0.4	-15.279650902527075		0.9999458	39.10790051802218		0.4	-14.643552310536045		0.9999474	43.59802216549999		0.4	-14.94291857142857		0.9999436	40.224540447198585		0.4	-15.104537234042557		0.9999462	44.464772250275225		0.4	-15.005599266055045
								0.42	-15.137038267148013		1.019977	45.61394435920517		0.42	-14.507224768946395		1.019977	51.60395163412499		0.42	-14.792567142857141		1.019974	47.034987101666665		0.42	-14.97218936170213		1.019978	52.363064674880725		0.42	-14.880339082568806
								0.44	-14.981461732851987		1.039966	52.58639534876154		0.44	-14.378004066543436		1.039969	60.246127638124996		0.44	-14.645677499999998		1.039969	54.30766120785461		0.44	-14.834527659574471		1.039969	60.85262351552293		0.44	-14.752750458715598
								0.46	-14.848674368231045		1.059991	59.98391995358594		0.46	-14.240578558225508		1.059997	69.51435765862499		0.46	-14.471768571428571		1.059988	62.00658184806738		0.46	-14.682686170212769		1.05999	69.89941384678897		0.46	-14.604136513761468
								0.48	-14.688964981949457		1.080019	67.75885634789279		0.48	-14.075504251386322		1.080021	79.34909694249998		0.48	-14.289904285714286		1.080019	70.11106813294326		0.48	-14.52197872340426		1.08002	79.44750345500916		0.48	-14.466857614678899
								0.5	-14.515950541516244		1.100048	75.90310950744916		0.5	-13.916189279112753		1.100047	89.69824503612499		0.5	-14.11948607142857		1.100048	78.56150931379433		0.5	-14.365991489361704		1.100048	89.46684054141282		0.5	-14.307037431192661
								0.52	-14.343969314079422		1.120073	84.40071895907577		0.52	-13.76150573012939		1.120077	100.513086135		0.52	-13.936763571428571		1.120075	87.32257553796099		0.52	-14.215815957446813		1.120075	99.92386577779814		0.52	-14.14719743119266
								0.54	-14.175263176895308		1.140059	93.20615892530498		0.54	-13.588176709796674		1.140061	111.73073905124998		0.54	-13.738091785714284		1.140059	96.339242235461		0.54	-14.037213829787238		1.140062	110.75192619669721		0.54	-13.972465321100916
								0.56	-13.970053429602888		1.160045	102.28686964158963		0.56	-13.39648170055453		1.160048	123.35358557499998		0.56	-13.530307500000001		1.160046	105.61653601134752		0.56	-13.857836170212767		1.160047	121.89833949871559		0.56	-13.783931009174312
								0.58	-13.768508664259928		1.179993	111.60273532199629		0.58	-13.193707208872459		1.179998	135.27941123124998		0.58	-13.298011071428572		1.179995	115.1171067964539		0.58	-13.65151595744681		1.179996	133.35616989119262		0.58	-13.591978348623853
								0.6	-13.53206859205776		1.199972	121.17752199944546		0.6	-12.9604292051756		1.199975	147.54485894499996		0.6	-13.063545000000001		1.199971	124.8508163111702		0.6	-13.43358191489362		1.199974	145.12512012587155		0.6	-13.37659266055046
								0.62	-13.280344765342962		1.199969	121.99590798817003		0.62	-12.699692051756006		1.199975	148.50528929499998		0.62	-12.796418571428571		1.199972	125.49221111595745		0.62	-13.182625531914896		1.199971	146.09266320201831		0.62	-13.118135779816514
								0.64	-12.99620144404332					0.64	-12.39451719038817					0.64	-12.494172857142857					0.64	-12.896818085106386					0.64	-12.829567706422019
								0.66	-12.63513249097473					0.66	-12.031469500924215					0.66	-12.137329285714285					0.66	-12.554253191489364					0.66	-12.479548623853212
								0.68	-12.222276173285197					0.68	-11.57346765249538					0.68	-11.750689285714286					0.68	-12.15158936170213					0.68	-12.08075119266055
								0.7	-11.708974007220215					0.7	-11.01630942698706					0.7	-11.246869285714284					0.7	-11.644410638297874					0.7	-11.562638532110093
								0.72	-11.061880505415163					0.72	-10.301093900184842					0.72	-10.631076428571427					0.72	-11.00428085106383					0.72	-10.920603302752294
								0.74	-10.235251624548736					0.74	-9.383449242144177					0.74	-9.8579025					0.74	-10.189809574468086					0.74	-10.10717504587156
								0.76	-9.180340180505414					0.76	-8.200330203327171					0.76	-8.867863607142857					0.76	-9.139281702127661					0.76	-9.037946311926605
								0.78	-7.8497275451263535					0.78	-6.700386876155267					0.78	-7.596385392857142					0.78	-7.79547925531915					0.78	-7.6458808073394495
								0.8	-6.171243790613719					0.8	-4.79440247689464					0.8	-5.955523071428571					0.8	-6.075967978723405					0.8	-5.857875412844037
								0.82	-4.081265415162455					0.82	-2.418903548983364					0.82	-3.8634502500000005					0.82	-3.8797918085106393					0.82	-3.5718096880733943
								0.84	-1.5416005776173287					0.84	0.46960406284658035					0.84	-1.2481444285714287					0.84	-1.1845005319148938					0.84	-0.6949246128440366
								0.86	1.463352238267148					0.86	3.939771127541589					0.86	2.005668					0.86	2.125082872340426					0.86	2.8512515229357795
								0.88	4.973437039711191					0.88	7.983227245841036					0.88	5.949360321428571					0.88	6.03007755319149					0.88	7.132333871559633
								0.9	8.93902061371841					0.9	12.620358964879852					0.9	10.641201428571428					0.9	10.579988297872342					0.9	12.187235229357796
								0.92	13.361296028880867					0.92	17.82375304990758					0.92	16.070698928571428					0.92	15.74161276595745					0.92	17.99172990825688
								0.94	18.202522743682312					0.94	23.567226987060998					0.94	22.26533785714286					0.94	21.506945744680856					0.94	24.542534311926605
								0.96	23.46142093862816					0.96	29.777446580406657					0.96	29.132537142857142					0.96	27.77590531914894					0.96	31.749651743119262
								0.98	29.006207220216606					0.98	36.43221293900184					0.98	36.654515357142856					0.98	34.53766276595746					0.98	39.572458348623854
								1.0	34.8952678700361					1.0	43.49879667282809					1.0	44.79857357142857					1.0	41.7475340425532					1.0	47.96670385321101
								1.02	41.04953285198556					1.02	50.920592606284664					1.02	53.49594857142857					1.02	49.3549085106383					1.02	56.85579743119266
								1.04	47.4477238267148					1.04	58.63290055452865					1.04	62.653635					1.04	57.27164361702129					1.04	66.15641064220183
								1.06	54.05990685920578					1.06	66.67526728280961					1.06	72.33285535714285					1.06	65.53690851063831					1.06	75.90328183486238
								1.08	60.8999036101083					1.08	74.9572303142329					1.08	82.40104928571428					1.08	74.08822978723406					1.08	85.9588447706422
								1.1	67.88830288808664					1.1	83.50351386321627					1.1	92.91512892857143					1.1	82.89762127659574					1.1	96.3882957798165
								1.12	75.066121299639					1.12	92.2587404805915					1.12	103.67074285714286					1.12	91.9326925531915					1.12	107.08923302752294
								1.14	82.3857238267148					1.14	101.25608872458412					1.14	114.8621464285714					1.14	101.21170212765958					1.14	118.06361834862385
								1.16	89.86831083032492					1.16	110.3790942698706					1.16	126.27842142857143					1.16	110.58941489361703					1.16	129.26292110091745
								1.18	97.38301516245487					1.18	119.7403585951941					1.18	138.06719999999999					1.18	120.25867021276598					1.18	140.74153761467892
								1.2	105.13692779783393					1.2	129.2164103512015					1.2	150.0260785714286					1.2	130.01084042553194					1.2	152.40345688073396
