Sample name: 	SAMPLE
Cell name: 	f1
Cell Area (cm²) 	0.57
Frequency [Hz]: 	1.0E5
Temperature [K]: 	263
Oscillation Level [V]: 	0.030
# of Averaging points: 	2
Initial Delay [min]: 	1
Step Delay [sec]: 	1
ALC: 	ON
Cable Correction: 	ON

Voltage	Capacitance	Rp [Ohm]

-2.5	1.075817E-08	3067.247	
-2.45	1.093303E-08	3007.502	
-2.4	1.111031E-08	2947.227	
-2.35	1.12894E-08	2890.772	
-2.3	1.14717E-08	2832.409	
-2.25	1.165617E-08	2776.79	
-2.2	1.184423E-08	2720.409	
-2.15	1.20335E-08	2665.801	
-2.1	1.222697E-08	2611.172	
-2.05	1.242369E-08	2557.826	
-2	1.262349E-08	2504.047	
-1.95	1.28261E-08	2452.25	
-1.9	1.303042E-08	2400.448	
-1.85	1.323986E-08	2349.798	
-1.8	1.345264E-08	2298.946	
-1.75	1.366898E-08	2249	
-1.7	1.38885E-08	2200.282	
-1.65	1.411202E-08	2151.379	
-1.6	1.43378E-08	2104.087	
-1.55	1.456933E-08	2056.55	
-1.5	1.480505E-08	2010.102	
-1.45	1.50451E-08	1964.356	
-1.4	1.52898E-08	1918.3	
-1.35	1.553908E-08	1873.315	
-1.3	1.579223E-08	1829.164	
-1.25	1.605305E-08	1784.869	
-1.2	1.631943E-08	1741.042	
-1.15	1.659251E-08	1697.905	
-1.1	1.687254E-08	1654.892	
-1.05	1.716074E-08	1612.163	
-1	1.745491E-08	1570.002	
-0.95	1.775999E-08	1527.824	
-0.9	1.807509E-08	1485.73	
-0.85	1.840201E-08	1443.886	
-0.8	1.87409E-08	1401.861	
-0.75	1.909451E-08	1359.587	
-0.7	1.946128E-08	1317.822	
-0.65	1.984778E-08	1275.376	
-0.6	2.025535E-08	1232.651	
-0.55	2.068632E-08	1189.438	
-0.5	2.114549E-08	1145.571	
-0.45	2.163259E-08	1101.578	
-0.4	2.215215E-08	1056.759	
-0.35	2.273087E-08	1009.589	
-0.3	2.336126E-08	961.3442	
-0.25	2.405808E-08	911.5356	
-0.2	2.483805E-08	859.6339	
-0.15	2.571818E-08	805.5779	
-0.1	2.673927E-08	748.2008	
-0.05	2.793557E-08	687.7461	
0	2.935471E-08	624.103	
0.05	3.104048E-08	558.3926	
0.1	3.306081E-08	491.4941	
0.15	3.544284E-08	425.5678	
0.2	3.821567E-08	361.67	
0.25	4.144969E-08	299.2414	
0.3	4.533149E-08	236.8074	
0.35	5.020717E-08	175.4858	
0.4	5.677652E-08	119.8022	
0.45	6.60165E-08	76.84174	
0.5	7.974522E-08	48.67344	
0.55	9.990465E-08	33.22856	
0.6	1.221629E-07	25.59782	
0.65	1.398769E-07	21.00196	
0.7	1.515412E-07	17.77147	
