"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
01:06:00:05;82.944;5.771;0.209
"V [mV]";"J [mA/cm^2]"
-300;-42.7978516666667
-288;-42.7246093333333
-276;-42.779541
-264;-42.7612303333333
-252;-42.7307128333333
-240;-42.6452636666667
-228;-42.6757813333333
-216;-42.565918
-204;-42.5720215
-192;-42.553711
-180;-42.565918
-168;-42.5048828333333
-156;-42.4987793333333
-144;-42.3950195
-132;-42.3461913333333
-120;-42.2668458333333
-108;-42.2180175
-96;-42.199707
-84;-42.1020508333333
-72;-41.96167
-60;-41.8090821666667
-48;-41.644287
-36;-41.4428711666667
-24;-41.2963868333333
-12;-40.9973145
0;-40.625
12;-40.2648925
24;-39.7155761666667
36;-39.2333985
48;-38.5620116666667
60;-37.8234863333333
72;-36.8225098333333
84;-35.8215331666667
96;-34.6923828333333
108;-33.428955
120;-32.05566405
132;-30.4809570166667
144;-28.7170410166667
156;-26.8249511666667
168;-24.8352050833333
180;-22.9248046833333
192;-20.8374023333333
204;-18.6401367166667
216;-16.5771484333333
228;-14.6240234333333
240;-12.6220703166667
252;-10.9558105333333
264;-9.26513671666667
276;-7.7697754
288;-6.51855468333333
300;-5.40771485
312;-4.5288086
324;-3.6743164
336;-3.04565429666667
348;-2.45971679833333
360;-2.06909179666667
372;-1.794433595
384;-1.47705078166667
396;-1.28784179833333
408;-1.09252929666667
420;-0.952148438333333
432;-0.787353516666667
444;-0.665283203333333
456;-0.57373047
468;-0.549316406666667
480;-0.402832031666667
492;-0.341796875
504;-0.360107421666667
516;-0.274658203
528;-0.244140625
540;-0.225830078166667
552;-0.177001953166667
564;-0.170898437666667
576;-0.128173828166667
588;-0.0854492186666667
600;-0.109863281333333
612;-0.06103515625
624;0.0183105468333333
636;0.0244140625
648;0.0915527343333333
660;0.128173828166667
672;0.225830078166667
684;0.183105468666667
696;0.305175781833333
708;0.323486329
720;0.439453125
732;0.500488281666667
744;0.610351563333333
756;0.762939453333333
768;0.927734375
780;1.11083984333333
792;1.30615234333333
804;1.62963867166667
816;1.83105468833333
828;2.28881836
840;2.734375
852;3.27758789666667
864;4.05273438333333
876;4.96826171666667
888;5.92651366666667
900;7.24487305
