"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
01:18:00:09;82.963;5.777;0.206
"V [mV]";"J [mA/cm^2]"
-300;-42.7185058333333
-288;-42.7062988333333
-276;-42.7734375
-264;-42.7124023333333
-252;-42.6330566666667
-240;-42.6391601666667
-228;-42.614746
-216;-42.5537108333333
-204;-42.578125
-192;-42.5292968333333
-180;-42.5354005
-168;-42.4682618333333
-156;-42.4194336666667
-144;-42.3706053333333
-132;-42.3217773333333
-120;-42.2058105
-108;-42.126465
-96;-42.1020508333333
-84;-41.9494628333333
-72;-41.9128418333333
-60;-41.784668
-48;-41.6198731666667
-36;-41.2963868333333
-24;-41.1193846666667
-12;-40.8325195
0;-40.5273438333333
12;-40.0695801666667
24;-39.6118165
36;-39.0136718333333
48;-38.3483886666667
60;-37.512207
72;-36.49292
84;-35.4125976666667
96;-34.2407226666667
108;-32.9223632833333
120;-31.4331054666667
132;-29.8095703166667
144;-27.9663086
156;-26.0986328166667
168;-24.0905761666667
180;-22.0764160166667
192;-20.0073242166667
204;-17.74902345
216;-15.7287597666667
228;-13.7145996166667
240;-11.7919921833333
252;-10.1623535166667
264;-8.56323243333333
276;-7.15332031666667
288;-6.04248046666667
300;-4.98046875
312;-4.10766601666667
324;-3.46679688333333
336;-2.77709961
348;-2.30712890666667
360;-1.94091797
372;-1.57470703166667
384;-1.31225586
396;-1.21459960833333
408;-0.92163086
420;-0.799560546666667
432;-0.76904297
444;-0.653076171666667
456;-0.500488281666667
468;-0.494384765
480;-0.415039063333333
492;-0.299072265833333
504;-0.341796875666667
516;-0.299072265666667
528;-0.250244140666667
540;-0.2197265625
552;-0.183105468666667
564;-0.1892089845
576;-0.109863281166667
588;-0.0793457031333333
600;-0.0732421875
612;-0.0671386718333333
624;-0.00610351566666667
636;0.10986328125
648;0.0427246093333333
660;0.0915527343333333
672;0.207519531166667
684;0.1892089845
696;0.286865234333333
708;0.335693359333333
720;0.384521485
732;0.469970703333333
744;0.549316406666667
756;0.67138672
768;0.805664063333333
780;0.9765625
792;1.14135742166667
804;1.45263671833333
816;1.59301757833333
828;2.00805664166667
840;2.36816406166667
852;2.880859375
864;3.47900391666667
876;4.20532226666667
888;5.05371095
900;6.18286133333333
