"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
01:08:00:06;83.018;5.771;0.206
"V [mV]";"J [mA/cm^2]"
-300;-42.8161621666667
-288;-42.755127
-276;-42.8283691666667
-264;-42.7368163333333
-252;-42.7490233333333
-240;-42.767334
-228;-42.718506
-216;-42.6391601666667
-204;-42.614746
-192;-42.578125
-180;-42.6208496666667
-168;-42.4743653333333
-156;-42.5109863333333
-144;-42.4621583333333
-132;-42.41333
-120;-42.2790528333333
-108;-42.2546386666667
-96;-42.1264648333333
-84;-42.010498
-72;-41.9372558333333
-60;-41.6992186666667
-48;-41.6625976666667
-36;-41.5222168333333
-24;-41.241455
-12;-40.9851073333333
0;-40.5822753333333
12;-40.197754
24;-39.7338868333333
36;-39.1784668333333
48;-38.4277343333333
60;-37.6708983333333
72;-36.6760253333333
84;-35.7299803333333
96;-34.4665526666667
108;-33.2763671333333
120;-31.7871093833333
132;-30.1086425666667
144;-28.45458985
156;-26.5197754
168;-24.59106445
180;-22.63793945
192;-20.4956054666667
204;-18.2800293
216;-16.2475586
228;-14.1723632833333
240;-12.3474121166667
252;-10.6933593666667
264;-9.00268555
276;-7.59887695
288;-6.40869141666667
300;-5.35888671666667
312;-4.40673828333333
324;-3.68652343333333
336;-2.95410156333333
348;-2.48413086
360;-2.13623047
372;-1.7578125
384;-1.47094726666667
396;-1.25122070333333
408;-1.068115235
420;-0.848388671666667
432;-0.860595703333333
444;-0.68359375
456;-0.604248046666667
468;-0.543212891666667
480;-0.494384766666667
492;-0.427246095
504;-0.366210936666667
516;-0.280761718833333
528;-0.213623046833333
540;-0.2685546875
552;-0.207519531333333
564;-0.164794922
576;-0.134277343833333
588;-0.09765625
600;0
612;-0.0122070313333333
624;0.03662109375
636;0.09765625
648;0.0610351561666667
660;0.1403808595
672;0.152587890666667
684;0.225830078166667
696;0.256347656166667
708;0.341796874666667
720;0.415039063333333
732;0.555419921666667
744;0.646972656666667
756;0.714111326666667
768;0.939941406666667
780;1.07421875166667
792;1.28173828166667
804;1.556396485
816;1.86767578166667
828;2.27050781333333
840;2.77709960833333
852;3.38134765166667
864;4.06494141666667
876;4.95605468333333
888;5.96313476666667
900;7.2265625
