"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
01:12:30:08;83.03;5.777;0.213
"V [mV]";"J [mA/cm^2]"
-300;-42.7490233333333
-288;-42.7734375
-276;-42.7856445
-264;-42.6940918333333
-252;-42.6513671666667
-240;-42.6574706666667
-228;-42.6025391666667
-216;-42.5598145
-204;-42.5354005
-192;-42.4987793333333
-180;-42.4865723333333
-168;-42.4438476666667
-156;-42.4316406666667
-144;-42.3583985
-132;-42.3156738333333
-120;-42.2668456666667
-108;-42.2546386666667
-96;-42.1691895
-84;-42.0654296666667
-72;-41.9494628333333
-60;-41.8762206666667
-48;-41.7663573333333
-36;-41.5771483333333
-24;-41.4733886666667
-12;-41.1437988333333
0;-40.7226563333333
12;-40.6188965
24;-40.234375
36;-39.84375
48;-39.3127441666667
60;-38.684082
72;-37.9089355
84;-37.1337891666667
96;-35.9313963333333
108;-35.1501465
120;-33.6914063333333
132;-32.47680665
144;-30.8959961
156;-29.23583985
168;-27.6794433666667
180;-25.7446289
192;-24.5788574166667
204;-21.6064453
216;-19.6899414
228;-17.48046875
240;-15.3808593666667
252;-13.5009765666667
264;-11.5600586
276;-9.89379881666667
288;-8.33129883333333
300;-6.98852538333333
312;-5.79833985
324;-4.79736328333333
336;-3.93676758333333
348;-3.21044921833333
360;-2.66723632833333
372;-2.1484375
384;-1.80053710833333
396;-1.53198242333333
408;-1.28784179833333
420;-1.09252929666667
432;-0.933837891666667
444;-0.72631836
456;-0.659179688333333
468;-0.543212891666667
480;-0.47607422
492;-0.396728516666667
504;-0.360107421666667
516;-0.323486328333333
528;-0.256347656166667
540;-0.225830078
552;-0.207519531333333
564;-0.1708984375
576;-0.1403808595
588;-0.0610351563333333
600;-0.0854492188333333
612;0.0122070312
624;-0.00610351563333333
636;0.0549316405833333
648;0.0610351561666667
660;0.109863281166667
672;0.152587890666667
684;0.2502441405
696;0.299072265666667
708;0.347900390666667
720;0.402832031666667
732;0.537109375
744;0.640869141666667
756;0.73852539
768;0.842285156666667
780;0.982666016666667
792;1.18408203166667
804;1.45263672
816;1.74560546833333
828;2.05078125
840;2.45361328166667
852;2.97241211
864;3.61328125
876;4.38232421666667
888;5.37109375
900;6.43310548333333
