"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
00:17:00:04;82.982;5.776;0.205
"V [mV]";"J [mA/cm^2]"
-300;-42.8222656666667
-288;-42.8588866666667
-276;-42.779541
-264;-42.7856445
-252;-42.7185058333333
-240;-42.779541
-228;-42.7246093333333
-216;-42.7062988333333
-204;-42.7124023333333
-192;-42.6208496666667
-180;-42.4743651666667
-168;-42.541504
-156;-42.4804688333333
-144;-42.4743653333333
-132;-42.3645018333333
-120;-42.3828125
-108;-42.2729491666667
-96;-42.1936035
-84;-42.0532226666667
-72;-41.998291
-60;-41.8395995
-48;-41.6809083333333
-36;-41.5649413333333
-24;-41.3085936666667
-12;-41.1010741666667
0;-40.7836915
12;-40.3930663333333
24;-39.9108886666667
36;-39.4165038333333
48;-38.873291
60;-38.0737305
72;-37.1459961666667
84;-36.2426758333333
96;-35.0646973333333
108;-33.9599608333333
120;-32.5134277333333
132;-30.9448242166667
144;-29.2175293
156;-27.4719238166667
168;-25.5004882833333
180;-23.6206054666667
192;-21.5759277333333
204;-19.2504882833333
216;-17.2546386666667
228;-15.2587890666667
240;-13.29956055
252;-11.5905761666667
264;-9.79003906666667
276;-8.23364256666667
288;-6.99462891666667
300;-5.71289061666667
312;-4.8828125
324;-4.01000976666667
336;-3.27758789
348;-2.770996095
360;-2.24609375
372;-1.97143554833333
384;-1.59912109333333
396;-1.28784179666667
408;-1.12915039166667
420;-0.946044921666667
432;-0.854492188333333
444;-0.732421875
456;-0.561523436666667
468;-0.518798828333333
480;-0.476074218333333
492;-0.402832031666667
504;-0.37841797
516;-0.29296875
528;-0.2685546875
540;-0.244140625
552;-0.170898437666667
564;-0.207519531333333
576;-0.134277343666667
588;-0.0671386719166667
600;-0.0366210936666667
612;0.00610351558333333
624;0
636;0.079345703
648;0.1403808595
660;0.1403808595
672;0.1892089845
684;0.280761718666667
696;0.311279296833333
708;0.354003906333333
720;0.537109375
732;0.537109375
744;0.714111328333333
756;0.805664063333333
768;1.013183595
780;1.14135742166667
792;1.51367187666667
804;1.72729492166667
816;2.07519531166667
828;2.50854492166667
840;3.10668945333333
852;3.61938476666667
864;4.55932618333333
876;5.45654296666667
888;6.5979004
900;7.95898438333333
