"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
01:11:00:07;82.968;5.775;0.214
"V [mV]";"J [mA/cm^2]"
-300;-42.779541
-288;-42.8344726666667
-276;-42.7124023333333
-264;-42.7612305
-252;-42.7124023333333
-240;-42.6940918333333
-228;-42.6208495
-216;-42.6147461666667
-204;-42.578125
-192;-42.5598145
-180;-42.4987793333333
-168;-42.5109863333333
-156;-42.4804686666667
-144;-42.4133301666667
-132;-42.2607423333333
-120;-42.2729491666667
-108;-42.2851561666667
-96;-42.0959473333333
-84;-42.0043945
-72;-41.986084
-60;-41.8029786666667
-48;-41.6687011666667
-36;-41.4978026666667
-24;-41.3574218333333
-12;-41.1132813333333
0;-40.7836913333333
12;-40.5395506666667
24;-40.0573731666667
36;-39.5202636666667
48;-38.9953613333333
60;-38.3666991666667
72;-37.524414
84;-36.6149901666667
96;-35.6262208333333
108;-34.5031738333333
120;-33.1298828166667
132;-31.6955566333333
144;-30.0903320333333
156;-28.3569335833333
168;-26.4831542833333
180;-24.6459961
192;-22.65625
204;-20.3491211
216;-18.3471679666667
228;-16.2963867166667
240;-14.3005371166667
252;-12.5
264;-10.60791015
276;-8.91113281666667
288;-7.62329101666667
300;-6.37207031666667
312;-5.32226561666667
324;-4.38842773333333
336;-3.58886718333333
348;-2.96630859333333
360;-2.478027345
372;-2.11791992166667
384;-1.66625976666667
396;-1.47705078166667
408;-1.15356445333333
420;-1.03759765666667
432;-0.872802735
444;-0.78125
456;-0.592041015
468;-0.573730468333333
480;-0.408935546666667
492;-0.3051757815
504;-0.384521485
516;-0.3112792965
528;-0.256347656166667
540;-0.2197265625
552;-0.1220703125
564;-0.183105468833333
576;-0.115966797
588;-0.09765625
600;-0.0366210938
612;-0.0305175780833333
624;0
636;0.0732421873333333
648;0.079345703
660;0.183105468833333
672;0.177001953166667
684;0.2197265625
696;0.311279297
708;0.366210938333333
720;0.421142578333333
732;0.482177735
744;0.592041015
756;0.744628905
768;0.903320313333333
780;1.07421875
792;1.22680664
804;1.58081054666667
816;1.88598632833333
828;2.22167968833333
840;2.65502929666667
852;3.125
864;3.83911133333333
876;4.71801758333333
888;5.61523438333333
900;6.7932129
