"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
00:18:30:04;82.901;5.773;0.208
"V [mV]";"J [mA/cm^2]"
-300;-42.7124023333333
-288;-42.8466796666667
-276;-42.7856445
-264;-42.7917481666667
-252;-42.7612305
-240;-42.7124023333333
-228;-42.6696776666667
-216;-42.578125
-204;-42.6269531666667
-192;-42.6269531666667
-180;-42.5048828333333
-168;-42.5231933333333
-156;-42.4743653333333
-144;-42.4743651666667
-132;-42.3950195
-120;-42.3400878333333
-108;-42.3217773333333
-96;-42.199707
-84;-42.0898436666667
-72;-42.0532226666667
-60;-41.973877
-48;-41.7358398333333
-36;-41.5466308333333
-24;-41.3269043333333
-12;-41.1193846666667
0;-40.802002
12;-40.39917
24;-39.9047851666667
36;-39.3676756666667
48;-38.8000488333333
60;-38.0981445
72;-37.097168
84;-36.1755371666667
96;-35.0219726666667
108;-33.7890625
120;-32.3852539166667
132;-30.79833985
144;-29.1931152333333
156;-27.3498535166667
168;-25.4638671833333
180;-23.49853515
192;-21.4355468833333
204;-19.19555665
216;-17.1447753833333
228;-15.1123046833333
240;-13.0798339833333
252;-11.4501953166667
264;-9.63745116666667
276;-8.1604004
288;-6.86645506666667
300;-5.68847656666667
312;-4.79125976666667
324;-3.92456055
336;-3.21655273333333
348;-2.71606445333333
360;-2.27050781333333
372;-1.91650390666667
384;-1.59301757833333
396;-1.34887695333333
408;-1.16577148333333
420;-0.921630858333333
432;-0.817871093333333
444;-0.646972655
456;-0.634765626666667
468;-0.579833985
480;-0.50048828
492;-0.427246095
504;-0.360107423333333
516;-0.329589844
528;-0.256347656166667
540;-0.274658203166667
552;-0.231933593833333
564;-0.1953125
576;-0.128173828166667
588;-0.128173828166667
600;-0.09765625
612;0
624;0.00610351561666667
636;0.03662109375
648;0.0549316405833333
660;0.1403808595
672;0.183105468833333
684;0.2380371095
696;0.354003907
708;0.329589843333333
720;0.44555664
732;0.524902343333333
744;0.653076171666667
756;0.805664063333333
768;0.921630858333333
780;1.177978515
792;1.39770507833333
804;1.654052735
816;2.02636718666667
828;2.49633789
840;3.033447265
852;3.58276366666667
864;4.37011718333333
876;5.41381835
888;6.45751953333333
900;7.87963866666667
