"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
00:09:30:01;82.96;5.774;0.213
"V [mV]";"J [mA/cm^2]"
-300;-42.8283691666667
-288;-42.8588866666667
-276;-42.8100585
-264;-42.7978516666667
-252;-42.7612303333333
-240;-42.755127
-228;-42.6879883333333
-216;-42.7124023333333
-204;-42.6269531666667
-192;-42.614746
-180;-42.6269531666667
-168;-42.5598143333333
-156;-42.4560546666667
-144;-42.4438476666667
-132;-42.388916
-120;-42.3034666666667
-108;-42.3156738333333
-96;-42.1875
-84;-42.1081543333333
-72;-42.0532226666667
-60;-41.8884278333333
-48;-41.7175293333333
-36;-41.5527343333333
-24;-41.430664
-12;-41.1376953333333
0;-40.8752441666667
12;-40.4968263333333
24;-40.008545
36;-39.5629881666667
48;-38.9221191666667
60;-38.2019043333333
72;-37.3779296666667
84;-36.4746095
96;-35.3515625
108;-34.124756
120;-32.7819824333333
132;-31.23168945
144;-29.6203613333333
156;-27.8198242166667
168;-25.9033203166667
180;-24.0112304666667
192;-21.9177246
204;-19.6777343666667
216;-17.67578125
228;-15.6188964833333
240;-13.7084961
252;-11.8835449333333
264;-10.1013183666667
276;-8.52661133333333
288;-7.24487305
300;-5.99975586666667
312;-5.04150391666667
324;-4.16870116666667
336;-3.39355468333333
348;-2.86254882833333
360;-2.392578125
372;-1.947021485
384;-1.611328125
396;-1.30004882833333
408;-1.20849609333333
420;-1.00708007833333
432;-0.848388671666667
444;-0.744628905
456;-0.634765625
468;-0.451660156666667
480;-0.463867186666667
492;-0.390625
504;-0.366210938333333
516;-0.286865234666667
528;-0.280761718666667
540;-0.231933593833333
552;-0.158691406333333
564;-0.134277343833333
576;-0.134277343833333
588;-0.0854492188333333
600;-0.0305175781333333
612;0.00610351563333333
624;0.0854492186666667
636;0.0610351563333333
648;0.128173828166667
660;0.177001953166667
672;0.152587890666667
684;0.231933593666667
696;0.341796876666667
708;0.335693360166667
720;0.48828125
732;0.579833985
744;0.671386718333333
756;0.799560546666667
768;1.025390625
780;1.20849609333333
792;1.45874023333333
804;1.73339843666667
816;2.11181640666667
828;2.587890625
840;3.16772461
852;3.82080078333333
864;4.65087891666667
876;5.60913086666667
888;6.81152343333333
900;8.21533203333333
