"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
00:12:00:01;82.926;5.777;0.212
"V [mV]";"J [mA/cm^2]"
-300;-42.7246093333333
-288;-42.8710938333333
-276;-42.7490235
-264;-42.8222656666667
-252;-42.7429198333333
-240;-42.767334
-228;-42.7246093333333
-216;-42.6696776666667
-204;-42.6757813333333
-192;-42.565918
-180;-42.6269531666667
-168;-42.6086425
-156;-42.5109863333333
-144;-42.4438476666667
-132;-42.4194336666667
-120;-42.3645018333333
-108;-42.2668456666667
-96;-42.2302245
-84;-42.1142578333333
-72;-42.0410156666667
-60;-41.9311523333333
-48;-41.7663575
-36;-41.5588378333333
-24;-41.381836
-12;-41.1560058333333
0;-40.8447266666667
12;-40.435791
24;-40.0146485
36;-39.3798828333333
48;-38.9160156666667
60;-38.2263183333333
72;-37.2497558333333
84;-36.2609863333333
96;-35.2478026666667
108;-34.0820311666667
120;-32.63549805
132;-31.1706543
144;-29.43115235
156;-27.6245117166667
168;-25.7568359333333
180;-23.8159179833333
192;-21.6796875
204;-19.5373535166667
216;-17.4743652333333
228;-15.4541015666667
240;-13.5070800833333
252;-11.7065429666667
264;-9.94262695
276;-8.42285155
288;-7.1899414
300;-5.88989258333333
312;-4.8828125
324;-4.13208008333333
336;-3.387451165
348;-2.81372070333333
360;-2.34375
372;-1.97143554666667
384;-1.654052735
396;-1.43432617166667
408;-1.20849609333333
420;-0.964355468333333
432;-0.811767578333333
444;-0.756835938333333
456;-0.68359375
468;-0.567626953333333
480;-0.463867188333333
492;-0.43334961
504;-0.366210938333333
516;-0.299072265666667
528;-0.231933593833333
540;-0.207519531333333
552;-0.140380859333333
564;-0.1953125
576;-0.146484375
588;-0.0732421875
600;-0.1220703125
612;-0.0793457031666667
624;0.0305175781666667
636;0.0549316405833333
648;0.158691406333333
660;0.195312500166667
672;0.189208984333333
684;0.29296875
696;0.3173828125
708;0.390625
720;0.500488281666667
732;0.659179688333333
744;0.689697265
756;0.848388671666667
768;0.988769531666667
780;1.263427735
792;1.50756836
804;1.88598632833333
816;2.06909179666667
828;2.55126953166667
840;3.12500000166667
852;3.7475586
864;4.62036133333333
876;5.56030273333333
888;6.78710938333333
900;8.14208985
