"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
00:12:30:01;82.975;5.773;0.212
"V [mV]";"J [mA/cm^2]"
-300;-42.8161621666667
-288;-42.8894041666667
-276;-42.779541
-264;-42.7734375
-252;-42.7856445
-240;-42.7856445
-228;-42.6574706666667
-216;-42.6757813333333
-204;-42.578125
-192;-42.6208495
-180;-42.590332
-168;-42.553711
-156;-42.4926758333333
-144;-42.4621581666667
-132;-42.4682616666667
-120;-42.4316406666667
-108;-42.3339843333333
-96;-42.236328
-84;-42.175293
-72;-42.0104981666667
-60;-41.9128416666667
-48;-41.7846678333333
-36;-41.607666
-24;-41.394043
-12;-41.1376951666667
0;-40.8630371666667
12;-40.4602051666667
24;-39.9658203333333
36;-39.4470215
48;-38.9343261666667
60;-38.1591796666667
72;-37.1948241666667
84;-36.2976073333333
96;-35.2783201666667
108;-34.0515136666667
120;-32.6538085833333
132;-31.1279296833333
144;-29.4555664166667
156;-27.6245117166667
168;-25.7141113333333
180;-23.8159179666667
192;-21.7529296833333
204;-19.53125
216;-17.4682617166667
228;-15.4235839833333
240;-13.4765625
252;-11.7553710833333
264;-9.86328125
276;-8.42895508333333
288;-7.08618163333333
300;-5.87768555
312;-4.9255371
324;-4.07714843333333
336;-3.33251953666667
348;-2.77709960833333
360;-2.37426757833333
372;-1.947021485
384;-1.59912109333333
396;-1.39770507833333
408;-1.171875
420;-0.958251951666667
432;-0.78125
444;-0.714111328333333
456;-0.646972656666667
468;-0.549316406666667
480;-0.482177735
492;-0.421142578333333
504;-0.390624999666667
516;-0.299072265666667
528;-0.274658203166667
540;-0.231933593833333
552;-0.244140625
564;-0.146484375166667
576;-0.109863281333333
588;-0.115966797
600;-0.0488281250333333
612;-0.0305175780833333
624;-0.01220703125
636;0.0793457031666667
648;0.0854492188333333
660;0.1403808595
672;0.238037109333333
684;0.189208984333333
696;0.311279297666667
708;0.421142578333333
720;0.543212891666667
732;0.579833985
744;0.677490235
756;0.86669922
768;1.02539062666667
780;1.20239257833333
792;1.49536132833333
804;1.80053711
816;2.16064453166667
828;2.61230468666667
840;3.15551757833333
852;3.78417968333333
864;4.58984375
876;5.6274414
888;6.75048828333333
900;8.12988281666667
