"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
00:13:30:02;82.973;5.775;0.208
"V [mV]";"J [mA/cm^2]"
-300;-42.8222656666667
-288;-42.8955078333333
-276;-42.8344726666667
-264;-42.8222656666667
-252;-42.7856445
-240;-42.7551268333333
-228;-42.6757811666667
-216;-42.7062988333333
-204;-42.6635741666667
-192;-42.5598143333333
-180;-42.602539
-168;-42.553711
-156;-42.5231933333333
-144;-42.3828125
-132;-42.3583985
-120;-42.3522948333333
-108;-42.3278808333333
-96;-42.1875
-84;-42.1203613333333
-72;-42.010498
-60;-41.8640136666667
-48;-41.6992186666667
-36;-41.4978026666667
-24;-41.4001465
-12;-41.0461426666667
0;-40.7226561666667
12;-40.39917
24;-39.9841308333333
36;-39.416504
48;-38.8671875
60;-38.1347656666667
72;-37.1704101666667
84;-36.2426758333333
96;-35.1501465
108;-34.0026855
120;-32.55615235
132;-31.0913085833333
144;-29.2846679666667
156;-27.4963379
168;-25.6652832166667
180;-23.7121582
192;-21.62475585
204;-19.4152832166667
216;-17.40112305
228;-15.29541015
240;-13.4216308666667
252;-11.5722656166667
264;-9.765625
276;-8.27026366666667
288;-7.03125
300;-5.9020996
312;-4.90112305
324;-4.0588379
336;-3.32031250833333
348;-2.77709961
360;-2.32543945333333
372;-1.96533203166667
384;-1.67236328166667
396;-1.42822265666667
408;-1.17797851666667
420;-1.00708007833333
432;-0.872802735
444;-0.787353516666667
456;-0.665283203333333
468;-0.537109375
480;-0.463867188333333
492;-0.390625000666667
504;-0.341796875
516;-0.317382813333333
528;-0.323486328333333
540;-0.231933593833333
552;-0.207519531333333
564;-0.146484375
576;-0.177001953166667
588;-0.103759765666667
600;-0.0732421875
612;-0.0366210938
624;0.0244140625
636;0.0854492186666667
648;0.152587890666667
660;0.152587890666667
672;0.201416015666667
684;0.225830078166667
696;0.335693360166667
708;0.451660156666667
720;0.53100586
732;0.573730468333333
744;0.72631836
756;0.799560546666667
768;1.04980468666667
780;1.26342773333333
792;1.45263672
804;1.72729492166667
816;2.06298828166667
828;2.53295898333333
840;3.05786132833333
852;3.66821288333333
864;4.55322265
876;5.55419921666667
888;6.61621095
900;8.06884766666667
