"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
01:14:30:08;83.069;5.773;0.214
"V [mV]";"J [mA/cm^2]"
-300;-42.7124023333333
-288;-42.7368163333333
-276;-42.755127
-264;-42.7124023333333
-252;-42.7062988333333
-240;-42.6452636666667
-228;-42.626953
-216;-42.5720215
-204;-42.4682616666667
-192;-42.529297
-180;-42.5231935
-168;-42.4682616666667
-156;-42.4560546666667
-144;-42.3278808333333
-132;-42.2851561666667
-120;-42.3278808333333
-108;-42.1508788333333
-96;-42.1569823333333
-84;-42.0776368333333
-72;-41.9250488333333
-60;-41.8884278333333
-48;-41.6564941666667
-36;-41.5527343333333
-24;-41.4123535
-12;-41.1621093333333
0;-40.802002
12;-40.4968261666667
24;-40.1123046666667
36;-39.6118165
48;-39.1113281666667
60;-38.4277343333333
72;-37.5671386666667
84;-36.71875
96;-35.6811523333333
108;-34.576416
120;-33.3496094333333
132;-31.85424805
144;-30.29174805
156;-28.5034179666667
168;-26.77612305
180;-24.9572753833333
192;-22.86987305
204;-20.6665039
216;-18.6889648333333
228;-16.4855957
240;-14.5507812666667
252;-12.6953125
264;-10.7482910166667
276;-9.0637207
288;-7.63549803333333
300;-6.33544921666667
312;-5.28564451666667
324;-4.34570311666667
336;-3.60717773333333
348;-2.90527343666667
360;-2.44750976666667
372;-1.99584960833333
384;-1.69067382833333
396;-1.39770507833333
408;-1.19018554666667
420;-0.964355468333333
432;-0.897216796666667
444;-0.677490235
456;-0.622558593333333
468;-0.549316406666667
480;-0.494384766666667
492;-0.366210938333333
504;-0.390625
516;-0.299072265666667
528;-0.225830078166667
540;-0.244140625
552;-0.201416015666667
564;-0.0915527343333333
576;-0.158691406333333
588;-0.103759765666667
600;-0.115966797
612;-0.0366210938
624;-0.01220703125
636;0.00610351563333333
648;0.0610351561666667
660;0.158691406166667
672;0.140380859333333
684;0.213623046833333
696;0.29296875
708;0.354003906333333
720;0.44555664
732;0.500488281666667
744;0.616455078333333
756;0.732421876666667
768;0.872802735
780;0.982666016666667
792;1.21459961
804;1.46484375
816;1.66015625
828;2.07519531333333
840;2.404785155
852;2.923583985
864;3.57666016666667
876;4.296875
888;5.16967773333333
900;6.31713866666667
