Parameters:
  Sample : 522
  Solvent : <unspecified>
  Comment : 

  Exc_Wavelength : 639.2 nm
  Exc_Bandpass : 2.0 nm
  Exc_Polarisation : 0.0 °
  Exc_Source : PDL 820
  Det_Wavelength : 0.0 nm
  Det_Bandpass : 20.0 nm
  Det_Polarisation : undefined
  Det_Lens_Position : 10.0 mm
  Det_Attenuation : 3 %
  Det_Filter : no filter (1)
  Det_Grating : 600gr_1250bl (2)
  Detector : NIR [PMT]
  Meas_Time : 0.0 s
  Meas_BinWidth : 100 ps
  Meas_BaseResolution : 25 ps
  Meas_Stop : 3600.0 s
  Meas_PeakCounts : 439955 counts
  Sync_Frequency : 8888800 Hz
  Sync_Source : PDL 820
  Signal_Rate : 14720 cps
  Start_Date : 23.11.2017
  Start_Time : 14:26:49
  PhotonCounter : TimeHarp 260 P 1028045 0111-0422-01.07
  EasyTau : 1874
  Signal_CFD Level : -100 mV
  Signal_CFD Zero Cross : -10 mV
  Signal_Offset : -60000 ps
  Signal_Enable : true
  Sync_CFD Level : -150 mV
  Sync_CFD Zero Cross : -10 mV
  Sync_Offset : 0 ps
  Sync_SyncDiv : 1 
   : 
	NOD:      	 SH:1.1.0.0 SW:1.1.7.49 HW:0.0.1.0 AUX:0.0.0.0
	DEV(SYS):	 SH:1.1.0.0 SW:1.1.7.96 HW:0.0.1.0 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:1.1.6.219 HW:0.0.2.30 AUX:0.0.0.0
	DEV(DET):	 SH:1.1.0.0 SW:1.1.6.181 HW:0.0.2.30 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:1.1.6.219 HW:0.0.1.2 AUX:0.0.0.0
	DEV(SWT):	 SH:1.1.0.0 SW:1.1.6.169 HW:0.0.1.0 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:1.1.6.219 HW:0.0.1.2 AUX:0.0.0.0
	DEV(ACT):	 SH:1.1.0.0 SW:1.1.6.169 HW:0.2.2.1 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:1.1.6.219 HW:0.0.1.2 AUX:0.0.0.0
	DEV(ACT):	 SH:1.1.0.0 SW:1.1.6.169 HW:0.2.2.1 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:1.1.7.49 HW:0.0.1.2 AUX:0.0.0.0
	DEV(MCR):	 SH:1.1.0.3 SW:1.1.7.67 HW:0.0.2.3 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:1.1.6.219 HW:0.0.1.2 AUX:0.0.0.0
	DEV(ACT):	 SH:1.1.0.0 SW:1.1.6.169 HW:0.0.2.1 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:0.0.0.0 HW:0.0.0.0 AUX:0.0.0.0
	DEV(ETC):	 SH:1.1.0.0 SW:1.1.7.96 HW:0.0.1.0 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:0.0.0.0 HW:0.0.0.0 AUX:0.0.0.0
	DEV(LSC):	 SH:1.1.0.0 SW:1.1.7.96 HW:0.0.1.0 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:0.0.0.0 HW:0.0.0.0 AUX:0.0.0.0
	DEV(SMP):	 SH:1.1.0.0 SW:1.1.7.96 HW:0.0.1.0 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:1.1.6.219 HW:0.0.2.30 AUX:0.0.0.0
	DEV(DET):	 SH:1.1.0.0 SW:1.1.6.181 HW:0.0.2.30 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:1.1.7.49 HW:0.0.2.0 AUX:0.0.0.0
	DEV(ACT):	 SH:1.1.0.0 SW:1.1.7.121 HW:0.2.2.1 AUX:0.0.0.0

Data:
Time [ns]	Intensity [Cnts.]
92.4000005397829	10504
92.5000023244138	10547
92.6000041090447	10364
92.6999987882482	10636
92.8000005728791	10633
92.90000235751	10479
93.0000041421408	10337
93.0999988213443	10403
93.2000006059752	10496
93.3000023906061	10436
93.400004175237	10393
93.4999988544405	10205
93.6000006390714	10525
93.7000024237022	10200
93.8000042083331	10405
93.8999988875366	10420
94.0000006721675	10398
94.1000024567984	10409
94.2000042414293	10448
94.2999989206328	10555
94.4000007052637	10247
94.5000024898945	10433
94.6000042745254	10370
94.6999989537289	10479
94.8000007383598	10387
94.9000025229907	10384
95.0000043076216	10199
95.0999989868251	10547
95.200000771456	10573
95.3000025560868	10333
95.4000043407177	10439
95.4999990199212	10160
95.6000008045521	10404
95.700002589183	10348
95.8000043738139	10404
95.8999990530174	10513
96.0000008376483	10201
96.1000026222791	10253
96.20000440691	10386
96.2999990861135	10382
96.4000008707444	10543
96.5000026553753	10326
96.6000044400062	10438
96.6999991192097	10193
96.8000009038406	10224
96.9000026884714	10452
97.0000044731023	10365
97.0999991523058	10411
97.2000009369367	10334
97.3000027215676	10278
97.4000045061985	10391
97.499999185402	10057
97.6000009700329	10291
97.7000027546637	10286
97.8000045392946	10167
97.8999992184981	10234
98.000001003129	10310
98.1000027877599	10442
98.2000045723908	10398
98.2999992515943	10433
98.4000010362252	10279
98.500002820856	10228
98.6000046054869	10091
98.6999992846904	10309
98.8000010693213	10328
98.9000028539522	10251
99.0000046385831	10150
99.0999993177866	10206
99.2000011024174	10136
99.3000028870483	10280
99.4000046716792	10297
99.4999993508827	10317
99.6000011355136	10354
99.7000029201445	10166
99.8000047047753	10261
99.8999993839789	10382
100.00000116861	10332
100.100002953241	10333
100.200004737872	10327
100.299999417075	10509
100.400001201706	11008
100.500002986337	12011
100.600004770968	14123
100.699999450171	15455
100.800001234802	15712
100.900003019433	15238
101.000004804064	14173
101.099999483267	13505
101.200001267898	12750
101.300003052529	12317
101.40000483716	11954
101.499999516363	11593
101.600001300994	11189
101.700003085625	11119
101.800004870256	11005
101.89999954946	10950
102.00000133409	10852
102.100003118721	10911
102.200004903352	10718
102.299999582556	10782
102.400001367187	10473
102.500003151818	10772
102.599997831021	10537
102.699999615652	10613
102.800001400283	10792
102.900003184914	10594
102.999997864117	10771
103.099999648748	10582
103.200001433379	10437
103.30000321801	10516
103.399997897213	10604
103.499999681844	10871
103.600001466475	10714
103.700003251106	10504
103.799997930309	10641
103.89999971494	10503
104.000001499571	10570
104.100003284202	10312
104.199997963406	10479
104.299999748036	10656
104.400001532667	10682
104.500003317298	10611
104.599997996502	10630
104.699999781133	10435
104.800001565764	10514
104.900003350394	10387
104.999998029598	10482
105.099999814229	10415
105.20000159886	10497
105.300003383491	10607
105.399998062694	10522
105.499999847325	10488
105.600001631956	10473
105.700003416587	10523
105.79999809579	10598
105.899999880421	10616
106.000001665052	10487
106.100003449683	10577
106.199998128886	10566
106.299999913517	10583
106.400001698148	10532
106.500003482779	10844
106.599998161983	10529
106.699999946613	10465
106.800001731244	10576
106.900003515875	10677
106.999998195079	10366
107.09999997971	10651
107.20000176434	10708
107.300003548971	10597
107.399998228175	10586
107.500000012806	10569
107.600001797437	10571
107.700003582067	10382
107.799998261271	10721
107.900000045902	10407
108.000001830533	10494
108.100003615164	10429
108.199998294367	10859
108.300000078998	10514
108.400001863629	10584
108.50000364826	10693
108.599998327463	10501
108.700000112094	10608
108.800001896725	10570
108.900003681356	10497
108.999998360559	10525
109.10000014519	10557
109.200001929821	10650
109.300003714452	10592
109.399998393656	10621
109.500000178286	10664
109.600001962917	10668
109.700003747548	10602
109.799998426752	10557
109.900000211383	10598
110.000001996013	10719
110.100003780644	10517
110.199998459848	10574
110.300000244479	10666
110.40000202911	10520
110.50000381374	10700
110.599998492944	10666
110.700000277575	10588
110.800002062206	10647
110.900003846837	10431
110.99999852604	10598
111.100000310671	10574
111.200002095302	10613
111.300003879933	10528
111.399998559136	10681
111.500000343767	10712
111.600002128398	10521
111.700003913029	10476
111.799998592232	10478
111.900000376863	10607
112.000002161494	10743
112.100003946125	10504
112.199998625329	10494
112.300000409959	10599
112.40000219459	9898
112.500003979221	717
