Parameters:
  Sample : 522
  Solvent : <unspecified>
  Comment : 

  Exc_Wavelength : 639.2 nm
  Exc_Bandpass : 2.0 nm
  Exc_Polarisation : 0.0 °
  Exc_Source : PDL 820
  Det_Wavelength : 0.0 nm
  Det_Bandpass : 20.0 nm
  Det_Polarisation : undefined
  Det_Lens_Position : 10.0 mm
  Det_Attenuation : 3 %
  Det_Filter : no filter (1)
  Det_Grating : 600gr_1250bl (2)
  Detector : NIR [PMT]
  Meas_Time : 0.0 s
  Meas_BinWidth : 100 ps
  Meas_BaseResolution : 25 ps
  Meas_Stop : 3600.0 s
  Meas_PeakCounts : 439955 counts
  Sync_Frequency : 8888800 Hz
  Sync_Source : PDL 820
  Signal_Rate : 14720 cps
  Start_Date : 23.11.2017
  Start_Time : 14:26:49
  PhotonCounter : TimeHarp 260 P 1028045 0111-0422-01.07
  EasyTau : 1874
  Signal_CFD Level : -100 mV
  Signal_CFD Zero Cross : -10 mV
  Signal_Offset : -60000 ps
  Signal_Enable : true
  Sync_CFD Level : -150 mV
  Sync_CFD Zero Cross : -10 mV
  Sync_Offset : 0 ps
  Sync_SyncDiv : 1 
   : 
	NOD:      	 SH:1.1.0.0 SW:1.1.7.49 HW:0.0.1.0 AUX:0.0.0.0
	DEV(SYS):	 SH:1.1.0.0 SW:1.1.7.96 HW:0.0.1.0 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:1.1.6.219 HW:0.0.2.30 AUX:0.0.0.0
	DEV(DET):	 SH:1.1.0.0 SW:1.1.6.181 HW:0.0.2.30 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:1.1.6.219 HW:0.0.1.2 AUX:0.0.0.0
	DEV(SWT):	 SH:1.1.0.0 SW:1.1.6.169 HW:0.0.1.0 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:1.1.6.219 HW:0.0.1.2 AUX:0.0.0.0
	DEV(ACT):	 SH:1.1.0.0 SW:1.1.6.169 HW:0.2.2.1 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:1.1.6.219 HW:0.0.1.2 AUX:0.0.0.0
	DEV(ACT):	 SH:1.1.0.0 SW:1.1.6.169 HW:0.2.2.1 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:1.1.7.49 HW:0.0.1.2 AUX:0.0.0.0
	DEV(MCR):	 SH:1.1.0.3 SW:1.1.7.67 HW:0.0.2.3 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:1.1.6.219 HW:0.0.1.2 AUX:0.0.0.0
	DEV(ACT):	 SH:1.1.0.0 SW:1.1.6.169 HW:0.0.2.1 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:0.0.0.0 HW:0.0.0.0 AUX:0.0.0.0
	DEV(ETC):	 SH:1.1.0.0 SW:1.1.7.96 HW:0.0.1.0 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:0.0.0.0 HW:0.0.0.0 AUX:0.0.0.0
	DEV(LSC):	 SH:1.1.0.0 SW:1.1.7.96 HW:0.0.1.0 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:0.0.0.0 HW:0.0.0.0 AUX:0.0.0.0
	DEV(SMP):	 SH:1.1.0.0 SW:1.1.7.96 HW:0.0.1.0 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:1.1.6.219 HW:0.0.2.30 AUX:0.0.0.0
	DEV(DET):	 SH:1.1.0.0 SW:1.1.6.181 HW:0.0.2.30 AUX:0.0.0.0
   : 
	NOD:      	 SH:1.1.0.0 SW:1.1.7.49 HW:0.0.2.0 AUX:0.0.0.0
	DEV(ACT):	 SH:1.1.0.0 SW:1.1.7.121 HW:0.2.2.1 AUX:0.0.0.0

Data:
Time [ns]	Intensity [Cnts.]
17.8999997046958	195618
17.9999997129698	193870
18.0999997212439	192531
18.1999997295179	190138
18.2999997377919	188984
18.399999746066	186463
18.49999975434	184974
18.5999997626141	183587
18.6999997708881	181726
18.7999997791621	179987
18.8999997874362	178961
18.9999997957102	176884
19.0999998039842	175112
19.1999998122583	173843
19.2999998205323	172314
19.3999998288064	170537
19.4999998370804	168044
19.5999998453544	167443
19.6999998536285	166184
19.7999998619025	164098
19.8999998701765	162962
19.9999998784506	161522
20.0999998867246	159957
20.1999998949987	159022
20.2999999032727	157529
20.3999999115467	155591
20.4999999198208	154165
20.5999999280948	152021
20.6999999363688	151860
20.7999999446429	149874
20.8999999529169	148902
20.999999961191	147212
21.099999969465	145644
21.199999977739	144372
21.2999999860131	143422
21.3999999942871	141773
21.5000000025611	141779
21.6000000108352	139769
21.7000000191092	138335
21.8000000273832	136587
21.9000000356573	135891
22.0000000439313	135038
22.1000000522054	132557
22.2000000604794	132850
22.3000000687534	130717
22.4000000770275	129977
22.5000000853015	128576
22.6000000935755	127935
22.7000001018496	127004
22.8000001101236	125389
22.9000001183977	124464
23.0000001266717	123187
23.1000001349457	121720
23.2000001432198	121621
23.3000001514938	119415
23.4000001597678	118967
23.5000001680419	118357
23.6000001763159	116753
23.70000018459	115877
23.800000192864	115133
23.900000201138	114094
24.0000002094121	112662
24.1000002176861	111398
24.2000002259601	110993
24.3000002342342	110147
24.4000002425082	108276
24.5000002507822	108045
24.6000002590563	107313
24.7000002673303	106227
24.8000002756044	104672
24.9000002838784	104500
25.0000002921524	103828
25.1000003004265	102412
25.2000003087005	101759
25.3000003169745	101394
25.4000003252486	100091
25.5000003335226	98967
25.6000003417967	98358
25.7000003500707	97548
25.8000003583447	96855
25.9000003666188	96783
26.0000003748928	94344
26.1000003831668	94415
26.2000003914409	93640
26.3000003997149	92367
26.400000407989	91935
26.500000416263	90771
26.600000424537	89966
26.7000004328111	89307
26.8000004410851	88474
26.9000004493591	88439
27.0000004576332	87657
27.1000004659072	86880
27.2000004741813	85909
27.3000004824553	85080
27.4000004907293	84699
27.5000004990034	83642
27.6000005072774	83020
27.7000005155514	83058
27.8000005238255	82445
27.9000005320995	81229
28.0000005403735	81054
28.1000005486476	80201
28.2000005569216	79140
28.3000005651957	78933
28.4000005734697	78531
28.5000005817437	77685
28.6000005900178	76436
28.7000005982918	76442
28.8000006065658	75714
28.9000006148399	75267
29.0000006231139	75057
29.100000631388	74042
29.200000639662	74022
29.300000647936	73522
29.4000006562101	72363
29.5000006644841	72062
29.6000006727581	71632
29.7000006810322	70866
29.8000006893062	70859
29.9000006975803	70145
29.9999989294975	69490
30.1000007141283	69023
30.1999989460455	68551
30.3000007306764	68063
30.3999989625936	67356
30.5000007472245	66986
30.5999989791417	66113
30.7000007637726	65731
30.7999989956897	65495
30.9000007803206	64981
30.9999990122378	64835
31.1000007968687	63767
31.1999990287859	63868
31.3000008134168	62652
31.399999045334	62491
31.5000008299648	62038
31.599999061882	62030
31.7000008465129	61592
31.7999990784301	61061
31.900000863061	60523
31.9999990949782	59952
32.1000008796091	59247
32.1999991115263	58982
32.3000008961571	58699
32.3999991280743	58220
32.5000009127052	57947
32.5999991446224	56750
32.7000009292533	57132
32.7999991611705	56644
32.9000009458014	56483
32.9999991777186	55980
33.1000009623494	55247
33.1999991942666	55011
33.3000009788975	54888
33.3999992108147	53989
33.5000009954456	54023
33.5999992273628	53123
33.7000010119937	53144
33.7999992439109	52812
33.9000010285417	52648
33.9999992604589	51892
34.1000010450898	51406
34.199999277007	51247
34.3000010616379	50744
34.3999992935551	51020
34.500001078186	50235
34.5999993101032	50194
34.700001094734	49867
34.7999993266512	49085
34.9000011112821	48684
34.9999993431993	48298
35.1000011278302	48114
35.1999993597474	47424
35.3000011443783	47075
35.3999993762955	47265
35.5000011609263	46777
35.5999993928435	46381
35.7000011774744	45886
35.7999994093916	45930
35.9000011940225	45426
35.9999994259397	45257
36.1000012105706	45293
36.1999994424878	44626
36.3000012271186	44012
36.3999994590358	44148
36.5000012436667	43925
36.5999994755839	43500
36.7000012602148	42958
36.799999492132	42866
36.9000012767628	42640
36.9999995086801	42446
37.1000012933109	42108
37.1999995252281	42091
37.300001309859	41462
37.3999995417762	41345
37.5000013264071	41066
37.5999995583243	40864
37.7000013429551	40614
37.7999995748723	40642
37.9000013595032	39978
37.9999995914204	39753
38.1000013760513	39224
38.1999996079685	39165
38.3000013925994	39055
38.3999996245166	38587
38.5000014091474	38409
38.5999996410646	38303
38.7000014256955	38178
38.7999996576127	37654
38.9000014422436	37578
38.9999996741608	37289
39.1000014587917	36780
39.1999996907089	36799
39.3000014753397	36364
39.3999997072569	36250
39.5000014918878	36201
39.599999723805	35441
39.7000015084359	35802
39.7999997403531	35286
39.900001524984	35341
39.9999997569012	34932
40.100001541532	34560
40.1999997734492	34450
40.3000015580801	34796
40.3999997899973	34214
40.5000015746282	34084
40.5999998065454	33747
40.7000015911763	33690
40.7999998230935	33223
40.9000016077243	33398
40.9999998396415	32769
41.1000016242724	32682
41.1999998561896	32746
41.3000016408205	32577
41.3999998727377	32155
41.5000016573686	32115
41.5999998892858	31800
41.7000016739166	31622
41.7999999058338	31589
41.9000016904647	31459
41.9999999223819	31249
42.1000017070128	30888
42.19999993893	30725
42.3000017235609	30717
42.3999999554781	30785
42.5000017401089	30038
42.5999999720261	30181
42.700001756657	29916
42.7999999885742	29766
42.9000017732051	29538
43.0000000051223	29623
43.1000017897532	29366
43.2000000216703	29199
43.3000018063012	29006
43.4000000382184	28856
43.5000018228493	28689
43.6000000547665	28488
43.7000018393974	28396
43.8000000713146	28289
43.9000018559454	28068
44.0000000878626	27866
44.1000018724935	27896
44.2000001044107	27739
44.3000018890416	27209
44.4000001209588	27310
44.5000019055897	27087
44.6000001375069	27172
44.7000019221377	26769
44.8000001540549	26787
44.9000019386858	26776
45.000000170603	26788
45.1000019552339	26249
45.2000001871511	26553
45.300001971782	26099
45.4000002036992	26183
45.50000198833	26159
45.6000002202472	25808
45.7000020048781	25749
45.8000002367953	25549
45.9000020214262	25390
46.0000002533434	25446
46.1000020379743	24965
46.2000002698915	24847
46.3000020545223	24820
46.4000002864395	24762
46.5000020710704	24449
46.6000003029876	24801
46.7000020876185	24408
46.8000003195357	24284
46.9000021041666	24339
47.0000003360838	23738
47.1000021207146	23806
47.2000003526318	23925
47.3000021372627	23772
47.4000003691799	23471
47.5000021538108	23474
47.600000385728	23281
47.7000021703589	23310
47.8000004022761	23131
47.9000021869069	23201
48.0000004188241	22676
48.100002203455	22624
48.2000004353722	22698
48.3000022200031	22520
48.4000004519203	22228
48.5000022365512	22595
48.6000004684684	22486
48.7000022530992	22097
48.8000004850164	22046
48.9000022696473	21911
49.0000005015645	21993
49.1000022861954	22014
49.2000005181126	21762
49.3000023027434	21497
49.4000005346606	21429
49.5000023192915	21701
49.6000005512087	21337
49.7000023358396	21257
49.8000005677568	21169
49.9000023523877	20982
50.0000005843049	21212
50.1000023689358	20766
50.2000006008529	20755
50.3000023854838	20773
50.400000617401	20632
50.5000024020319	20790
50.6000006339491	20108
50.70000241858	20313
50.8000006504972	20553
50.900002435128	20410
51.0000006670452	20041
51.1000024516761	19974
51.2000006835933	20248
51.2999989155105	19951
51.4000007001414	19834
51.4999989320586	19702
51.6000007166895	19546
51.6999989486067	19683
51.8000007332375	19567
51.8999989651547	19337
52.0000007497856	19479
52.0999989817028	19040
52.2000007663337	19383
52.2999989982509	19159
52.4000007828818	19359
52.499999014799	18941
52.6000007994298	18954
52.699999031347	18933
52.8000008159779	18594
52.8999990478951	18594
53.000000832526	18730
53.0999990644432	19002
53.2000008490741	18617
53.2999990809913	18623
53.4000008656221	18273
53.4999990975393	18618
53.6000008821702	18208
53.6999991140874	18233
53.8000008987183	18000
53.8999991306355	17892
54.0000009152664	18150
54.0999991471836	17810
54.2000009318144	17775
54.2999991637316	17902
54.4000009483625	17765
54.4999991802797	17757
54.6000009649106	17467
54.6999991968278	17743
54.8000009814586	17493
54.8999992133759	17503
55.0000009980067	17715
55.0999992299239	17455
55.2000010145548	17427
55.299999246472	17184
55.4000010311029	16941
55.4999992630201	17363
55.600001047651	17114
55.6999992795681	16863
55.800001064199	16932
55.8999992961162	16824
56.0000010807471	16953
56.0999993126643	16996
56.2000010972952	16716
56.2999993292124	16819
56.4000011138432	16621
56.4999993457604	16566
56.6000011303913	16606
56.6999993623085	16307
56.8000011469394	16494
56.8999993788566	16519
57.0000011634875	16259
57.0999993954047	16596
57.2000011800355	16053
57.2999994119527	16024
57.4000011965836	16253
57.4999994285008	16048
57.6000012131317	16382
57.6999994450489	16137
57.8000012296798	16036
57.899999461597	15843
58.0000012462278	15978
58.099999478145	15836
58.2000012627759	15720
58.2999994946931	15579
58.400001279324	15670
58.4999995112412	15870
58.6000012958721	15643
58.6999995277893	15784
58.8000013124201	15435
58.8999995443373	15344
59.0000013289682	15391
59.0999995608854	15454
59.2000013455163	15460
59.2999995774335	14998
59.4000013620644	15557
59.4999995939816	15165
59.6000013786124	15388
59.6999996105296	14952
59.8000013951605	14981
59.9000031797914	15173
59.9999978589949	14885
60.0999996436258	15197
60.2000014282567	14912
60.3000032128875	14974
60.399997892091	15040
60.4999996767219	14799
60.6000014613528	15031
60.7000032459837	14948
60.7999979251872	14656
60.8999997098181	14895
61.0000014944489	14613
61.1000032790798	14631
61.1999979582834	14718
61.2999997429142	14635
61.4000015275451	14613
61.500003312176	14656
61.5999979913795	14582
61.6999997760104	14745
61.8000015606413	14503
61.9000033452721	14522
61.9999980244756	14484
62.0999998091065	14364
62.2000015937374	14298
62.3000033783683	14291
62.3999980575718	14065
62.4999998422027	14289
62.6000016268335	13914
62.7000034114644	14292
62.7999980906679	14091
62.8999998752988	14101
63.0000016599297	14075
63.1000034445606	13901
63.1999981237641	13758
63.299999908395	14146
63.4000016930258	13750
63.5000034776567	13860
63.5999981568602	13882
63.6999999414911	13888
63.800001726122	13772
63.9000035107529	13678
63.9999981899564	13995
64.0999999745873	13546
64.2000017592181	13642
64.300003543849	13712
64.3999982230525	13589
64.5000000076834	13833
64.6000017923143	13548
64.7000035769452	13660
64.7999982561487	13424
64.9000000407796	13448
65.0000018254104	13554
65.1000036100413	13360
65.1999982892448	13535
65.3000000738757	13510
65.4000018585066	13135
65.5000036431375	13425
65.599998322341	13309
65.7000001069719	13221
65.8000018916027	13270
65.9000036762336	13065
65.9999983554371	13181
66.100000140068	13380
66.2000019246989	13292
66.3000037093298	13180
66.3999983885333	13030
66.5000001731641	13024
66.600001957795	13195
66.7000037424259	13054
66.7999984216294	13035
66.9000002062603	12873
67.0000019908912	13092
67.1000037755221	12876
67.1999984547256	12870
67.3000002393565	12936
67.4000020239873	12818
67.5000038086182	12935
67.5999984878217	12815
67.7000002724526	12987
67.8000020570835	12791
67.9000038417144	12653
67.9999985209179	12687
68.1000003055487	12748
68.2000020901796	12761
68.3000038748105	12543
68.399998554014	12687
68.5000003386449	12833
68.6000021232758	12668
68.7000039079066	12611
68.7999985871102	12657
68.900000371741	12382
69.0000021563719	12331
69.1000039410028	12762
69.1999986202063	12540
69.3000004048372	12420
69.4000021894681	12539
69.5000039740989	12281
69.5999986533025	12493
69.7000004379333	12387
69.8000022225642	12467
69.9000040071951	12482
69.9999986863986	12475
70.1000004710295	12187
70.2000022556604	12427
70.3000040402912	12242
70.3999987194948	12359
70.5000005041256	12336
70.6000022887565	12322
70.7000040733874	12283
70.7999987525909	12267
70.9000005372218	12326
71.0000023218527	12057
71.1000041064835	12177
71.1999987856871	12029
71.3000005703179	12343
71.4000023549488	12149
71.5000041395797	12158
71.5999988187832	12038
71.7000006034141	12104
71.800002388045	12231
71.9000041726758	12011
71.9999988518794	12126
72.1000006365102	12103
72.2000024211411	12076
72.300004205772	12056
72.3999988849755	12056
72.5000006696064	11996
72.6000024542373	12053
72.7000042388681	12074
72.7999989180717	11995
72.9000007027025	11870
73.0000024873334	11841
73.1000042719643	12076
73.1999989511678	11841
73.3000007357987	11658
73.4000025204296	11947
73.5000043050604	11958
73.5999989842639	11861
73.7000007688948	11767
73.8000025535257	11786
73.9000043381566	11874
73.9999990173601	11893
74.100000801991	11752
74.2000025866218	11751
74.3000043712527	11802
74.3999990504562	11849
74.5000008350871	11916
74.600002619718	11698
74.7000044043489	11899
74.7999990835524	11662
74.9000008681833	11546
75.0000026528141	11594
75.100004437445	11910
75.1999991166485	11503
75.3000009012794	11742
75.4000026859103	11572
75.5000044705412	11707
75.5999991497447	11630
75.7000009343756	11699
75.8000027190064	11484
75.9000045036373	11414
75.9999991828408	11593
76.1000009674717	11631
76.2000027521026	11423
76.3000045367335	11542
76.399999215937	11526
76.5000010005679	11707
76.6000027851987	11588
76.7000045698296	11530
76.7999992490331	11497
76.900001033664	11385
77.0000028182949	11434
77.0999974974984	11445
77.1999992821293	11348
77.3000010667602	11605
77.400002851391	11321
77.4999975305946	11447
77.5999993152254	11461
77.7000010998563	11413
77.8000028844872	11235
77.8999975636907	11399
77.9999993483216	11406
78.1000011329525	11303
78.2000029175833	11163
78.2999975967869	11349
78.3999993814177	11326
78.5000011660486	11282
78.6000029506795	11315
78.699997629883	10994
78.7999994145139	11207
78.9000011991448	11226
79.0000029837756	11351
79.0999976629791	11390
79.19999944761	11432
79.3000012322409	11140
79.4000030168718	11160
79.4999976960753	11190
79.5999994807062	11135
79.700001265337	11240
79.8000030499679	11160
79.8999977291714	11252
79.9999995138023	11154
80.1000012984332	11324
80.2000030830641	11167
80.2999977622676	10949
80.3999995468985	11248
80.5000013315293	11171
80.6000031161602	11256
80.6999977953637	11033
80.7999995799946	10940
80.9000013646255	11248
81.0000031492564	11149
81.0999978284599	11209
81.1999996130908	11260
81.3000013977216	11098
81.4000031823525	11053
81.499997861556	11164
81.5999996461869	10963
81.7000014308178	11128
81.8000032154487	10930
81.8999978946522	11117
81.9999996792831	11115
82.1000014639139	10961
82.2000032485448	11076
82.2999979277483	11057
82.3999997123792	11032
82.5000014970101	10991
82.600003281641	11067
82.6999979608445	11007
82.7999997454754	10974
82.9000015301062	10621
83.0000033147371	10986
83.0999979939406	10862
83.1999997785715	10903
83.3000015632024	10919
83.4000033478333	10940
83.4999980270368	10851
83.5999998116677	11033
83.7000015962985	10793
83.8000033809294	10870
83.8999980601329	10995
83.9999998447638	10869
84.1000016293947	10960
84.2000034140256	10826
84.2999980932291	10867
84.39999987786	10885
84.5000016624908	10853
84.6000034471217	10868
84.6999981263252	10663
84.7999999109561	10751
84.900001695587	10861
85.0000034802179	10749
85.0999981594214	10847
85.1999999440522	10636
85.3000017286831	10768
85.400003513314	10887
85.4999981925175	10800
85.5999999771484	10885
85.7000017617793	10845
85.8000035464102	10677
85.8999982256137	11022
86.0000000102445	10911
86.1000017948754	10696
86.2000035795063	10809
86.2999982587098	10777
86.4000000433407	10727
86.5000018279716	10709
86.6000036126024	10734
86.699998291806	10894
86.8000000764369	10591
86.9000018610677	10654
87.0000036456986	10588
87.0999983249021	10788
87.200000109533	10536
87.3000018941639	10691
87.4000036787948	10630
87.4999983579983	10778
87.6000001426291	10664
87.70000192726	10733
87.8000037118909	10537
87.8999983910944	10656
88.0000001757253	10411
88.1000019603562	10573
88.200003744987	10718
88.2999984241906	10707
88.4000002088214	10830
88.5000019934523	10784
88.6000037780832	10771
88.6999984572867	10562
88.8000002419176	10711
88.9000020265485	10663
89.0000038111793	10749
89.0999984903829	10567
89.2000002750137	10495
89.3000020596446	10636
89.4000038442755	10623
89.499998523479	10514
89.6000003081099	10536
89.7000020927408	10428
89.8000038773716	10639
89.8999985565752	10663
90.000000341206	10491
90.1000021258369	10555
90.2000039104678	10549
90.2999985896713	10623
90.4000003743022	10469
90.5000021589331	10644
90.6000039435639	10558
90.6999986227674	10543
90.8000004073983	10553
90.9000021920292	10484
91.0000039766601	10612
91.0999986558636	10596
91.2000004404945	10442
91.3000022251254	10415
91.4000040097562	10319
91.4999986889597	10536
91.6000004735906	10435
91.7000022582215	10384
91.8000040428524	10675
91.8999987220559	10591
92.0000005066868	10656
92.1000022913176	10707
92.2000040759485	10591
92.2999987551521	10330
