Sample name: 	SAMPLE_F
Cell name: 	a3
Cell area [cm²]: 	0.518
Temperature [K]: 	263
Voc (V)= 	0
Jsc (mA/cm²)= 	0
FF (%)= 	0
Eff (%)= 	0
Vmpp (V)= 	0
Jmpp (mA/cm²)= 	0
Pmpp (mW/cm²)= 	0
Rp (Ohmcm²)= 	0
Rs (Ohmcm²)= 	0




Voltage (V)	Current (mA/cm²)

-0.49	-0.3435145
-0.48	-0.335737
-0.47	-0.3281797
-0.46	-0.3207324
-0.45	-0.3133238
-0.44	-0.3058052
-0.43	-0.2982195
-0.42	-0.2907973
-0.41	-0.283444
-0.4	-0.2760861
-0.39	-0.2686479
-0.38	-0.2612509
-0.37	-0.2540454
-0.36	-0.2467554
-0.35	-0.2393753
-0.34	-0.2320645
-0.33	-0.2249243
-0.32	-0.2175263
-0.31	-0.2103278
-0.3	-0.2031143
-0.29	-0.1961089
-0.28	-0.1886898
-0.27	-0.181674
-0.26	-0.1746821
-0.25	-0.1676703
-0.24	-0.1606555
-0.23	-0.1537073
-0.22	-0.1467634
-0.21	-0.1398634
-0.2	-0.1329933
-0.19	-0.1261692
-0.18	-0.1193433
-0.17	-0.1125769
-0.16	-0.1057752
-0.15	-0.09900672
-0.14	-0.09224781
-0.13	-0.0856044
-0.12	-0.07894218
-0.11	-0.07230783
-0.1	-0.06563938
-0.09	-0.05906761
-0.08	-0.0524818
-0.07	-0.04594278
-0.06	-0.03937149
-0.05	-0.0328133
-0.04	-0.02627289
-0.03	-0.01972676
-0.02	-0.01317734
-0.01	-0.006635585
0	-4.092421E-05
0.01	0.006592222
0.02	0.01320867
0.03	0.01986129
0.04	0.02649073
0.05	0.03322162
0.06	0.04001131
0.07	0.04692425
0.08	0.05383357
0.09	0.06089723
0.1	0.06799525
0.11	0.0752484
0.12	0.08265012
0.13	0.09022477
0.14	0.0979474
0.15	0.105818
0.16	0.1138789
0.17	0.1221739
0.18	0.1307409
0.19	0.1395626
0.2	0.1487667
0.21	0.1581422
0.22	0.1680017
0.23	0.1779998
0.24	0.1883222
0.25	0.1989853
0.26	0.2097075
0.27	0.2212012
0.28	0.2331444
0.29	0.2453888
0.3	0.2581788
0.31	0.2712691
0.32	0.284835
0.33	0.2989208
0.34	0.3135919
0.35	0.328645
0.36	0.3442734
0.37	0.3604992
0.38	0.3772011
0.39	0.3946867
0.4	0.4127724
0.41	0.4316911
0.42	0.451562
0.43	0.4724467
0.44	0.4943755
0.45	0.5178902
0.46	0.5430877
0.47	0.5701203
0.48	0.5996564
0.49	0.6323485
0.5	0.668632
0.51	0.7100847
0.52	0.7574075
0.53	0.8124803
0.54	0.8779879
0.55	0.9566767
0.56	1.052444
0.57	1.170249
0.58	1.317736
0.59	1.504271
0.6	1.741225
0.61	2.029442
0.62	2.422338
0.63	2.92794
0.64	3.585245
0.65	4.437313
0.66	5.541842
0.67	6.978703
0.68	8.813712
0.69	11.16873
0.7	14.15166
0.71	17.8919
0.72	22.43228
0.73	28.13734
0.74	35.03695
0.75	43.31809
0.76	53.07645
0.77	64.50593
0.78	77.669
0.79	92.78825
0.8	110.0018
0.81	129.3955
0.82	151.2652
0.83	175.5957
0.84	206.6307
0.85	235.6564
0.86	268.5255
0.87	288.9821
0.88	288.9828
0.89	288.9919
0.9	288.9884
0.91	288.9886
0.92	288.9909
0.93	288.9967
0.94	288.9969
0.95	289.0033
0.96	289.0027
0.97	289.0041
0.98	289.0048
0.99	289.0098
1	289.0124
1.01	289.0146
1.02	289.0164
1.03	289.0156
1.04	289.0222
1.05	289.0114
1.06	288.9633
1.07	288.9724
