"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
05:15:00:28;82.971;5.769;0.2
"V [mV]";"J [mA/cm^2]"
-300;-42.6696776666667
-288;-42.7246093333333
-276;-42.7001953333333
-264;-42.6635741666667
-252;-42.6574706666667
-240;-42.6025391666667
-228;-42.5537108333333
-216;-42.529297
-204;-42.4987791666667
-192;-42.5109863333333
-180;-42.4438476666667
-168;-42.41333
-156;-42.3339845
-144;-42.2790526666667
-132;-42.1691895
-120;-42.1508788333333
-108;-42.0043945
-96;-41.9372558333333
-84;-41.7419433333333
-72;-41.5100096666667
-60;-41.394043
-48;-41.18042
-36;-40.826416
-24;-40.5090333333333
-12;-40.0878906666667
0;-39.5385741666667
12;-38.9587401666667
24;-38.2202148333333
36;-37.4145508333333
48;-36.5600586666667
60;-35.38208
72;-34.1247558333333
84;-32.8002929666667
96;-31.3354492166667
108;-29.8156738166667
120;-27.9418945333333
132;-26.0681152333333
144;-24.1821289
156;-22.1191406333333
168;-20.0134277333333
180;-17.9748535166667
192;-15.8996582
204;-13.8549804666667
216;-12.1032714833333
228;-10.2844238333333
240;-8.79516601666667
252;-7.4645996
264;-6.15234375
276;-5.16357421666667
288;-4.35180663333333
300;-3.62548828333333
312;-3.03955078
324;-2.46582031333333
336;-2.044677735
348;-1.79443359333333
360;-1.47094726666667
372;-1.25732422
384;-1.11083984333333
396;-0.939941406666667
408;-0.860595703333333
420;-0.653076171666667
432;-0.598144531666667
444;-0.579833983333333
456;-0.500488281666667
468;-0.48828125
480;-0.415039063333333
492;-0.341796875
504;-0.256347656166667
516;-0.2685546875
528;-0.231933593833333
540;-0.244140625
552;-0.207519531333333
564;-0.115966796833333
576;-0.134277343666667
588;-0.09765625
600;-0.115966797
612;-0.0366210937
624;-0.01220703125
636;0.0122070311666667
648;-0.0183105468666667
660;0.0610351561666667
672;0.1037597655
684;0.152587890666667
696;0.256347656166667
708;0.1953125
720;0.207519531333333
732;0.299072265666667
744;0.366210938333333
756;0.57373047
768;0.640869141666667
780;0.732421875
792;0.933837891666667
804;1.06201171833333
816;1.30615234333333
828;1.57470703166667
840;1.93481445333333
852;2.337646485
864;2.880859375
876;3.5522461
888;4.26025391666667
900;5.28564453333333
