"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
04:13:30:24;82.978;5.77;0.201
"V [mV]";"J [mA/cm^2]"
-300;-42.7062988333333
-288;-42.7124023333333
-276;-42.7124023333333
-264;-42.6513673333333
-252;-42.5598145
-240;-42.5842285
-228;-42.5964355
-216;-42.541504
-204;-42.5415038333333
-192;-42.4926758333333
-180;-42.4377441666667
-168;-42.401123
-156;-42.3339843333333
-144;-42.3217773333333
-132;-42.1386718333333
-120;-42.126465
-108;-42.0715333333333
-96;-41.9128416666667
-84;-41.8640136666667
-72;-41.6992186666667
-60;-41.455078
-48;-41.2902831666667
-36;-40.979004
-24;-40.6433105
-12;-40.2770995
0;-39.7949218333333
12;-39.1540526666667
24;-38.5437011666667
36;-37.7746583333333
48;-36.9750976666667
60;-36.0046386666667
72;-34.7106933333333
84;-33.4899901666667
96;-32.0251464833333
108;-30.5297851666667
120;-28.7597656333333
132;-26.93481445
144;-24.8962402333333
156;-22.9125976666667
168;-20.8312988333333
180;-18.8232422
192;-16.6687011833333
204;-14.5629882833333
216;-12.7624511666667
228;-10.9130859333333
240;-9.22851563333333
252;-7.87353515
264;-6.50024413333333
276;-5.39550781666667
288;-4.55322265
300;-3.80859375
312;-3.10668945333333
324;-2.66723632833333
336;-2.20947265666667
348;-1.84936523333333
360;-1.58081054666667
372;-1.28784179666667
384;-1.09863281333333
396;-0.933837891666667
408;-0.87890625
420;-0.708007811666667
432;-0.5859375
444;-0.543212891666667
456;-0.469970703333333
468;-0.427246095
480;-0.378417968333333
492;-0.33569336
504;-0.323486328333333
516;-0.207519531333333
528;-0.256347656166667
540;-0.207519531333333
552;-0.219726562666667
564;-0.158691406333333
576;-0.0671386718666667
588;-0.0732421875
600;-0.0671386718333333
612;0
624;-0.0732421875
636;0.0122070313333333
648;0.0915527344666667
660;0.0732421873333333
672;0.0854492186666667
684;0.1220703125
696;0.274658204
708;0.213623046833333
720;0.305175781333333
732;0.408935548333333
744;0.469970703333333
756;0.537109375
768;0.67138672
780;0.78125
792;0.970458985
804;1.208496095
816;1.373291015
828;1.64184570333333
840;2.03857421833333
852;2.42919921833333
864;3.07006836
876;3.6743164
888;4.40063476666667
900;5.42602538333333
