"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
05:14:30:28;82.995;5.771;0.196
"V [mV]";"J [mA/cm^2]"
-300;-42.6818848333333
-288;-42.7734375
-276;-42.6818848333333
-264;-42.7246093333333
-252;-42.6208496666667
-240;-42.6269531666667
-228;-42.6269531666667
-216;-42.5170898333333
-204;-42.5231933333333
-192;-42.4072265
-180;-42.4743651666667
-168;-42.3645018333333
-156;-42.3034666666667
-144;-42.2424315
-132;-42.1569823333333
-120;-42.1081541666667
-108;-42.0349121666667
-96;-41.8273926666667
-84;-41.7785645
-72;-41.6198731666667
-60;-41.4001465
-48;-41.1437988333333
-36;-40.7348631666667
-24;-40.411377
-12;-40.06958
0;-39.489746
12;-38.9221191666667
24;-38.1774903333333
36;-37.3413085
48;-36.4318846666667
60;-35.3942871666667
72;-34.0637208333333
84;-32.7636718833333
96;-31.2438964833333
108;-29.7180175833333
120;-27.99072265
132;-25.99487305
144;-23.9868164
156;-21.9421386666667
168;-19.8730468833333
180;-17.87109375
192;-15.7958984333333
204;-13.6840820333333
216;-11.9140625
228;-10.3210449166667
240;-8.7097168
252;-7.3059082
264;-6.12182616666667
276;-5.12695311666667
288;-4.24804688333333
300;-3.55834961666667
312;-2.96020507833333
324;-2.532958985
336;-2.05078125
348;-1.80053711
360;-1.513671875
372;-1.25122070333333
384;-1.11694336
396;-0.952148438333333
408;-0.872802735
420;-0.769042968333333
432;-0.640869141666667
444;-0.579833985
456;-0.421142578333333
468;-0.439453125
480;-0.384521483333333
492;-0.329589844
504;-0.311279297
516;-0.323486328333333
528;-0.2197265625
540;-0.244140625
552;-0.231933593833333
564;-0.1708984375
576;-0.146484375
588;-0.0793457031666667
600;-0.103759765666667
612;-0.0732421873333333
624;-0.0244140624166667
636;0.0122070311666667
648;0.0732421875
660;0.06103515625
672;0.0915527343333333
684;0.146484375166667
696;0.3173828125
708;0.256347656166667
720;0.3173828125
732;0.354003906666667
744;0.445556641666667
756;0.518798828333333
768;0.653076171666667
780;0.78125
792;0.927734375
804;1.11694336
816;1.3671875
828;1.66015625166667
840;1.98974609333333
852;2.32543945333333
864;2.9296875
876;3.58276366666667
888;4.34570311666667
900;5.3161621
