"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
07:02:00:36;82.967;5.771;0.195
"V [mV]";"J [mA/cm^2]"
-300;-42.7124023333333
-288;-42.6940918333333
-276;-42.7185058333333
-264;-42.6330566666667
-252;-42.6391601666667
-240;-42.5292968333333
-228;-42.529297
-216;-42.5048828333333
-204;-42.4926758333333
-192;-42.3950195
-180;-42.401123
-168;-42.3034668333333
-156;-42.2973633333333
-144;-42.1203613333333
-132;-42.0593261666667
-120;-41.9250488333333
-108;-41.9006348333333
-96;-41.7297363333333
-84;-41.571045
-72;-41.3574218333333
-60;-41.0949708333333
-48;-40.8874511666667
-36;-40.4296875
-24;-40.1184083333333
-12;-39.477539
0;-38.9648438333333
12;-38.3178711666667
24;-37.4267578333333
36;-36.6027831666667
48;-35.6140136666667
60;-34.399414
72;-32.8918457
84;-31.62231445
96;-29.9621582
108;-28.3691406333333
120;-26.5197753833333
132;-24.609375
144;-22.6257324333333
156;-20.5444335833333
168;-18.4509277333333
180;-16.6076660166667
192;-14.4958496166667
204;-12.59765625
216;-11.02905275
228;-9.31396483333333
240;-7.9711914
252;-6.75048828333333
264;-5.57250976666667
276;-4.68750001666667
288;-3.9489746
300;-3.247070315
312;-2.75268554833333
324;-2.34375
336;-1.98974609333333
348;-1.58081054833333
360;-1.43432617166667
372;-1.21459961
384;-1.01318359333333
396;-0.970458985
408;-0.830078125
420;-0.744628906666667
432;-0.598144531666667
444;-0.549316406666667
456;-0.408935546666667
468;-0.408935548333333
480;-0.34790039
492;-0.378417968333333
504;-0.323486328333333
516;-0.256347656333333
528;-0.244140625
540;-0.231933593833333
552;-0.231933593833333
564;-0.158691406333333
576;-0.183105468833333
588;-0.0549316406666667
600;-0.1403808595
612;-0.0671386718333333
624;-0.0305175781666667
636;-0.0305175781666667
648;-0.01220703125
660;0.0671386718333333
672;0.0915527343333333
684;0.079345703
696;0.213623047
708;0.207519531333333
720;0.225830078166667
732;0.347900390166667
744;0.402832031666667
756;0.555419923333333
768;0.622558595
780;0.82397461
792;0.903320313333333
804;1.15966796833333
816;1.34887695333333
828;1.66625976666667
840;1.98974609333333
852;2.43530273333333
864;2.99682617166667
876;3.69873048333333
888;4.44335938333333
900;5.48706053333333
