"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
02:14:30:13;82.967;5.773;0.211
"V [mV]";"J [mA/cm^2]"
-300;-42.6757813333333
-288;-42.6757811666667
-276;-42.7368163333333
-264;-42.6757813333333
-252;-42.6208496666667
-240;-42.565918
-228;-42.5292968333333
-216;-42.529297
-204;-42.565918
-192;-42.4804688333333
-180;-42.4560546666667
-168;-42.4255371666667
-156;-42.3400878333333
-144;-42.3828125
-132;-42.2607423333333
-120;-42.1936035
-108;-42.1081541666667
-96;-42.0654296666667
-84;-41.9128416666667
-72;-41.796875
-60;-41.7114258333333
-48;-41.5893555
-36;-41.4001465
-24;-41.217041
-12;-40.9301758333333
0;-40.5639648333333
12;-40.1367188333333
24;-39.6728516666667
36;-39.1174315
48;-38.6047363333333
60;-37.8417968333333
72;-36.7980958333333
84;-35.9619141666667
96;-34.8876953333333
108;-33.5876465
120;-32.1960449333333
132;-30.64575195
144;-28.9123535166667
156;-27.0263672
168;-25.1831054666667
180;-23.1628418
192;-21.0998535166667
204;-18.8598632833333
216;-16.8334961
228;-14.7216796833333
240;-12.8662109333333
252;-11.0290527333333
264;-9.32617186666667
276;-7.80029298333333
288;-6.53076173333333
300;-5.45654296666667
312;-4.42504883333333
324;-3.69262695
336;-3.00292968666667
348;-2.50854492166667
360;-2.087402345
372;-1.74560547
384;-1.40991211
396;-1.25122070333333
408;-1.00708007833333
420;-0.842285156666667
432;-0.799560546666667
444;-0.64086914
456;-0.592041016666667
468;-0.500488281666667
480;-0.37841797
492;-0.335693359666667
504;-0.280761718833333
516;-0.274658203
528;-0.207519531333333
540;-0.231933593833333
552;-0.10986328125
564;-0.134277343833333
576;-0.0488281249666667
588;-0.109863281333333
600;-0.0671386718333333
612;0.0122070311666667
624;0.0549316405833333
636;0.0305175780833333
648;0.09765625
660;0.1708984375
672;0.201416015666667
684;0.219726562666667
696;0.274658203166667
708;0.305175781333333
720;0.390625
732;0.43334961
744;0.500488281666667
756;0.573730468333333
768;0.73852539
780;0.811767578333333
792;1.01928711
804;1.25732421833333
816;1.50146484333333
828;1.68457031333333
840;1.97143554666667
852;2.41699218833333
864;2.9296875
876;3.52783203333333
888;4.25415038333333
900;5.10864256666667
