"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
03:08:30:18;82.97;5.772;0.213
"V [mV]";"J [mA/cm^2]"
-300;-42.6330566666667
-288;-42.7307128333333
-276;-42.6513671666667
-264;-42.6574706666667
-252;-42.5354003333333
-240;-42.529297
-228;-42.5231935
-216;-42.4255371666667
-204;-42.376709
-192;-42.4560546666667
-180;-42.388916
-168;-42.3156738333333
-156;-42.2302245
-144;-42.2302245
-132;-42.1691893333333
-120;-42.1447753333333
-108;-42.0898436666667
-96;-41.986084
-84;-41.8457031666667
-72;-41.7419433333333
-60;-41.6564941666667
-48;-41.4306641666667
-36;-41.2597655
-24;-41.015625
-12;-40.7714843333333
0;-40.2954101666667
12;-39.9597166666667
24;-39.4714355
36;-38.8916015
48;-38.2873536666667
60;-37.4694825
72;-36.4379883333333
84;-35.4125976666667
96;-34.2102051666667
108;-32.94677735
120;-31.4697265666667
132;-29.7973632833333
144;-28.0029297
156;-26.171875
168;-24.0966796833333
180;-22.2167968666667
192;-20.1477050833333
204;-17.8649902333333
216;-15.8264160166667
228;-13.8366699333333
240;-11.7309570333333
252;-10.2172851666667
264;-8.55102538333333
276;-7.15332031666667
288;-5.95703125
300;-4.87060548333333
312;-4.00390625
324;-3.26538086
336;-2.69165039166667
348;-2.26440429833333
360;-1.84326171833333
372;-1.49536132833333
384;-1.306152345
396;-1.07421875
408;-0.860595703333333
420;-0.799560548333333
432;-0.695800781666667
444;-0.57373047
456;-0.463867188333333
468;-0.463867188333333
480;-0.378417968333333
492;-0.250244140666667
504;-0.244140625
516;-0.2685546875
528;-0.146484375
540;-0.201416015666667
552;-0.146484375166667
564;-0.158691406333333
576;-0.0915527343333333
588;-0.1220703125
600;-0.09765625
612;0
624;-0.00610351566666667
636;-0.0183105468666667
648;0.0976562500833333
660;0.1708984375
672;0.2197265625
684;0.134277343833333
696;0.1892089845
708;0.29296875
720;0.384521483333333
732;0.396728515
744;0.415039063333333
756;0.561523436666667
768;0.646972656666667
780;0.756835938333333
792;0.946044921666667
804;1.123046875
816;1.28173828
828;1.59912109333333
840;1.83105468666667
852;2.30102539
864;2.75268554833333
876;3.3569336
888;3.95507811666667
900;4.78515625
