"Time";"Temperature [°C]";"Illumination [mV]";"Humidity [%RH]"
05:10:00:27;82.872;5.771;0.199
"V [mV]";"J [mA/cm^2]"
-300;-42.6635741666667
-288;-42.7124023333333
-276;-42.7124023333333
-264;-42.626953
-252;-42.614746
-240;-42.6269531666667
-228;-42.6208495
-216;-42.5842285
-204;-42.4499511666667
-192;-42.4194335
-180;-42.4560546666667
-168;-42.4133301666667
-156;-42.3583983333333
-144;-42.2912596666667
-132;-42.2180176666667
-120;-42.1264648333333
-108;-41.9555663333333
-96;-41.8823241666667
-84;-41.7663573333333
-72;-41.5771485
-60;-41.3879395
-48;-41.1254881666667
-36;-40.8081053333333
-24;-40.5517578333333
-12;-40.0268555
0;-39.5812988333333
12;-38.897705
24;-38.2263183333333
36;-37.3657226666667
48;-36.49292
60;-35.4553221666667
72;-34.1308593333333
84;-32.8430175833333
96;-31.3171386833333
108;-29.8156738333333
120;-27.9785156166667
132;-26.1596679666667
144;-24.1333007666667
156;-22.1374511666667
168;-20.0439453166667
180;-18.0847167833333
192;-16.0278320333333
204;-13.88549805
216;-12.0605468666667
228;-10.3210449166667
240;-8.81958008333333
252;-7.42797851666667
264;-6.20117188333333
276;-5.18188476666667
288;-4.3395996
300;-3.57666015
312;-3.021240235
324;-2.5390625
336;-2.087402345
348;-1.75170898333333
360;-1.50146484333333
372;-1.34887695333333
384;-1.15966797
396;-0.9765625
408;-0.811767578333333
420;-0.701904298333333
432;-0.677490233333333
444;-0.579833985
456;-0.494384766666667
468;-0.341796875666667
480;-0.37841797
492;-0.378417968333333
504;-0.323486328333333
516;-0.256347656166667
528;-0.231933593833333
540;-0.244140625
552;-0.2197265625
564;-0.134277343833333
576;-0.1220703125
588;-0.0610351561666667
600;-0.109863281333333
612;-0.0488281249666667
624;-0.0244140625
636;0
648;0.128173828166667
660;0.140380859333333
672;0.1220703125
684;0.152587890666667
696;0.189208984333333
708;0.2197265625
720;0.29296875
732;0.354003906333333
744;0.421142578333333
756;0.537109375
768;0.677490235
780;0.726318358333333
792;0.909423826666667
804;1.09252929666667
816;1.32446289
828;1.63574218833333
840;1.94091796833333
852;2.45971679666667
864;3.02124023333333
876;3.56445311666667
888;4.38842773333333
900;5.32836913333333
