Sample name: 	SAMPLE_F
Cell name: 	a3
Cell area [cm²]: 	0.518
Temperature [K]: 	123
Voc (V)= 	0
Jsc (mA/cm²)= 	0
FF (%)= 	0
Eff (%)= 	0
Vmpp (V)= 	0
Jmpp (mA/cm²)= 	0
Pmpp (mW/cm²)= 	0
Rp (Ohmcm²)= 	0
Rs (Ohmcm²)= 	0




Voltage (V)	Current (mA/cm²)

-0.49	-0.02801566
-0.48	-0.02734712
-0.47	-0.02667749
-0.46	-0.02601166
-0.45	-0.02536106
-0.44	-0.02470384
-0.43	-0.02404251
-0.42	-0.02339662
-0.41	-0.02275176
-0.4	-0.02211206
-0.39	-0.0214727
-0.38	-0.02084697
-0.37	-0.02021483
-0.36	-0.01958747
-0.35	-0.01896493
-0.34	-0.01834157
-0.33	-0.01772675
-0.32	-0.0171205
-0.31	-0.01651531
-0.3	-0.01591768
-0.29	-0.01532163
-0.28	-0.01472904
-0.27	-0.01414251
-0.26	-0.01356053
-0.25	-0.0129804
-0.24	-0.0124155
-0.23	-0.01183956
-0.22	-0.01128257
-0.21	-0.01072278
-0.2	-0.01016549
-0.19	-0.009617332
-0.18	-0.009071407
-0.17	-0.008533169
-0.16	-0.007996736
-0.15	-0.007466384
-0.14	-0.006941834
-0.13	-0.006417415
-0.12	-0.005903911
-0.11	-0.005390515
-0.1	-0.004883141
-0.09	-0.004382388
-0.08	-0.00388193
-0.07	-0.003389444
-0.06	-0.002900923
-0.05	-0.002413763
-0.04	-0.001933514
-0.03	-0.001455018
-0.02	-0.0009792496
-0.01	-0.0005055477
0	-3.157481E-05
0.01	0.0004409436
0.02	0.0009161674
0.03	0.001392536
0.04	0.001862373
0.05	0.002347666
0.06	0.002832164
0.07	0.003321357
0.08	0.003813087
0.09	0.004310957
0.1	0.004811408
0.11	0.005317436
0.12	0.005829232
0.13	0.006341461
0.14	0.006865967
0.15	0.007386645
0.16	0.007918643
0.17	0.008457031
0.18	0.008990138
0.19	0.009536074
0.2	0.01009304
0.21	0.01064379
0.22	0.01120455
0.23	0.011772
0.24	0.01234344
0.25	0.01292199
0.26	0.01350805
0.27	0.01410424
0.28	0.01470698
0.29	0.01531665
0.3	0.01593876
0.31	0.01658124
0.32	0.01723234
0.33	0.01790056
0.34	0.01858659
0.35	0.01929503
0.36	0.02003303
0.37	0.02074682
0.38	0.02153583
0.39	0.02235732
0.4	0.02320741
0.41	0.02410649
0.42	0.0250244
0.43	0.02597832
0.44	0.02696989
0.45	0.02800141
0.46	0.02907847
0.47	0.03019403
0.48	0.03134263
0.49	0.03253037
0.5	0.03375767
0.51	0.0350334
0.52	0.03634278
0.53	0.03769564
0.54	0.03910276
0.55	0.04053937
0.56	0.04203508
0.57	0.04356222
0.58	0.04514844
0.59	0.0467695
0.6	0.04843909
0.61	0.05015405
0.62	0.05194529
0.63	0.05375724
0.64	0.0556744
0.65	0.05761955
0.66	0.0596122
0.67	0.06172172
0.68	0.06389448
0.69	0.06614932
0.7	0.06851096
0.71	0.07098036
0.72	0.07361048
0.73	0.07639763
0.74	0.07942706
0.75	0.0827757
0.76	0.0865111
0.77	0.09082579
0.78	0.0959821
0.79	0.1023451
0.8	0.110609
0.81	0.1216453
0.82	0.1369001
0.83	0.158197
0.84	0.1877266
0.85	0.2255743
0.86	0.2760894
0.87	0.3364176
0.88	0.4056664
0.89	0.482884
0.9	0.5691944
0.91	0.6665812
0.92	0.7782633
0.93	0.9077482
0.94	1.056996
0.95	1.228498
0.96	1.422262
0.97	1.638268
0.98	1.8766
0.99	2.128
1	2.403502
1.01	2.69783
1.02	3.00889
1.03	3.338303
1.04	3.68394
1.05	4.046944
1.06	4.429
1.07	4.827695
1.08	5.246583
1.09	5.683701
